COMPANY_FKEY,RES_NOTIF_KEY,RES_ACCOUNTING,RES_ACC_RES_FKEY_LIST,RES_FRAUD,RES_FRAUD_RES_FKEY_LIST,RES_CLER_ERR,RES_CLER_ERR_FKEY_LIST,RES_ADVERSE,RES_BEGIN_DATE,RES_END_DATE,RES_SEC_INVEST,DATE_OF_8K_402,FORM_FKEY,FILE_DATE
0000812701,13092,1,|18|,0,,0,,1,01/01/2006,31/03/2006,0,30/10/2006,8-K,30/10/2006
0000812900,9256,1,|18|,0,,0,,1,01/02/1999,02/02/2006,0,,10-K,10/04/2006
0000812900,45094,1,|6|7|,0,,0,,1,01/02/2008,31/01/2009,0,,10-K,18/03/2010
0000813298,62742,1,|35|,0,,0,,1,01/02/2007,02/02/2008,0,,10-Q,24/08/2007
0000813621,27968,1,|8|11|,0,,0,,1,01/04/2008,30/09/2008,0,29/01/2009,Press Release,29/01/2009
0000813621,40368,1,|11|20|44|,0,,0,,1,01/01/2008,31/03/2012,0,,NT 10-Q,10/08/2012
0000813621,40855,1,|4|7|11|12|18|20|44|,0,,0,,1,01/01/2008,31/03/2012,0,25/01/2013,Press Release,25/01/2013
0000813672,27215,1,|6|,0,,0,,1,01/01/2008,30/06/2008,0,27/10/2008,Press Release,22/10/2008
0000813920,13622,1,|17|48|,0,,0,,1,01/01/1995,31/12/2005,0,14/11/2006,8-K,25/07/2006
0000814055,26286,1,|3|10|,0,,1,|12|,1,01/01/2007,31/03/2008,0,10/07/2008,8-K,10/07/2008
0000814055,30042,0,,0,,1,|12|,1,01/01/2009,30/06/2009,0,08/09/2009,Press Release,08/09/2009
0000814361,17044,1,|8|,0,,0,,1,01/01/2001,31/03/2007,0,27/04/2007,Press Release,25/04/2007
0000814586,41754,1,|7|20|,0,,0,,1,01/01/2008,30/09/2012,0,01/04/2013,8-K,01/04/2013
0000815093,43266,1,|19|,0,,0,,1,01/10/2004,31/07/2005,0,,10QSB,11/09/2006
0000815093,15278,1,|18|28|,0,,0,,1,01/11/2005,31/07/2006,0,08/01/2007,8-K,08/01/2007
0000815094,46337,1,|18|,0,,0,,1,01/04/2012,31/03/2013,0,,10-K,28/05/2014
0000816159,36653,1,|21|42|,0,,0,,1,01/01/2006,30/09/2011,1,22/11/2011,Press Release,09/11/2011
0000816761,23859,0,,0,,1,|18|,1,01/07/2007,30/09/2007,0,,10-Q,13/11/2007
0000816761,25708,1,|6|,0,,0,,1,01/01/2006,31/03/2007,0,,10-K,03/03/2008
0000817135,19959,1,|8|,0,,0,,0,01/01/2004,31/03/2007,0,31/07/2007,8-K,31/07/2007
0000817135,22735,1,|14|19|,0,,0,,1,01/04/2007,30/06/2007,0,01/11/2007,Press Release,31/10/2007
0000817366,37432,1,|4|,0,,0,,1,01/01/2010,31/12/2010,0,,10-Q,10/05/2011
0000818479,13422,1,|19|29|,0,,0,,1,01/01/2004,30/06/2006,0,08/11/2006,8-K,02/11/2006
0000818479,37091,1,|19|,0,,0,,1,01/01/2010,30/09/2011,0,,10-Q,07/11/2011
0000819793,28273,0,,0,,1,|12|18|,1,01/01/2004,31/12/2007,0,,10-K,02/03/2009
0000819793,33644,0,,0,,1,|12|,1,01/01/2008,31/03/2010,0,,Press Release,04/08/2010
0000820318,44132,1,|4|13|,0,,0,,1,01/07/2009,30/06/2012,0,,10-K,28/08/2013
0000820736,14201,1,|17|48|,0,,0,,1,01/01/1990,30/09/2006,0,,8-K,27/10/2006
0000820736,26499,0,,0,,1,|18|,1,01/01/2004,31/12/2007,0,,10-Q,05/08/2008
0000821130,13402,1,|8|,0,,0,,1,01/01/2001,30/06/2006,0,07/11/2006,Press Release,06/11/2006
0000821130,15899,1,|3|6|7|12|18|,0,,0,,1,01/01/2002,31/12/2005,0,,10-K/A,23/02/2007
0000821130,32201,1,|6|12|,0,,0,,1,01/01/2007,31/12/2009,0,,Press Release,10/05/2010
0000821130,37023,1,|71|,0,,0,,0,01/01/2008,30/06/2011,0,,10-Q,09/11/2011
0000821130,38027,1,|19|29|,0,,0,,1,01/01/2009,30/09/2011,0,,8-K,24/02/2012
0000821130,48627,1,|18|,0,,0,,0,01/01/2012,31/12/2012,0,,10-K,26/02/2013
0000821483,41733,1,|4|19|,0,,0,,0,01/07/2012,31/08/2012,0,,10-K,27/03/2013
0000821483,46297,1,|5|20|,0,,0,,1,01/01/2013,31/12/2013,0,21/05/2014,Press Release,21/05/2014
0000821536,8744,1,|4|,0,,0,,0,01/01/2005,31/12/2005,0,09/05/2006,8-K,09/05/2006
0000821536,16457,1,|3|10|18|45|46|,0,,0,,1,01/01/2002,30/09/2006,0,02/04/2007,8-K,02/04/2007
0000821995,25028,1,|4|7|,0,,0,,1,01/01/2003,30/09/2007,0,18/03/2008,NT 10-K,18/03/2008
0000821995,32720,1,|4|,0,,0,,1,01/01/2010,31/03/2010,0,30/07/2010,8-K,30/07/2010
0000821995,33815,1,|4|,0,,0,,1,01/01/2009,30/09/2010,0,15/12/2010,8-K,15/12/2010
0000821995,45189,0,,0,,1,|4|,0,01/07/2013,30/09/2013,0,20/02/2014,Press Release,19/02/2014
0000822418,34511,0,,0,,1,|6|,1,01/04/2010,30/09/2010,0,,10-K,28/02/2011
0000823094,12807,1,|11|18|44|,0,,0,,1,01/01/2005,30/06/2005,0,,10-K,16/03/2006
0000823094,16778,1,|17|,0,,0,,1,01/01/1996,31/12/2004,0,,10-K,01/03/2007
0000823768,48465,1,|11|12|44|,0,,0,,1,01/01/2013,31/12/2013,0,,10-Q,29/10/2014
0000824068,9553,1,|4|,0,,0,,0,01/01/2005,31/03/2006,0,19/06/2006,8-K,19/06/2006
0000825410,46282,1,|19|,0,,0,,0,01/10/2010,31/03/2014,0,,NT 10-Q,13/05/2014
0000825410,47004,1,|19|,0,,0,,1,01/10/2011,31/03/2014,0,,10-Q,11/08/2014
0000825410,48299,1,|3|6|7|10|12|13|14|18|20|37|45|,0,,0,,1,01/10/2009,30/06/2014,0,03/02/2015,NT 10-K,16/12/2014
0000825542,48095,1,|19|24|43|,0,,0,,1,01/10/2011,30/09/2013,0,,10-K,25/11/2014
0000825692,13254,1,|3|,0,,0,,1,01/01/2006,30/06/2006,0,03/11/2006,8-K,03/11/2006
0000827054,41076,1,|1|,0,,0,,1,01/04/2011,30/06/2012,0,,10-Q,09/11/2012
0000827054,45063,1,|19|,0,,0,,1,01/04/2011,31/03/2013,0,,10-Q,07/02/2014
0000827156,16685,1,|10|,0,,0,,1,01/07/2006,31/10/2006,0,,10-Q/A,05/04/2007
0000827156,42588,1,|10|,0,,0,,1,01/08/2006,31/07/2007,0,,10-K,06/10/2008
0000828750,29818,1,|17|39|,0,,0,,1,01/01/2006,31/03/2009,0,,Press Release,04/08/2009
0000829224,46673,1,|6|7|,0,,0,,1,01/10/2011,28/09/2013,0,,10-Q,28/01/2014
0000829323,31315,1,|14|,0,,0,,1,01/01/2007,31/12/2008,0,23/03/2010,8-K,23/03/2010
0000830656,9095,1,|10|18|,0,,0,,1,01/01/2005,31/12/2005,0,22/05/2006,Press Release,19/05/2006
0000831327,23702,1,|6|69|,0,,0,,1,01/10/2005,30/09/2006,0,,10-K,10/12/2007
0000831547,31382,1,|4|,0,,0,,1,01/01/2005,30/09/2009,0,05/04/2010,10-K,05/04/2010
0000831547,43763,1,|3|10|12|45|,0,,0,,0,01/01/2008,30/06/2013,0,12/11/2013,Press Release,12/11/2013
0000832101,20375,1,|17|35|39|69|,0,,0,,1,01/01/2006,31/12/2006,0,,10-Q,07/08/2007
0000832767,11821,0,,0,,1,|19|29|,1,01/10/2005,30/06/2006,0,,10-Q/A,25/09/2006
0000832988,33955,1,|6|,0,,0,,1,01/02/2006,31/07/2010,0,,10-Q,30/11/2010
0000833640,8746,1,|17|18|48|,0,,0,,1,01/01/1999,30/09/2005,0,09/05/2006,Press Release,13/03/2006
0000833640,41117,1,|6|,0,,0,,1,01/01/2009,31/12/2011,0,,10-K,22/02/2013
0000833829,18036,1,|17|48|,0,,0,,1,01/02/1995,31/01/2005,0,,Press Release,31/08/2006
0000835011,25859,1,|6|,0,,0,,1,01/07/2005,01/07/2007,0,,10-Q,12/05/2008
0000835011,50978,1,|4|,0,,0,,0,01/01/2007,31/12/2007,0,,10-Q,09/02/2009
0000835011,29199,1,|18|26|,0,,0,,1,01/07/2007,31/03/2008,0,,10-Q,11/05/2009
0000835011,36522,1,|17|,0,,0,,1,01/07/2007,30/09/2010,0,,10-Q,09/02/2011
0000835011,39283,1,|9|,0,,0,,1,01/07/2010,30/06/2011,0,,10-Q,09/08/2012
0000836690,42562,1,|26|,0,,0,,1,01/10/2005,30/09/2006,0,,10-Q,10/05/2007
0000836690,42561,0,,0,,1,|19|,1,01/10/2007,30/09/2008,0,,10-K/A,19/12/2008
0000837173,6613,1,|6|20|,0,,0,,1,01/01/2001,30/09/2005,0,01/03/2006,Press Release,28/02/2006
0000837173,46821,1,|4|,0,,0,,0,01/01/2012,31/03/2014,0,,10-Q,06/08/2014
0000837465,36217,1,|18|,0,,0,,1,01/01/2007,31/12/2010,0,,10-Q,01/08/2011
0000837465,36671,1,|18|,0,,0,,0,01/04/2011,30/06/2011,0,,10-Q,02/11/2011
0000839470,43911,1,|23|,0,,0,,1,01/01/2008,30/09/2013,1,19/11/2013,8-K,19/11/2013
0000840467,27369,0,,0,,1,|19|,1,01/01/2005,30/09/2007,0,,10-K,29/02/2008
0000840715,9599,1,|6|20|36|,0,,0,,1,01/07/2005,30/09/2005,0,,10-Q/A,22/06/2006
0000840715,30048,1,|6|,0,,0,,1,01/07/2003,30/06/2008,0,21/08/2009,8-K,21/08/2009
0000840883,38200,1,|19|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,13/03/2012
0000841071,43005,1,|4|36|,0,,0,,1,01/02/2004,31/01/2005,0,,40-F,20/04/2007
0000841071,35172,1,|10|45|,0,,0,,0,01/02/2009,31/01/2010,0,,40-F,18/04/2011
0000841071,42245,1,|18|,0,,0,,0,01/02/2010,31/01/2012,0,,40-F,29/04/2013
0000841692,35790,0,,0,,1,|7|24|43|,1,01/12/2009,26/02/2011,0,,10-Q,05/04/2011
0000841692,38392,1,|10|14|45|,0,,0,,0,01/09/2010,31/08/2011,0,,10-Q,29/03/2012
0000842162,42289,1,|10|22|,0,,0,,1,01/01/2009,31/12/2009,0,,10-K,17/02/2012
0000842633,15439,1,|3|46|,0,,0,,1,01/01/2006,30/09/2006,0,17/01/2007,8-K,17/01/2007
0000844059,24931,1,|22|,0,,0,,0,01/10/2007,31/12/2007,0,07/03/2008,8-K,07/03/2008
0000844965,46167,1,|7|20|,0,,0,,1,01/01/2011,30/06/2013,0,,10-Q,08/11/2013
0000845289,28276,1,|18|,0,,0,,0,01/10/2007,30/10/2008,0,13/03/2009,Press Release,05/03/2009
0000845289,38103,1,|18|,0,,0,,0,01/01/2007,30/09/2011,0,,Press Release,06/03/2012
0000845289,42154,1,|4|9|18|19|23|,0,,0,,1,01/01/2008,30/09/2012,0,03/04/2013,NT 10-K,19/03/2013
0000845982,16658,1,|7|12|20|24|43|69|,0,,0,,1,01/01/2004,31/12/2006,0,,20-F,28/03/2007
0000846475,13696,1,|20|,0,,0,,0,01/01/2005,30/06/2006,0,17/11/2006,8-K,17/11/2006
0000846475,28525,1,|6|14|,0,,0,,1,01/01/2008,30/09/2008,0,01/04/2009,Press Release,01/04/2009
0000847383,43234,1,|21|42|,0,,0,,1,01/10/2005,31/12/2005,0,,10-K,13/06/2006
0000847383,39058,1,|18|,0,,0,,0,01/04/2010,31/03/2011,0,,NT 10-K,02/07/2012
0000847935,7062,1,|7|13|,0,,0,,1,01/01/2005,30/09/2005,0,15/03/2006,Press Release,09/03/2006
0000847935,13434,1,|4|,0,,0,,1,01/01/2005,31/03/2006,1,09/11/2006,8-K,07/11/2006
0000847935,49929,1,|9|,0,,0,,1,01/01/2008,30/09/2008,0,,10-Q,06/08/2009
0000849146,5742,1,|3|10|46|,0,,0,,1,01/07/2004,30/06/2005,0,13/11/2006,10KSB/A,26/01/2006
0000849146,31126,1,|4|,0,,0,,0,01/07/2009,30/09/2009,0,16/02/2010,8-K,16/02/2010
0000849399,46287,1,|1|6|,0,,0,,1,01/04/2012,31/03/2013,0,,Press Release,08/05/2014
0000849547,16361,1,|17|48|,0,,0,,1,01/04/2002,30/09/2006,0,20/03/2007,8-K,17/11/2006
0000849547,25650,1,|17|39|,0,,0,,0,01/10/2007,31/12/2007,0,29/04/2008,8-K,29/04/2008
0000850209,29009,1,|1|13|18|37|,0,,0,,1,01/02/2006,31/01/2007,0,,10-Q,11/06/2008
0000850483,10452,1,|12|21|42|,0,,0,,0,01/01/2003,31/03/2006,0,09/08/2006,8-K,09/08/2006
0000850483,26964,1,|7|20|,0,,0,,0,01/04/2008,30/06/2008,0,19/09/2008,8-K,19/09/2008
0000850660,9618,1,|11|13|18|28|37|,0,,0,,0,01/05/2003,30/09/2005,0,26/06/2006,Press Release,23/06/2006
0000850660,49323,1,|69|,0,,0,,0,01/01/2009,30/09/2009,0,,10-Q,29/10/2010
0000850660,38307,1,|13|37|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,30/03/2012
0000851968,36884,1,|11|13|44|,0,,0,,1,01/01/2009,02/10/2010,0,,10-K,01/03/2011
0000851968,39017,1,|35|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,29/02/2012
0000852570,7689,1,|1|6|23|,0,,0,,1,01/04/2005,30/09/2005,0,31/03/2006,8-K,31/03/2006
0000852772,34989,1,|3|46|,0,,0,,1,01/01/2007,26/12/2007,0,,Press Release,29/04/2008
0000852772,34988,1,|3|18|46|,0,,0,,1,01/01/2006,31/12/2008,0,,10-K,12/03/2010
0000853695,25191,1,|11|12|23|24|43|44|,0,,0,,1,01/04/2007,30/09/2007,0,31/03/2008,8-K,31/03/2008
0000853695,28498,1,|6|,0,,0,,1,01/04/2008,30/06/2008,0,31/03/2009,8-K,31/03/2009
0000854701,12692,1,|17|48|,0,,0,,1,01/02/1995,30/06/2006,0,24/10/2006,NT 10-Q,09/08/2006
0000854775,46706,1,|18|,0,,0,,0,01/07/2013,30/09/2013,0,,10-Q,04/08/2014
0000854775,48183,1,|18|,0,,0,,1,01/10/2010,30/09/2013,0,,10-K,11/12/2014
0000854852,8742,0,,1,|6|,0,,1,01/01/2004,31/12/2005,1,09/05/2006,8-K,09/05/2006
0000854852,30200,1,|4|7|,0,,0,,1,01/01/2009,30/06/2009,0,30/09/2009,Press Release,30/09/2009
0000854852,31424,1,|18|,0,,0,,1,01/01/2009,30/09/2009,0,15/04/2010,8-K,15/04/2010
0000855658,25034,1,|17|,0,,0,,0,01/01/2005,31/12/2006,0,,10-K,13/03/2008
0000855906,19903,1,|17|48|,0,,0,,1,01/01/1997,30/09/2006,0,24/07/2007,8-K,15/03/2007
0000856982,28308,1,|19|,0,,0,,1,01/01/2006,31/03/2008,0,,10-Q,06/11/2008
0000856982,39270,1,|19|,0,,0,,1,01/01/2011,30/06/2011,0,,10-Q,10/05/2012
0000857005,22728,0,,1,|6|11|44|,0,,1,01/10/2000,30/06/2007,0,31/10/2007,8-K,31/10/2007
0000857005,49888,1,|19|,0,,0,,1,01/10/2008,04/07/2009,0,,10-K,24/11/2009
0000857073,13288,1,|4|,0,,0,,1,01/01/2006,30/06/2006,0,03/11/2006,10QSB/A,03/11/2006
0000857728,16784,1,|17|18|29|39|,0,,0,,1,01/01/2006,30/09/2006,0,,NT 10-K,19/03/2007
0000857728,26949,1,|18|19|,0,,0,,1,01/01/2007,31/12/2007,0,17/09/2008,8-K,17/09/2008
0000857737,11812,1,|19|,0,,0,,1,01/02/2003,31/12/2005,1,,10-K/A,28/09/2006
0000857737,21423,1,|14|29|,0,,0,,1,01/01/2007,30/06/2007,0,,10-Q/A,24/09/2007
0000857949,27213,0,,0,,1,|9|,1,01/07/2007,31/03/2008,0,,10-Q/A,24/10/2008
0000858339,34533,1,|11|19|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K/A,17/03/2011
0000858339,38169,1,|14|19|,0,,0,,1,01/01/2010,31/12/2010,0,,10-Q,12/05/2011
0000858339,47129,1,|69|,0,,0,,1,01/01/2011,31/12/2012,0,,10-K,17/03/2014
0000858452,25331,1,|1|17|18|,0,,0,,1,01/01/2007,31/12/2007,0,10/04/2008,Press Release,10/04/2008
0000858452,25760,1,|1|7|,0,,0,,1,01/01/2007,31/12/2007,0,12/05/2008,8-K,12/05/2008
0000858452,33827,1,|17|,0,,0,,1,01/01/2010,31/03/2010,0,,10-Q,09/11/2010
0000858803,23223,0,,0,,1,|17|39|,1,01/01/2007,30/06/2007,0,21/11/2007,8-K,21/11/2007
0000859368,27010,1,|6|,0,,0,,1,01/01/2003,30/06/2008,0,24/09/2008,Press Release,24/09/2008
0000859475,12881,1,|17|48|,0,,0,,1,01/07/2002,30/06/2006,0,27/10/2006,Press Release,10/06/2006
0000859737,24616,0,,0,,1,|10|12|36|,1,01/10/2007,29/12/2007,0,,10-Q/A,12/02/2008
0000860730,29885,1,|19|,0,,0,,1,01/01/2006,31/12/2008,0,14/08/2009,8-K/A,14/08/2009
0000861459,45275,1,|3|7|12|20|,0,,0,,0,01/04/2013,30/09/2013,0,,10-K,03/03/2014
0000861878,10642,1,|9|,0,,0,,1,01/01/2005,31/12/2005,1,,10-K/A,11/08/2006
0000861878,46771,1,|12|14|,0,,0,,0,01/01/2013,31/12/2013,0,,10-Q,07/08/2014
0000862480,28305,1,|10|45|,0,,0,,0,01/07/2008,30/09/2008,0,,10-K,05/03/2009
0000863157,42790,1,|19|,0,,0,,1,01/02/2012,28/10/2012,0,,10-Q,30/05/2013
0000863436,50994,1,|17|,0,,0,,1,01/01/2006,30/09/2008,0,,10-K,27/02/2009
0000863436,47353,0,,0,,1,|17|,1,01/01/2008,31/03/2008,0,,10-Q,08/05/2009
0000863436,45184,1,|18|,0,,0,,1,01/01/2007,31/12/2008,0,,10-K,01/03/2010
0000863436,36276,1,|20|23|,0,,0,,1,01/01/2009,31/03/2011,0,,10-Q,09/08/2011
0000863456,14023,1,|17|48|,0,,0,,1,01/02/1990,29/07/2006,0,08/12/2006,8-K,16/11/2006
0000863456,34978,1,|4|18|,0,,0,,1,01/02/2009,31/07/2010,0,,10-Q,02/12/2010
0000864233,49982,1,|12|,0,,0,,0,01/10/2008,28/12/2008,0,,10-Q,19/08/2009
0000865570,15287,1,|17|48|,0,,0,,1,01/01/1996,31/03/2006,1,09/01/2007,Press Release,07/08/2006
0000865752,42292,1,|12|14|,0,,0,,1,01/01/2009,30/09/2011,0,,10-K,29/02/2012
0000865754,24815,1,|18|,0,,0,,1,01/01/2003,31/12/2006,0,27/02/2008,8-K,27/02/2008
0000865941,36518,1,|13|37|,0,,0,,1,01/07/2008,30/06/2009,0,,10-Q,30/10/2009
0000865941,38091,1,|12|14|,0,,0,,1,01/07/2009,30/06/2010,0,,10-K,02/09/2011
0000865941,37877,1,|21|42|,0,,0,,1,01/07/2008,31/12/2011,0,25/04/2012,Press Release,24/04/2012
0000866609,7154,1,|6|10|,0,,0,,1,01/01/2004,30/09/2005,0,20/03/2006,8-K,20/03/2006
0000866609,30376,0,,0,,1,|6|,1,01/04/2009,30/06/2009,0,04/11/2009,8-K,04/11/2009
0000866609,43764,1,|19|,0,,0,,0,01/01/2013,30/06/2013,0,12/11/2013,8-K,12/11/2013
0000866729,26426,1,|3|46|,0,,0,,1,01/06/2004,28/02/2008,0,22/09/2008,10-K,30/07/2008
0000867374,17132,1,|17|39|48|,0,,0,,1,01/01/1992,30/06/2006,0,07/05/2007,8-K,24/10/2006
0000867374,39175,1,|19|,0,,0,,1,01/01/2011,31/12/2011,0,,10-Q,01/08/2012
0000867665,7295,1,|10|13|22|24|37|,0,,0,,0,01/01/2005,30/09/2005,0,22/03/2006,Press Release,16/03/2006
0000867665,23006,1,|12|,0,,0,,1,01/01/2006,30/09/2007,1,13/11/2007,8-K,13/11/2007
0000867773,30446,0,,1,|12|20|,0,,1,01/01/2008,30/09/2009,0,16/11/2009,Press Release,16/11/2009
0000868368,39271,1,|3|18|46|,0,,0,,1,01/10/2010,30/09/2011,0,,10-Q,09/08/2012
0000868368,42486,1,|6|7|20|,0,,0,,1,01/01/2012,31/12/2012,0,,10-Q,11/02/2013
0000868512,16055,1,|17|48|,0,,0,,1,01/01/1999,30/09/2006,0,01/03/2007,Press Release,08/11/2006
0000868512,18110,1,|10|18|22|69|,0,,0,,1,01/01/2006,30/09/2006,0,,10-K,16/03/2007
0000868725,30660,1,|8|20|,0,,0,,0,01/10/2007,30/06/2009,0,14/12/2009,10-K,14/12/2009
0000868725,37195,1,|19|,0,,0,,1,01/01/2009,30/06/2011,0,,10-K,14/12/2011
0000868725,39236,1,|10|18|,0,,0,,1,01/01/2011,31/12/2011,0,,10-Q,10/05/2012
0000868857,25658,1,|19|29|,0,,0,,1,01/10/2006,31/12/2007,0,,10-K/A,09/05/2008
0000869986,13585,1,|4|,0,,0,,1,01/04/2004,30/06/2006,0,01/12/2006,Press Release,10/11/2006
0000871763,31169,1,|6|11|44|,0,,0,,1,01/01/2007,30/09/2009,0,,Press Release,02/02/2010
0000872448,13088,1,|17|48|,0,,0,,1,01/01/2002,31/03/2006,0,30/10/2006,Press Release,25/07/2006
0000873303,22502,1,|4|,0,,0,,0,01/01/2003,30/06/2007,1,24/10/2007,8-K,24/10/2007
0000874015,10465,0,,0,,1,|14|19|29|,0,01/01/2005,31/12/2005,0,,10-K/A,09/08/2006
0000874214,41441,1,|17|,0,,0,,1,01/02/2009,28/10/2012,0,,10-K,08/03/2013
0000874214,45443,1,|19|,0,,0,,1,01/02/2012,31/01/2013,0,,10-K,14/03/2014
0000874255,10796,1,|17|48|,0,,0,,1,01/01/2000,31/03/2006,1,18/08/2006,8-K,15/06/2006
0000874292,23440,1,|19|,0,,0,,1,01/10/2004,30/09/2006,0,03/12/2007,8-K,03/12/2007
0000874716,45877,1,|19|,0,,0,,1,01/01/2011,30/09/2013,0,,10-K,18/02/2014
0000874761,7801,1,|8|11|13|18|27|,0,,0,,1,01/01/2003,30/09/2005,0,03/04/2006,8-K,03/04/2006
0000874761,16350,1,|1|4|11|17|23|44|48|,0,,0,,1,01/01/2002,30/09/2006,0,19/03/2007,Press Release,26/02/2007
0000874761,20012,1,|10|11|12|21|42|44|45|,0,,0,,1,01/01/2004,31/12/2006,1,06/08/2007,8-K,06/08/2007
0000874761,24865,1,|8|,0,,0,,0,01/01/2003,30/09/2007,0,03/03/2008,8-K,03/03/2008
0000874761,38364,1,|10|13|37|,0,,0,,0,01/01/2010,31/12/2010,0,,10-K,27/02/2012
0000874761,41368,1,|24|43|,0,,0,,1,01/01/2011,31/12/2011,0,,10-K,27/02/2013
0000874761,45230,1,|19|,0,,0,,1,01/01/2012,31/03/2013,0,,10-K,26/02/2014
0000874866,11067,1,|21|42|,0,,0,,1,01/04/2002,31/03/2006,0,,10-K,30/06/2006
0000875355,24938,1,|17|,0,,0,,1,01/01/2007,30/09/2007,0,,Press Release,20/02/2008
0000875355,35915,1,|18|,0,,0,,1,01/01/2010,31/03/2011,0,03/08/2011,Press Release,03/08/2011
0000875622,15508,1,|7|11|14|21|42|44|,0,,0,,1,01/01/2003,31/12/2005,0,25/01/2007,8-K,25/01/2007
0000876167,10940,1,|17|48|,0,,0,,1,01/12/1994,28/02/2006,0,30/08/2006,8-K,19/06/2006
0000876167,39959,1,|3|18|46|,0,,0,,0,01/12/2010,30/11/2011,0,,10-Q,10/10/2012
0000876523,40934,1,|36|,0,,0,,1,01/10/2011,31/12/2012,0,,10-Q,07/02/2013
0000876523,44094,1,|19|,0,,0,,1,01/10/2011,30/09/2012,0,,10-K,27/11/2013
0000877357,10524,1,|17|48|,0,,0,,1,01/01/2001,31/03/2006,1,10/08/2006,Press Release,02/06/2006
0000877357,24319,1,|6|,0,,0,,1,01/01/2002,30/09/2007,0,29/01/2008,8-K,29/01/2008
0000877357,50040,1,|20|36|,0,,0,,1,01/01/2005,30/06/2008,0,,10-Q,08/05/2009
0000877422,47036,1,|3|10|45|46|,0,,0,,1,01/01/2013,28/12/2013,0,,10-Q,14/08/2014
0000877890,16282,1,|17|48|,0,,0,,1,01/01/2002,30/09/2006,0,14/03/2007,Press Release,23/01/2007
0000878518,20488,1,|26|,0,,0,,1,01/10/2001,30/09/2005,0,,20-F,18/04/2007
0000878518,46387,1,|12|,0,,0,,1,01/01/2011,31/12/2012,0,,40-F,13/03/2014
0000878526,34643,1,|6|12|20|,0,,0,,0,01/01/2009,30/06/2010,0,,10-K,14/03/2011
0000878526,38180,1,|18|,0,,0,,0,01/01/2008,31/12/2010,0,,10-K,14/03/2012
0000878526,41958,1,|1|3|12|13|18|37|,0,,0,,0,01/01/2009,31/12/2012,0,,10-K,10/04/2013
0000878731,11053,1,|10|19|45|,0,,0,,0,01/02/2005,29/10/2005,0,,10-K,26/04/2006
0000878927,46875,1,|6|7|,0,,0,,0,01/01/2011,31/03/2013,0,,10-Q,08/08/2013
0000879437,49928,1,|6|,0,,0,,1,01/01/2009,30/06/2009,0,,10-Q,10/08/2009
0000879703,11348,1,|4|,0,,0,,1,01/01/2005,30/09/2005,0,,10KSB,17/04/2006
0000880059,46103,1,|3|18|46|,0,,0,,0,01/07/2011,30/06/2013,0,,10-Q,08/05/2014
0000880117,13790,1,|26|27|,0,,0,,1,01/07/2005,29/06/2006,0,22/11/2006,8-K,08/09/2006
0000880117,52871,1,|6|12|14|,0,,0,,0,01/07/2006,30/09/2007,0,,10-Q,11/02/2008
0000880446,8470,1,|6|14|17|48|,0,,0,,1,01/10/2002,30/09/2005,0,27/04/2006,Press Release,26/04/2006
0000880562,23481,1,|7|10|45|,0,,0,,1,01/05/2006,31/07/2007,0,06/12/2007,8-K,06/12/2007
0000880562,34240,1,|4|10|45|,0,,0,,0,01/05/2009,31/10/2010,0,18/02/2011,8-K,18/02/2011
0000880643,39025,1,|4|,0,,0,,1,01/01/2012,31/03/2012,0,27/07/2012,8-K,27/07/2012
0000880771,41023,1,|6|11|44|,0,,0,,0,01/01/2011,30/09/2012,0,22/02/2013,Press Release,22/02/2013
0000880804,26486,0,,0,,1,|19|,1,01/04/2007,30/09/2007,0,,10-K,29/02/2008
0000880804,26902,1,|8|,0,,0,,1,01/01/2007,30/06/2008,0,15/09/2008,Press Release,15/09/2008
0000880807,35813,1,|6|,0,,0,,1,01/07/2010,31/12/2010,0,11/07/2011,NT 10-K,31/05/2011
0000880984,42461,1,|6|20|,0,,0,,1,01/01/2012,30/09/2012,0,,10-K,18/03/2013
0000881695,35385,1,|14|19|29|,0,,0,,1,01/01/2010,31/12/2010,0,,10-Q,09/05/2011
0000882104,23066,1,|3|,0,,0,,1,01/04/2007,30/06/2007,0,14/11/2007,NT 10-Q,09/11/2007
0000882104,47110,1,|3|,0,,0,,0,01/01/2013,31/03/2014,1,,10-Q,12/05/2014
0000883569,17245,1,|17|48|,0,,0,,1,01/01/2002,30/06/2006,0,09/05/2007,Press Release,14/11/2006
0000883943,28124,1,|18|,0,,0,,0,01/09/2008,29/11/2008,0,26/02/2009,8-K,26/02/2009
0000883943,35809,1,|19|,0,,0,,1,01/03/2010,29/05/2010,0,,10-Q,07/07/2011
0000883943,38444,1,|3|12|46|,0,,0,,0,27/02/2011,28/01/2012,0,,10-KT,12/04/2012
0000883945,46231,1,|18|,0,,0,,1,01/01/2009,31/12/2013,0,,Press Release,30/04/2014
0000883979,6450,1,|6|7|,0,,0,,1,01/01/2005,05/07/2005,0,23/02/2006,8-K,23/02/2006
0000883979,27336,1,|6|19|20|,0,,0,,1,01/01/2003,05/01/2008,0,23/12/2008,8-K,05/11/2008
