COMPANY_FKEY,RES_NOTIF_KEY,RES_ACCOUNTING,RES_ACC_RES_FKEY_LIST,RES_FRAUD,RES_FRAUD_RES_FKEY_LIST,RES_CLER_ERR,RES_CLER_ERR_FKEY_LIST,RES_ADVERSE,RES_BEGIN_DATE,RES_END_DATE,RES_SEC_INVEST,DATE_OF_8K_402,FORM_FKEY,FILE_DATE
0001164863,44224,1,|19|,0,,0,,1,01/01/2010,30/09/2012,0,,10-K,27/02/2013
0001164863,46827,1,|18|,0,,0,,1,01/01/2013,31/12/2013,0,,10-Q,06/08/2014
0001165002,47472,1,|17|,0,,0,,1,01/01/2006,30/06/2014,0,,10-Q,23/10/2014
0001166036,22818,1,|6|7|,0,,0,,1,01/01/2005,30/06/2007,0,01/11/2007,8-K,01/11/2007
0001166036,38285,1,|11|18|44|,0,,0,,1,01/01/2008,31/12/2010,0,,10-K,28/02/2012
0001166036,44243,1,|13|,0,,0,,1,01/01/2009,31/03/2013,0,,10-Q,07/08/2013
0001166220,21079,1,|4|,0,,0,,1,01/07/2006,31/03/2007,0,17/09/2007,8-K,17/09/2007
0001166220,38093,1,|36|,0,,0,,1,01/01/2012,31/03/2012,0,,10-Q/A,24/05/2012
0001166220,38978,1,|7|20|,0,,0,,1,01/01/2011,31/12/2011,0,,10-Q/A,16/07/2012
0001166291,26276,1,|8|,0,,0,,1,01/01/2008,31/03/2008,0,,10-Q/A,03/07/2008
0001166380,9414,1,|3|10|45|46|,0,,0,,0,01/05/2004,31/01/2006,1,08/06/2006,8-K,08/06/2006
0001166380,30270,1,|4|,0,,0,,1,01/04/2006,30/01/2009,1,15/10/2009,8-K,29/07/2009
0001166388,8276,1,|4|17|48|,0,,0,,1,01/02/1999,31/01/2005,0,17/04/2006,8-K,14/03/2006
0001166388,31711,1,|6|7|12|18|,0,,0,,1,01/02/2003,31/01/2005,1,,NT 10-K,17/04/2006
0001166389,16939,1,|19|,0,,0,,1,01/01/2004,31/12/2005,0,,10-K/A,19/04/2007
0001168054,41389,1,|3|46|,0,,0,,1,01/01/2005,31/12/2005,0,,10-K,26/02/2013
0001168220,9779,1,|10|13|36|45|,0,,0,,0,01/01/2006,31/03/2006,0,,10QSB/A,13/07/2006
0001168335,22941,0,,0,,1,|19|36|,1,01/01/2006,29/09/2006,0,,10-Q/A,08/11/2007
0001168696,45794,1,|6|,0,,0,,1,01/01/2011,31/12/2012,0,,Press Release,13/02/2014
0001169988,38586,1,|18|,0,,0,,1,01/01/2007,30/09/2011,0,,NT 10-K,30/03/2012
0001169988,47135,1,|14|29|,0,,0,,1,01/01/2009,31/12/2012,0,,10-K,17/03/2014
0001170010,38566,1,|21|42|,0,,0,,1,01/03/2004,30/11/2011,0,,Press Release,05/04/2012
0001170154,32713,1,|8|,0,,0,,0,01/01/2010,31/03/2010,0,29/07/2010,Press Release,29/07/2010
0001171155,30217,1,|3|46|,0,,0,,1,01/07/2008,31/03/2009,1,,10-Q/A,05/10/2009
0001171298,15109,1,|9|,0,,0,,1,01/01/2004,31/12/2004,0,,S-1/A,20/10/2006
0001171298,35242,0,,0,,1,|19|,1,01/01/2010,30/09/2010,0,,10-Q,04/05/2011
0001171529,7871,1,|6|12|20|29|,0,,0,,0,01/01/2002,31/12/2004,0,,S-1,11/01/2006
0001172136,21654,1,|17|19|39|,0,,0,,1,01/04/2006,30/06/2007,0,,10-K/A,28/09/2007
0001172136,30313,1,|10|45|,0,,0,,0,01/04/2006,30/06/2009,0,21/10/2009,8-K,21/10/2009
0001172222,42701,1,|19|29|,0,,0,,1,01/01/2005,31/12/2005,0,,10-K,16/03/2007
0001172852,28448,1,|3|10|45|,0,,0,,1,01/01/2007,31/12/2008,1,27/03/2009,Press Release,27/03/2009
0001173204,19194,1,|3|10|18|45|46|,0,,0,,1,01/04/2003,31/12/2006,0,,10KSB,29/06/2007
0001173514,6182,1,|4|7|24|,0,,0,,1,01/01/2004,31/12/2004,1,13/02/2006,8-K,13/02/2006
0001174527,34981,1,|19|,0,,0,,1,01/04/2010,30/09/2010,0,,10-K,30/03/2011
0001174922,7070,1,|4|,0,,0,,0,01/01/2003,30/09/2005,0,15/03/2006,8-K,23/02/2006
0001176334,38061,1,|19|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,05/03/2012
0001176334,41505,1,|19|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,04/03/2013
0001176334,44316,1,|13|,0,,0,,1,01/01/2012,30/09/2012,0,,10-Q,04/11/2013
0001177394,34450,1,|14|19|,0,,0,,1,01/12/2007,31/08/2009,0,,10-K,05/02/2010
0001178575,26520,1,|1|,0,,0,,1,01/09/2006,31/03/2008,0,12/08/2008,Press Release,12/05/2008
0001180262,43472,1,|18|,0,,0,,1,01/01/2010,30/06/2013,0,,8-K,29/07/2013
0001182129,43750,1,|19|,0,,0,,1,01/01/2013,30/06/2013,0,,10-Q,06/11/2013
0001183186,33690,1,|18|,0,,0,,1,01/01/2009,31/03/2010,0,,10-Q,04/08/2010
0001183941,49821,1,|6|,0,,0,,1,01/10/2006,30/09/2007,0,,10-K,15/12/2008
0001196501,50065,1,|7|19|,0,,0,,1,01/01/2008,30/09/2008,0,,10-Q,08/05/2009
0001201792,42635,1,|6|14|,0,,0,,1,01/01/2005,31/12/2006,0,,S-1/A,11/10/2007
0001201792,42636,1,|4|,0,,0,,1,01/01/2005,31/12/2005,0,,S-1/A,29/10/2007
0001201792,32866,1,|19|,0,,0,,1,01/04/2010,30/06/2010,0,,10-Q/A,17/08/2010
0001202273,11564,1,|14|,0,,0,,1,16/10/2002,01/04/2005,0,,10-Q,16/05/2006
0001202273,24961,1,|4|16|,0,,0,,1,01/01/2006,31/12/2006,0,,10-K,06/03/2008
0001203464,28249,1,|20|23|,0,,0,,1,01/01/2006,31/12/2007,0,,40-F/A,09/03/2009
0001205727,56522,1,|1|3|4|6|18|46|,0,,0,,0,01/01/2001,31/12/2003,0,,10-K,31/03/2006
0001208208,29449,1,|19|,0,,0,,1,01/01/2005,31/12/2007,0,,S-1/A,06/06/2008
0001208208,38145,1,|6|12|17|19|20|,0,,0,,1,01/01/2010,30/09/2011,0,,8-K,29/02/2012
0001208208,45911,1,|18|,0,,0,,1,01/01/2013,31/12/2013,0,,10-Q,01/05/2014
0001210618,19923,1,|4|7|10|19|45|,0,,0,,0,01/01/2006,31/12/2006,1,25/07/2007,8-K,25/07/2007
0001210618,37734,1,|6|,0,,0,,1,01/01/2009,30/09/2011,0,28/03/2012,8-K,28/03/2012
0001210618,43913,1,|19|,0,,0,,1,01/01/2012,30/06/2013,0,19/11/2013,8-K,19/11/2013
0001210708,10181,1,|6|7|12|,0,,0,,1,01/01/2006,31/03/2006,0,03/08/2006,8-K,03/08/2006
0001210708,22955,1,|4|10|17|45|,0,,0,,1,01/04/2007,30/06/2007,0,09/11/2007,Press Release,24/10/2007
0001210708,24452,1,|3|10|45|46|,0,,0,,1,01/01/2006,30/09/2007,0,04/02/2008,8-K,04/02/2008
0001210708,41382,1,|3|10|46|,0,,0,,1,01/01/2009,31/12/2011,0,,10-K,26/02/2013
0001212458,41435,1,|19|,0,,0,,1,01/01/2010,31/12/2010,0,,S-1,14/12/2011
0001213809,17031,1,|32|,0,,0,,1,01/01/2006,31/12/2006,0,25/04/2007,Press Release,24/04/2007
0001219601,44498,1,|11|12|14|44|,0,,0,,1,01/01/2011,31/12/2011,0,,10-Q,09/08/2012
0001221715,22712,1,|4|12|,0,,0,,1,01/01/2005,31/12/2006,1,,40-F/A,30/10/2007
0001223389,11192,1,|14|18|,0,,0,,0,01/08/2000,30/04/2006,0,08/09/2006,8-K,25/08/2006
0001223389,34817,1,|6|,0,,0,,1,01/02/2008,31/01/2010,0,,10-K,01/04/2011
0001223389,38919,1,|6|,0,,0,,1,01/02/2009,31/01/2011,0,,10-Q,26/05/2011
0001223389,61848,1,|9|,0,,0,,1,01/02/2008,31/01/2011,0,,10-Q,09/09/2011
0001224370,42373,1,|19|,0,,0,,1,01/01/2012,28/12/2012,0,,10-Q,08/05/2013
0001226308,6333,1,|9|,0,,0,,1,01/01/2003,31/12/2003,0,16/02/2006,Press Release,13/02/2006
0001227025,36891,1,|19|,0,,0,,1,01/01/2010,31/12/2010,0,,10-Q,12/05/2011
0001227025,38928,1,|19|,0,,0,,1,01/04/2011,30/09/2011,0,,10-K,30/03/2012
0001227025,43185,1,|19|,0,,0,,1,01/01/2012,31/03/2013,0,08/08/2013,Press Release,08/08/2013
0001227025,43791,1,|4|23|,0,,0,,1,01/01/2012,30/06/2013,0,14/11/2013,NT 10-Q,13/11/2013
0001228068,9078,1,|22|24|,0,,0,,1,01/10/2000,31/03/2006,0,19/05/2006,8-K,19/05/2006
0001237831,43682,1,|19|,0,,0,,1,01/01/2012,30/09/2012,0,,10-Q,31/10/2013
0001237941,28275,1,|9|,0,,0,,0,01/02/2004,05/12/2008,0,13/03/2009,8-K,13/03/2009
0001239188,16281,1,|4|,0,,0,,1,01/01/2003,31/03/2006,0,,S-1/A,05/09/2006
0001239188,39448,1,|20|36|,0,,0,,1,01/01/2009,31/03/2011,1,08/06/2012,Press Release,20/04/2012
0001239188,47130,1,|12|,0,,0,,1,01/01/2011,31/03/2014,1,,10-K/A,19/08/2014
0001244937,22699,0,,0,,1,|9|19|,1,01/04/2007,30/06/2007,0,,10-Q/A,29/10/2007
0001253955,42715,1,|6|,0,,0,,0,01/01/2004,31/12/2005,0,,S-1/A,13/08/2007
0001255474,39538,1,|12|,0,,0,,1,01/01/2009,31/12/2010,0,,S-1/A,13/03/2012
0001259550,31005,1,|4|,0,,0,,1,01/01/2009,30/09/2009,0,01/02/2010,10-Q/A,01/02/2010
0001259550,36329,1,|5|6|11|44|,0,,0,,1,01/01/2011,30/06/2011,0,06/10/2011,Press Release,03/10/2011
0001260221,31053,1,|9|,0,,0,,1,01/10/2004,30/09/2009,0,10/02/2010,Press Release,10/02/2010
0001260996,30508,1,|4|26|,0,,0,,1,01/01/2008,30/06/2009,0,23/11/2009,8-K,23/11/2009
0001261654,39108,1,|7|14|,0,,0,,1,01/10/2008,30/06/2012,0,,10-Q,03/08/2012
0001261654,48410,1,|6|7|,0,,0,,0,01/10/2009,30/06/2014,0,,10-K,03/12/2014
0001261888,10953,0,,0,,1,|7|,1,01/01/2005,31/03/2006,0,31/08/2006,8-K,31/08/2006
0001261888,13864,1,|7|26|,0,,0,,1,01/07/2006,30/09/2006,0,01/12/2006,10QSB/A,24/11/2006
0001261888,36714,1,|3|19|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K/A,02/09/2011
0001261888,36987,1,|23|,0,,0,,0,01/01/2010,31/12/2010,0,05/01/2012,8-K,05/01/2012
0001261888,40607,0,,1,|4|10|13|14|45|,0,,1,01/01/2009,30/09/2011,0,21/12/2012,NT 10-Q,09/08/2012
0001262039,33634,1,|9|,0,,0,,1,01/01/2009,30/09/2009,0,,10-Q,05/11/2010
0001262823,42516,1,|19|,0,,0,,1,01/01/2011,31/12/2012,0,,10-Q,07/05/2013
0001266719,36312,1,|19|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K/A,29/09/2011
0001267130,10525,1,|14|19|,0,,0,,1,01/01/2003,31/03/2006,0,10/08/2006,8-K,03/08/2006
0001269238,42689,1,|13|,0,,0,,0,01/01/2012,31/03/2012,0,,6-K,12/09/2012
0001270400,42091,1,|18|,0,,0,,0,01/01/2012,31/12/2012,0,,10-Q,03/05/2013
0001271057,42992,1,|26|,0,,0,,1,01/04/2004,31/03/2005,0,,SB-2/A,16/03/2007
0001271625,36526,1,|6|7|20|,0,,0,,1,01/07/2008,30/06/2010,0,,10-Q,10/05/2011
0001271625,38657,1,|19|,0,,0,,1,01/07/2009,31/12/2011,0,,10-Q,10/05/2012
0001271625,39842,1,|1|3|10|19|29|45|46|,0,,0,,1,01/07/2007,31/03/2012,0,,10-K,29/08/2012
0001271625,46140,1,|4|11|19|44|,0,,0,,1,01/07/2012,31/03/2013,0,,10-Q,12/05/2014
0001272830,24617,1,|17|39|,0,,0,,0,01/04/2007,30/09/2007,0,13/02/2008,8-K,13/02/2008
0001272830,29993,1,|9|,0,,0,,1,01/01/2009,30/06/2009,0,,10-Q/A,04/09/2009
0001273441,16139,1,|5|13|36|,0,,0,,1,01/01/2003,31/12/2004,0,,10KSB/A,17/01/2007
0001273441,25677,1,|19|,0,,0,,1,01/01/2006,31/12/2007,0,12/05/2008,8-K,12/05/2008
0001273441,35594,0,,0,,1,|4|,1,01/01/2007,31/12/2008,0,,10-K,26/02/2010
0001274494,12086,1,|6|7|17|20|39|,0,,0,,1,01/01/2003,25/12/2004,0,,S-1,30/06/2006
0001275014,27999,1,|26|,0,,0,,1,01/07/2008,26/09/2008,0,05/02/2009,8-K,05/02/2009
0001275014,38286,1,|12|,0,,0,,1,01/01/2009,30/09/2011,0,,10-K,21/03/2012
0001275014,41576,1,|17|18|23|,0,,0,,1,01/04/2012,29/09/2012,0,,10-K,13/03/2013
0001275187,47035,0,,0,,1,|20|,1,01/12/2013,28/02/2014,0,,10-K,14/08/2014
0001275187,47454,1,|1|6|,0,,0,,1,01/06/2010,31/05/2014,0,,Press Release,09/10/2014
0001275712,36806,0,,0,,1,|11|20|36|44|,1,01/01/2008,31/12/2010,0,,S-1/A,19/10/2011
0001276591,30288,1,|6|,0,,0,,1,01/01/2007,30/06/2009,0,19/10/2009,Press Release,19/10/2009
0001276591,36295,1,|19|,0,,0,,1,01/01/2010,30/06/2010,0,,10-Q,08/08/2011
0001276591,38132,1,|36|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K,15/03/2012
0001277092,11475,1,|4|7|16|36|,0,,0,,1,01/01/2006,30/06/2006,1,23/01/2007,10-Q/A,18/09/2006
0001277092,25121,1,|17|39|,0,,0,,1,01/01/2006,30/09/2007,0,25/03/2008,8-K,25/03/2008
0001279228,20132,1,|10|16|18|22|,0,,0,,0,01/01/2006,31/12/2006,0,,NT 10-Q,10/08/2007
0001279363,26332,1,|6|12|,0,,0,,1,01/01/2004,30/06/2007,0,21/07/2008,Press Release,26/10/2007
0001279495,15796,1,|3|4|8|17|,0,,0,,1,01/01/2004,31/12/2005,0,,40-F/A,12/02/2007
0001280058,17767,1,|6|38|,0,,0,,1,01/01/2002,31/12/2006,0,,NT 10-Q,10/05/2007
0001280058,37997,1,|6|18|23|,0,,0,,1,01/01/2006,31/12/2011,0,,10-K,29/02/2012
0001280452,5207,1,|12|17|21|26|,0,,0,,0,01/01/2003,30/06/2005,0,06/01/2006,8-K,06/01/2006
0001280452,25549,1,|17|18|,0,,0,,0,01/01/2006,31/12/2007,0,29/04/2008,Press Release,29/04/2008
0001281774,40028,1,|29|,0,,0,,1,01/01/2010,31/03/2012,0,,10-Q,26/07/2012
0001281774,45453,1,|18|29|,0,,0,,1,01/01/2011,31/12/2012,0,,10-K,14/03/2014
0001281922,24288,1,|4|,0,,0,,0,01/02/2004,31/10/2006,0,25/01/2008,8-K,25/01/2008
0001281922,34170,1,|4|,0,,0,,1,01/02/2006,31/10/2006,0,24/04/2008,8-K,24/04/2008
0001281922,41939,1,|11|13|44|,0,,0,,1,01/02/2012,31/05/2012,1,18/04/2013,NT 10-K,16/04/2013
0001281922,42815,1,|1|,0,,0,,1,01/02/2012,31/01/2013,0,,10-Q,10/06/2013
0001281922,45698,1,|14|,0,,0,,0,01/08/2013,31/10/2013,0,14/04/2014,Press Release,14/04/2014
0001282266,37702,0,,0,,1,|1|10|18|45|,1,01/01/2009,30/09/2011,0,,10-K,22/02/2012
0001282266,41112,1,|4|11|19|44|,0,,0,,1,01/01/2011,30/09/2012,0,,10-Q,08/11/2012
0001282648,20084,1,|9|10|20|45|,0,,0,,1,01/01/2002,31/03/2007,1,10/08/2007,8-K,10/08/2007
0001282648,30576,1,|3|,0,,0,,0,01/01/2008,30/09/2009,0,01/12/2009,8-K,01/12/2009
0001282648,42179,1,|18|,0,,0,,1,01/01/2008,31/03/2012,0,,10-K,28/02/2013
0001282648,44315,1,|19|,0,,0,,1,01/01/2012,30/06/2013,0,,10-Q,04/11/2013
0001283552,32802,1,|19|,0,,0,,1,01/05/2009,30/04/2010,0,12/08/2010,8-K,12/08/2010
0001285043,39849,1,|9|,0,,0,,1,01/01/2012,31/03/2012,0,27/09/2012,8-K,27/09/2012
0001287151,20087,1,|8|,0,,0,,0,01/01/2005,31/03/2007,0,10/08/2007,NT 10-Q,10/08/2007
0001288359,31150,1,|8|,0,,0,,1,01/01/2009,30/09/2009,0,18/02/2010,8-K,18/02/2010
0001288741,32753,1,|6|,0,,0,,1,01/01/2009,26/12/2009,0,03/08/2010,8-K,03/08/2010
0001289550,18395,1,|4|22|,0,,0,,1,01/10/2004,30/09/2005,0,14/06/2007,8-K,14/06/2007
0001289848,29701,1,|10|17|45|,0,,0,,1,01/01/2006,31/03/2009,1,31/07/2009,Press Release,31/07/2009
0001289848,45228,1,|19|,0,,0,,1,01/01/2011,30/09/2013,0,,10-K,26/02/2014
0001289850,16478,1,|12|,0,,0,,1,01/01/2002,30/09/2006,0,28/03/2007,NT 10-K,16/03/2007
0001289945,6966,1,|1|3|10|13|14|18|45|46|,0,,1,|1|,1,01/01/2002,31/12/2004,0,10/03/2006,8-K,10/03/2006
0001289945,7959,1,|3|10|12|,0,,0,,1,01/01/2002,31/12/2004,0,07/04/2006,8-K,07/04/2006
0001289945,24900,1,|18|,0,,0,,1,01/07/2007,30/09/2007,0,05/03/2008,8-K,05/03/2008
0001289945,41717,1,|6|,0,,0,,1,01/01/2011,31/12/2011,0,28/03/2013,NT 10-K,18/03/2013
0001290900,30503,1,|26|36|,0,,0,,1,01/01/2008,30/06/2009,0,,10-Q,06/11/2009
0001292055,21815,1,|3|6|11|14|20|44|46|,0,,0,,1,01/01/2001,30/06/2007,0,05/10/2007,Press Release,04/10/2007
0001293135,22398,1,|17|,0,,0,,0,01/01/2003,31/12/2004,0,,40-F,28/03/2006
0001293282,24635,1,|18|,0,,0,,0,01/04/2007,30/09/2007,0,13/02/2008,8-K,13/02/2008
0001293282,29005,1,|6|,0,,0,,1,01/01/2004,30/09/2008,0,10/06/2009,8-K,12/02/2009
0001293593,11917,1,|4|7|10|45|,0,,0,,1,01/04/2004,30/06/2006,0,29/09/2006,8-K,29/09/2006
0001293593,15978,1,|9|,0,,0,,1,01/04/2004,31/12/2006,0,15/03/2007,10KSB/A,05/02/2007
0001293593,20176,1,|6|7|11|12|13|14|18|19|26|29|,0,,0,,1,01/04/2004,31/03/2007,0,17/08/2007,NT 10-Q,15/08/2007
0001293593,24347,1,|6|14|19|,0,,0,,1,01/04/2005,31/03/2007,0,11/01/2008,8-K,11/01/2008
0001294538,31212,1,|18|,0,,0,,0,01/07/2009,30/09/2009,0,26/02/2010,8-K,26/02/2010
0001294538,39476,1,|18|,0,,0,,1,01/01/2011,31/03/2012,0,,10-Q,14/08/2012
0001294538,43523,1,|7|,0,,0,,1,01/10/2012,31/12/2012,0,,10-Q,15/05/2013
0001295947,39419,1,|4|11|19|24|36|43|44|,0,,0,,1,01/04/2011,31/03/2012,0,,10-Q,09/08/2012
0001295947,46790,1,|7|,0,,0,,1,01/04/2013,31/12/2013,0,,10-Q,07/08/2014
0001295947,47624,1,|19|24|,0,,0,,1,01/04/2013,31/12/2013,0,,10-Q,06/11/2014
0001296435,45103,1,|13|18|37|,0,,0,,1,01/01/2008,31/12/2008,0,,10-Q,09/11/2009
0001296435,34561,1,|20|,0,,0,,0,01/01/2006,31/12/2009,0,,10-Q,05/11/2010
0001296445,31202,1,|7|23|,0,,0,,1,01/01/2008,30/09/2009,1,24/02/2010,8-K,24/02/2010
0001296445,43704,1,|18|,0,,0,,1,01/01/2012,31/03/2013,0,,Press Release,06/08/2013
0001297336,40395,0,,0,,1,|17|,1,01/01/2009,31/12/2011,0,,10-Q,06/11/2012
0001297704,31301,1,|18|,0,,0,,1,30/01/2007,31/12/2008,0,16/03/2010,Press Release,16/03/2010
0001297704,38969,1,|9|18|,0,,0,,1,01/01/2008,30/06/2011,0,,NT 10-Q,10/11/2011
0001298978,50584,1,|1|,0,,0,,1,01/01/2007,31/12/2007,0,,10-K,12/03/2008
0001298978,45099,1,|17|,0,,0,,0,01/07/2009,30/09/2009,0,,10-K,15/03/2010
0001299139,25330,1,|17|39|,0,,0,,0,01/01/2005,31/12/2006,0,,10-K,17/03/2008
0001299139,26185,1,|13|18|,0,,0,,1,01/01/2006,31/03/2008,0,20/06/2008,Press Release,18/06/2008
0001300514,37749,1,|4|,0,,0,,1,01/01/2009,31/12/2009,0,,10-Q,10/05/2010
0001300514,40269,1,|19|,0,,0,,1,01/01/2009,30/09/2011,0,,10-K,29/02/2012
0001301063,44637,1,|3|46|,0,,0,,0,01/01/2009,31/12/2009,0,,10-Q,05/11/2010
0001301063,39249,1,|3|46|,0,,0,,1,01/01/2011,31/03/2012,0,,10-Q,09/08/2012
0001301206,13425,1,|7|12|,0,,0,,1,01/04/2006,30/06/2006,0,,10QSB/A,08/11/2006
0001301206,19482,1,|17|,0,,0,,1,21/04/1999,31/03/2007,0,10/07/2007,8-K,10/07/2007
0001302177,37571,1,|6|,0,,0,,0,01/01/2011,30/09/2011,0,12/03/2012,8-K,12/03/2012
0001302177,42276,1,|26|,0,,0,,1,01/01/2012,31/03/2012,0,,10-Q/A,14/06/2012
0001303313,19980,1,|6|,0,,0,,1,01/01/2007,31/03/2007,0,01/08/2007,8-K,01/08/2007
0001303313,25084,0,,0,,1,|19|,1,01/01/2007,31/12/2007,0,,10-K/A,21/03/2008
0001303313,27869,0,,0,,1,|36|,1,01/07/2008,30/09/2008,0,,10-Q/A,05/01/2009
0001303652,46417,1,|17|,0,,0,,1,01/01/2012,31/03/2013,0,,S-1/A,06/05/2013
0001303849,20042,1,|5|9|,0,,0,,1,01/01/2007,31/03/2007,0,,10-Q/A,08/08/2007
0001303849,25847,1,|26|,0,,0,,1,01/07/2006,30/06/2007,0,,10-Q,14/05/2008
0001303849,39838,1,|6|7|12|,0,,0,,1,01/10/2010,31/03/2012,0,21/09/2012,8-K,21/09/2012
0001303849,44764,1,|1|3|7|12|,0,,0,,1,01/01/2012,31/03/2012,0,,10-K/A,17/10/2012
0001304901,11485,1,|4|7|,0,,0,,1,01/01/2006,30/06/2006,0,19/09/2006,8-K,19/09/2006
0001304901,28618,1,|12|,0,,0,,1,01/01/2008,30/09/2008,0,10/04/2009,8-K,10/04/2009
0001304901,29994,1,|26|,0,,0,,1,01/01/2009,30/06/2009,0,,10-Q/A,04/09/2009
0001304901,39420,1,|12|,0,,0,,1,01/04/2009,30/06/2009,0,,10-Q/A,23/12/2009
0001305294,37437,1,|18|,0,,0,,1,01/01/2011,30/09/2011,0,16/02/2012,8-K,16/02/2012
0001307954,15875,1,|3|10|11|14|44|,0,,0,,1,01/01/2006,30/09/2006,0,21/02/2007,Press Release,15/02/2007
0001308106,27680,1,|8|,0,,0,,1,01/01/2004,30/06/2008,0,,6-K,07/08/2008
0001308161,47777,1,|4|11|19|44|,0,,0,,0,01/07/2012,30/06/2014,0,,10-Q,07/11/2014
0001308208,40194,1,|12|,0,,0,,1,01/01/2011,30/09/2012,0,,10-Q,07/11/2012
0001308858,34781,1,|8|23|,0,,0,,0,01/01/2009,31/12/2009,0,,20-F/A,15/04/2011
0001310067,7124,1,|36|42|,0,,0,,1,01/02/2005,28/01/2006,0,,10-K/A,17/03/2006
0001311486,45401,1,|6|12|17|22|23|,0,,0,,1,01/01/2009,30/09/2013,0,18/03/2014,Press Release,17/03/2014
0001312073,23438,1,|20|23|24|43|,0,,0,,1,01/11/2006,31/07/2007,1,03/12/2007,Press Release,03/12/2007
0001312073,42541,0,,0,,1,|13|37|,1,01/11/2007,31/07/2008,0,,10-K,14/01/2009
0001314102,7983,1,|1|18|,0,,0,,0,01/07/2004,30/06/2005,0,,20-F,18/01/2006
0001314102,43199,1,|4|,0,,0,,1,01/07/2005,31/12/2005,0,,F-3/A,26/09/2006
0001314102,26152,1,|10|13|37|45|,0,,0,,0,01/07/2006,31/03/2008,0,18/06/2008,8-K,18/06/2008
0001314772,30359,1,|8|,0,,0,,1,01/01/2008,31/12/2008,0,02/11/2009,Press Release,02/11/2009
0001315255,10828,1,|4|12|,0,,0,,1,01/01/2005,31/03/2006,0,21/08/2006,NT 10-Q,14/08/2006
0001315257,46366,1,|4|11|19|24|44|,0,,0,,1,01/01/2012,30/06/2013,0,,10-K,03/03/2014
0001315695,8864,1,|12|19|,0,,0,,0,01/01/2005,30/09/2005,0,12/05/2006,8-K,12/05/2006
0001315695,44404,1,|4|11|19|44|,1,|3|11|12|14|18|20|44|,0,,1,01/01/2011,31/03/2013,0,,10-Q,15/11/2013
0001316175,45360,1,|4|,0,,0,,0,01/01/2010,31/12/2012,0,12/03/2014,8-K,12/03/2014
0001316625,10909,1,|17|36|,0,,0,,1,01/01/2006,01/04/2006,0,,10-Q/A,28/08/2006
0001316625,26002,1,|20|,0,,0,,0,01/01/2008,29/03/2008,0,28/05/2008,Press Release,27/05/2008
0001316898,10180,1,|4|,0,,0,,1,01/01/2005,31/03/2006,0,03/08/2006,8-K,03/08/2006
0001316898,45367,1,|6|7|,0,,0,,0,01/01/2013,30/09/2013,0,,10-K,10/03/2014
0001316925,9323,1,|6|17|20|24|43|,0,,0,,1,01/04/2003,31/03/2004,0,,SB-2/A,20/04/2006
0001317630,15709,1,|18|,0,,0,,0,30/06/2006,30/09/2006,0,01/02/2007,8-K,01/02/2007
0001317872,28711,1,|18|,0,,0,,0,01/01/2007,31/12/2008,0,21/04/2009,Press Release,21/04/2009
0001318008,37163,1,|19|,0,,0,,1,01/02/2009,30/04/2011,0,,10-Q,02/12/2011
0001318084,7391,1,|13|20|24|37|43|,0,,0,,0,01/01/2004,30/09/2005,0,24/03/2006,8-K,24/03/2006
0001318310,7278,1,|16|19|,0,,0,,1,01/01/2005,02/10/2005,0,24/02/2006,10-Q/A,24/02/2006
0001318605,41400,1,|19|,0,,0,,1,01/01/2011,30/09/2012,0,07/03/2013,NT 10-K,04/03/2013
0001319229,39380,1,|19|,0,,0,,1,01/01/2009,30/09/2011,0,,10-K/A,04/05/2012
0001320461,35962,1,|4|,0,,0,,1,01/01/2010,31/05/2010,0,,10-K/A,17/08/2011
0001320695,13432,1,|26|,0,,0,,1,01/04/2006,30/06/2006,0,09/11/2006,8-K,09/11/2006
0001320760,13681,1,|7|10|45|,0,,0,,0,01/04/2006,30/06/2006,0,22/11/2006,10QSB/A,16/11/2006
0001320854,29683,0,,0,,1,|12|,0,01/01/2007,31/03/2009,0,28/07/2009,Press Release,28/07/2009
0001320934,11200,1,|10|11|44|,0,,0,,1,01/01/2003,30/09/2004,0,,10-K,31/03/2006
0001320934,19890,1,|11|18|24|35|69|,0,,0,,1,01/01/2006,31/12/2006,0,,10-K/A,23/07/2007
0001320934,23080,1,|12|21|42|,0,,0,,0,01/01/2005,30/06/2007,0,,Press Release,12/11/2007
0001320934,30690,1,|69|,0,,0,,0,01/01/2008,30/09/2009,0,,10-K/A,18/12/2009
0001320947,34005,0,,0,,1,|36|,1,01/08/2009,31/07/2010,0,,10-Q,08/12/2010
0001320947,37448,1,|12|20|,0,,0,,1,01/08/2009,31/07/2011,0,08/02/2012,8-K,01/11/2011
0001320947,42643,1,|9|,0,,0,,1,01/08/2012,31/01/2013,0,10/06/2013,10-Q,10/06/2013
0001320947,44547,1,|18|,0,,0,,0,01/08/2012,31/07/2013,0,,10-Q,09/12/2013
0001322587,34756,1,|3|46|,0,,0,,0,14/10/2009,31/12/2009,0,,20-F/A,11/04/2011
0001322587,38624,1,|4|,0,,0,,0,14/10/2009,31/12/2010,0,,6-K,15/05/2012
