cik,year,Pos_MDA,Pos_Q1,Pos_Q2,Pos_Q3,Pos_Q4,Neg_MDA,Neg_Q1,Neg_Q2,Neg_Q3,Neg_Q4,Pol_MDA,Pol_Q1,Pol_Q2,Pol_Q3,Pol_Q4,Sub_MDA,Sub_Q1,Sub_Q2,Sub_Q3,Sub_Q4
7039.0,2011,81,46,60,63,74,128,32,53,83,38,-0.22488038169913693,0.17948717718606183,0.061946902106664585,-0.13698630043160068,0.3214285685586735,0.05821727017876956,0.06032482593942395,0.04999999997787611,0.06152549512788644,0.04982206403477667
7039.0,2013,62,62,59,49,73,132,41,54,48,69,-0.3608247404081199,0.20388349316617968,0.04424778721904613,0.010309278244234246,0.028169013886133704,0.05399387696799503,0.0631514407951248,0.05913134481468794,0.05215053760637067,0.059789473659036016
7084.0,2013,183,120,122,122,120,283,77,64,51,89,-0.21459227421761315,0.2182741105671365,0.3118279553127529,0.4104046219051756,0.14832535814198394,0.07211389661527176,0.0959571358519449,0.08374606029547679,0.07412167948837975,0.07833583205459677
7332.0,2008,135,63,100,58,55,204,39,66,45,37,-0.2035398224084371,0.23529411534025377,0.20481927587458268,0.12621359100763505,0.19565217178638944,0.046482928829496374,0.05971896952007086,0.057142857123186626,0.05591748096855728,0.04922418402930755
7332.0,2009,121,21,38,40,51,171,23,43,56,47,-0.1712328761259148,-0.04545454442148763,-0.06172839429964946,-0.16666666493055557,0.040816326114119124,0.04757249917765192,0.048404840430797756,0.0436422413557962,0.06274509799820581,0.04018040178754391
7332.0,2012,123,82,55,54,79,148,49,40,36,62,-0.09225092216881578,0.2519083950236,0.15789473518005542,0.1999999977777778,0.12056737503143705,0.04702411937410652,0.05024932871106662,0.04578313250805632,0.04789781796280052,0.06409090906177686
7332.0,2013,119,64,78,99,96,156,42,45,55,55,-0.13454545405619836,0.2075471678533286,0.268292680745588,0.28571428385899816,0.2715231770097803,0.05001818842305962,0.04640980733519711,0.05662983422807098,0.053324099704527665,0.058121632002262655
7431.0,2008,290,60,50,72,115,460,90,62,61,137,-0.22666666636444444,-0.19999999866666668,-0.1071428561862245,0.08270676629543786,-0.08730158695515243,0.07979572294076011,0.09505703416029337,0.07329842927140155,0.10382513653097178,0.10628426819642166
7431.0,2009,236,116,306,77,105,447,123,226,68,124,-0.30893118549204807,-0.02928870280632342,0.15037593956696252,0.06206896508917955,-0.08296943195209855,0.08041916871771822,0.13031624856580357,0.08998646818504964,0.08724428394269296,0.10776470583164015
7431.0,2010,226,128,138,171,219,442,69,79,108,128,-0.32335329292911186,0.2994923842665361,0.27188939966871245,0.2258064508035611,0.26224783786095723,0.0915695681848431,0.09694881884992676,0.10412667941260717,0.10453353311932052,0.09486057952573522
7431.0,2011,228,141,134,200,122,454,63,78,111,91,-0.33137829863434265,0.3823529393021915,0.2641509421502314,0.286173632520342,0.14553990542000045,0.09059511157138747,0.09119356276656525,0.08631921820589608,0.08444203093009992,0.08564535581598498
7431.0,2012,276,100,97,119,132,531,79,87,111,91,-0.31598512971996884,0.11731843509877969,0.0543478257915879,0.03478260854442344,0.18385650141768387,0.09690201727943058,0.0909552845066284,0.0774410774084844,0.08630393993009233,0.08056358378592357
7431.0,2013,139,98,180,164,109,256,82,106,92,85,-0.2962025308956898,0.08888888839506173,0.25874125783656904,0.2812499989013672,0.12371133956849825,0.07976575119552387,0.08032128510472054,0.09688346880186875,0.08870408867335271,0.06913756234171863
7536.0,2008,160,160,178,100,98,289,90,63,126,84,-0.2873051218545543,0.27999999888,0.4771784212565211,-0.11504424727856528,0.07692307650042265,0.0822796408132161,0.08659508136938168,0.09212538222778083,0.08464419472485236,0.11504424771488984
7536.0,2009,152,109,166,158,196,251,59,109,77,79,-0.24565756762864127,0.2976190458475057,0.20727272651900827,0.34468084959710277,0.42545454390743803,0.0792527040158795,0.11483253580667632,0.10536398463396017,0.09351372857400966,0.1089540411612702
7536.0,2010,147,129,159,132,108,230,47,57,53,42,-0.22015915060965743,0.4659090882618802,0.4722222200360082,0.42702702471877285,0.4399999970666667,0.07386363634916464,0.0843720037946443,0.08602150534208622,0.07254901957939254,0.07246376808093538
7536.0,2011,152,90,79,84,90,210,29,53,65,42,-0.1602209940325387,0.5126050377092014,0.19696969547750232,0.12751677766767264,0.3636363608815427,0.06553222301492899,0.054487179462231146,0.06457925632848373,0.0685057470949399,0.07378423696266952
7536.0,2012,150,85,85,67,75,218,68,50,65,62,-0.18478260819352552,0.1111111103848947,0.2592592573388203,0.015151515036730947,0.09489051025627365,0.06923800563137572,0.08476454288932712,0.07056978564005761,0.06741573030264773,0.07294994671301919
7536.0,2013,156,69,61,52,86,223,50,39,31,37,-0.17678100217208179,0.15966386420450535,0.21999999780000004,0.2530120451444332,0.39837398050102457,0.06700848655109468,0.08106267024450771,0.06497725791749366,0.0630699087666642,0.07616099066491579
8063.0,2011,93,46,51,23,81,145,27,42,35,58,-0.21848739403996895,0.2602739690373429,0.09677419250780439,-0.20689654815695607,0.165467624708866,0.07555555553156967,0.07572614100028409,0.06950672640545087,0.0710784312854431,0.07258485635896351
8063.0,2012,85,55,47,32,44,119,52,59,36,40,-0.1666666658496732,0.028037382915538478,-0.1132075461018156,-0.05882352854671282,0.0476190470521542,0.06739345884790438,0.058726673952400284,0.0594837261170125,0.056525353236471024,0.06501547982583941
8818.0,2008,224,132,101,89,87,442,123,84,113,115,-0.32732732683584487,0.03529411750865052,0.09189189139517896,-0.11881188059994119,-0.1386138606999314,0.08944399676478056,0.09461966601312814,0.08292245626045609,0.1001984126487111,0.10581456254278965
8868.0,2008,251,193,180,160,190,278,81,62,102,140,-0.05103969744604972,0.40875912259576963,0.4876033037702343,0.2213740449565876,0.1515151510560147,0.08806392540568271,0.0932289894204733,0.09023117073444029,0.10327158056630999,0.10380622834104869
8868.0,2010,302,154,132,101,149,415,101,63,127,144,-0.1576011155403053,0.20784313643983085,0.3538461520315582,-0.11403508721914435,0.017064846358140456,0.09932123561444504,0.09811465944666616,0.0797546011943744,0.07726194507717318,0.10430758273253557
8868.0,2011,262,150,193,106,163,379,56,87,97,76,-0.1825273008072897,0.4563106773965501,0.37857142721938775,0.04433497515105923,0.3640167348785911,0.09072894549317354,0.07844630613920553,0.08531383300264661,0.08152610438492928,0.09292379467615716
8868.0,2012,241,120,196,216,178,501,91,130,147,102,-0.3504043121962206,0.13744075764246086,0.20245398710903686,0.19008264410445552,0.27142857045918367,0.08620889972275951,0.08824759511156521,0.09760479038993869,0.09920743369794822,0.09999999996428571
8868.0,2013,267,243,189,171,144,665,98,94,151,156,-0.4270386261512461,0.4252199401019943,0.3356890447502154,0.06211180104934223,-0.03999999986666667,0.09672063095716889,0.11642198698654081,0.09789000342515047,0.11196105698471452,0.11406844102126676
9092.0,2009,63,75,71,59,71,64,74,81,94,94,-0.007874015686031372,0.006711409350930139,-0.06578947325138504,-0.2287581684394891,-0.13939393854912766,0.05594713653923034,0.07768508859349056,0.08656036441539842,0.07604373753675758,0.06655909638299351
9092.0,2010,65,60,53,63,73,82,107,71,66,38,-0.11564625771669212,-0.2814371240632508,-0.14516128915192508,-0.023255813773210746,0.31531531247463684,0.05511811021555377,0.05814763229173133,0.06691851048736183,0.06515151511861034,0.05643111334192622
9092.0,2011,79,66,57,81,45,84,76,66,92,41,-0.03067484643757763,-0.07042253471533426,-0.07317073111243308,-0.06358381466136523,0.04651162736614387,0.05402717929929494,0.0802713396945894,0.07347670246506767,0.08122065723886354,0.05822613401609605
9092.0,2012,68,59,43,43,72,73,43,69,60,36,-0.035460992656305014,0.1568627435601692,-0.2321428550701531,-0.16504854208690736,0.33333333024691364,0.049876193827422644,0.04859456881915457,0.07249190933819294,0.07049965772039722,0.0650602409246625
9092.0,2013,65,55,82,57,78,62,67,54,26,58,0.023622047058094117,-0.09836065493147005,0.20588235142733566,0.3734939714036871,0.1470588224480969,0.046265938052362135,0.08221024253220334,0.07311827953058156,0.07464028770266161,0.0656054027662299
9326.0,2011,83,106,86,225,112,91,70,40,96,81,-0.04597701123001718,0.20454545338326446,0.36507936218190984,0.4018691576265758,0.160621760825794,0.051678051662703284,0.08114338401053786,0.07701711486734894,0.08069381596764862,0.08468626586893978
9326.0,2012,76,142,88,113,127,97,74,72,56,99,-0.12138728253533362,0.31481481335733885,0.09999999937500001,0.3372781045131473,0.12389380476153183,0.05293757648318924,0.08530805683834596,0.07386888269904485,0.09848484842745638,0.08200290272786542
9326.0,2013,69,89,90,65,91,98,38,57,44,65,-0.17365269357094196,0.4015747999876,0.2244897943912259,0.19266054869118762,0.1666666655982906,0.05553708012785598,0.08104658578108066,0.08462867007217692,0.07340067335124534,0.07310215554212646
9389.0,2008,101,112,79,83,65,224,70,96,92,67,-0.3784615372970414,0.23076922950126796,-0.09714285658775511,-0.05142857113469388,-0.015151515036730947,0.07153863084491775,0.09257375376776512,0.0710515631055414,0.09162303660124448,0.09806835059578874
9389.0,2009,118,126,108,73,122,194,102,78,37,65,-0.24358974280900725,0.10526315743305632,0.1612903217134929,0.3272727242975207,0.3048128325945838,0.06904182339698123,0.10463515369222802,0.09365558907670916,0.08448540700116328,0.09198229213380113
9389.0,2010,92,111,92,86,92,148,67,58,31,37,-0.23333333236111112,0.24719100984724152,0.22666666515555556,0.4700854660676456,0.42635658584219704,0.05947955388860482,0.09408033821665944,0.07440476186785477,0.06536312845510439,0.07060755332752733
9389.0,2011,92,74,61,50,69,153,38,41,38,54,-0.24897959082049148,0.3214285685586735,0.19607842945021148,0.13636363481404962,0.1219512185207218,0.06085444608523238,0.05659423948630912,0.06864064598341814,0.07401177453825754,0.06446540877124454
9389.0,2012,83,86,71,50,58,148,64,79,64,66,-0.2813852801671633,0.1466666656888889,-0.05333333297777778,-0.12280701646660512,-0.06451612851196671,0.05976714099359194,0.06970260219809359,0.07556675059165402,0.0759493670380084,0.07528840311154317
9389.0,2013,80,72,82,68,148,145,93,63,60,139,-0.2888888876049383,-0.12727272650137741,0.1310344818549346,0.06249999951171876,0.0313588849081572,0.05947660585263637,0.08337544210036611,0.08060033347381859,0.07960199000024751,0.07586571502091839
9984.0,2009,145,169,104,120,184,197,106,77,79,76,-0.15204678318114975,0.22909090825785125,0.1491712698940814,0.20603014971844147,0.41538461378698227,0.07610146860789908,0.102116598551015,0.09571655203822498,0.09646146384078456,0.10188087770302474
9984.0,2010,147,147,116,145,111,190,64,61,68,34,-0.12759643879051502,0.39336492704566384,0.3107344615212742,0.36150234572064627,0.531034479096314,0.07532409475294499,0.10613682087216457,0.0837275307077921,0.09659863941197341,0.09277031344032609
9984.0,2011,164,118,109,103,113,146,52,47,44,48,0.05806451594172737,0.38823529183391003,0.39743589488823144,0.40136054148734324,0.40372670556691487,0.06372045219656311,0.09018567634472908,0.08515283838146678,0.08395202736496171,0.07849829347708519
9984.0,2012,190,91,112,101,98,159,62,54,58,45,0.08882521464519996,0.18954248242129096,0.349397588256641,0.270440249871445,0.37062936803755686,0.06494231483718974,0.0786632390341063,0.08456444213725703,0.07263590677357885,0.07909292031023621
9984.0,2013,166,99,90,91,106,151,59,31,37,35,0.04731861183811163,0.253164555359718,0.4876033017553446,0.4218749967041016,0.5035460957195312,0.06002651011929056,0.0775650465991335,0.0743700061005716,0.05416842993898924,0.06119791664010507
10456.0,2010,223,86,139,139,160,306,103,103,81,132,-0.15689981066748618,-0.08994708947117942,0.1487603299638003,0.2636363624380165,0.09589041063051229,0.0685321932804078,0.05967792862024695,0.07333333331111111,0.06393490262599974,0.08057395141264516
10456.0,2011,228,110,124,103,178,259,68,75,88,90,-0.06365503067011287,0.23595505485418508,0.24623115454155198,0.07853403100243964,0.3283582077300067,0.06796929517544043,0.0719773554096331,0.06452658882473197,0.0658847878351553,0.06999216503787094
10456.0,2012,242,123,140,157,164,288,78,81,60,63,-0.08679245266642933,0.22388059590109158,0.2669683245838537,0.4470046062350018,0.4449339187447845,0.06665828196872615,0.06557911906506392,0.06632653059233898,0.07772206300941187,0.06743909683082618
10456.0,2013,254,98,112,127,145,265,54,70,79,54,-0.02119460496879652,0.2894736823060942,0.23076922950126796,0.233009707606749,0.45728642986288226,0.06717577011814965,0.05907500969332491,0.06136210382287185,0.06490233142252605,0.060930802185875446
11199.0,2008,125,105,81,60,56,163,77,69,75,106,-0.131944443986304,0.1538461530008453,0.07999999946666667,-0.11111111028806585,-0.3086419734034446,0.06885010756183359,0.07892454463186273,0.0715990453118859,0.0765740215107351,0.07822308059960258
11199.0,2009,107,98,77,121,95,124,73,44,51,58,-0.07359307327448886,0.1461988295543928,0.27272727047332834,0.4069767418199027,0.24183006377888847,0.06233135454335366,0.0724883424872877,0.06318537855708335,0.07933579332133958,0.07600596121410533
11199.0,2011,101,85,44,62,69,112,66,34,49,55,-0.05164319224580661,0.12582781373623964,0.12820512656147273,0.11711711606200796,0.11290322489594173,0.06111908176151533,0.07836014526291638,0.08297872331598008,0.07822410142478921,0.07616707612029049
11199.0,2012,110,65,66,86,110,95,33,42,59,64,0.07317073135038668,0.326530608912953,0.22222222016460907,0.18620689526753867,0.2643678145725988,0.05957570471968158,0.0687719297763004,0.06573341444568873,0.08371824475535898,0.07382265588721992
11199.0,2013,113,63,115,106,126,91,40,68,64,69,0.10784313672625913,0.22330096870581584,0.25683059968945027,0.2470588220761246,0.2923076908086785,0.061911987841604864,0.06330669940792458,0.08224719097427093,0.0738167607147995,0.07812499996869993
12208.0,2009,94,33,40,36,70,178,17,23,17,33,-0.3088235282763841,0.31999999360000014,0.26984126555807514,0.35849055927376305,0.359223297483269,0.06929936303966895,0.06203473937712811,0.05926622760181916,0.059617547739462824,0.07021131556222814
12208.0,2010,87,27,23,29,72,163,16,23,36,21,-0.303999998784,0.25581394753921055,0.0,-0.10769230603550299,0.5483870908775582,0.07179781732573297,0.06082036766503484,0.05386416855519418,0.06714876026120996,0.05973025044333317
12208.0,2011,84,18,30,22,60,163,16,28,20,33,-0.31983805538527105,0.05882352768166096,0.03448275802615935,0.0476190464852608,0.2903225775234132,0.06737588650644412,0.04885057464245607,0.06643757151610817,0.06752411564706734,0.06512605037456158
12208.0,2012,107,29,29,29,46,175,22,27,48,37,-0.24113475091796188,0.1372548992695118,0.03571428507653063,-0.24675324354865918,0.10843373363332852,0.06308724830803417,0.06390977435600279,0.061946902586341925,0.06514382397195953,0.05092024536753359
12208.0,2013,98,38,39,36,33,183,52,32,56,30,-0.3024911021263662,-0.15555555382716052,0.0985915479071613,-0.21739130198487716,0.04761904686318973,0.06464228201871583,0.07556675056627477,0.05581761001901131,0.08041958034928358,0.05130293155431357
12355.0,2008,191,102,79,76,56,244,132,98,100,123,-0.12183908017968027,-0.12820512765724304,-0.10734463216189473,-0.13636363558884299,-0.3743016738865828,0.08646392365603976,0.09223492310120815,0.08841158836742677,0.10438908653357705,0.0863899613482674
12355.0,2009,215,76,102,90,149,248,151,93,57,83,-0.07127429790221534,-0.33039647431543406,0.046153845917159764,0.2244897943912259,0.2844827573944709,0.08492296403431346,0.10783847975874657,0.09352517981125891,0.08323895805026106,0.11507936502228205
12927.0,2008,195,77,68,105,107,416,97,70,123,133,-0.36170212706759064,-0.11494252807504295,-0.014492753518168453,-0.07894736807479225,-0.10833333288194445,0.07556270095528535,0.08226950350720119,0.0872865274590218,0.08597285064631492,0.08353637310005696
12927.0,2009,180,67,126,120,106,439,114,132,121,110,-0.41841680061645103,-0.2596685068526602,-0.02325581386334956,-0.0041493775761436615,-0.018518518432784636,0.07625970185089814,0.08693563876708182,0.09695603153064411,0.08965773806188329,0.0854092526352672
12927.0,2010,183,107,98,83,83,423,91,109,108,119,-0.39603960330686533,0.0808080803999592,-0.05314009636164205,-0.13089005167073273,-0.17821782089991178,0.08013752974343592,0.08081632649762599,0.07876712325769897,0.0763694521885768,0.07487027424949212
12927.0,2011,188,94,118,94,119,379,106,103,100,100,-0.336860669599893,-0.0599999997,0.0678733028603018,-0.030927834892124563,0.0867579904714247,0.07927852347884808,0.07220216603891619,0.07436069984039008,0.07464409385354209,0.07760453576271988
12927.0,2012,161,123,123,120,153,339,90,83,71,136,-0.355999999288,0.15492957673741983,0.1941747563389575,0.2565445012746361,0.058823529208223084,0.07498500298815461,0.08630470012710507,0.0796597060790179,0.07273419646887502,0.09380071402343372
12927.0,2013,165,164,156,188,176,297,110,123,114,103,-0.2857142850958565,0.1970802912515318,0.118279569468532,0.24503311177141354,0.2616487445819041,0.07092416332960942,0.08361306070075891,0.09281437122660867,0.0984033886939057,0.08942307689441568
12978.0,2008,75,129,88,105,108,139,125,127,140,149,-0.2990654191632457,0.015748031434062868,-0.18139534799351,-0.1428571422740525,-0.15953307330920982,0.1286057691534821,0.1048720065628109,0.10643564351166551,0.10191347749504431,0.10780201337759983
12978.0,2009,73,141,173,177,212,157,129,175,179,98,-0.36521738971644613,0.04444444427983539,-0.0057471264202668786,-0.005617977512309052,0.36774193429760665,0.13001695866025043,0.10055865918042509,0.10939955985243649,0.10960591129630361,0.11203469457461702
12978.0,2010,66,177,186,216,196,130,100,98,94,121,-0.32653061057892546,0.2779783383466486,0.3098591538385241,0.39354838582726326,0.23659305919055817,0.13252197421736173,0.1013167519746464,0.09425821437296442,0.11528449233347546,0.09900062457870062
