cik
2135
2491
2491
3116
3982
6314
6314
6955
7039
8063
9263
9263
12659
13610
14930
18808
19411
21510
23666
24491
24741
25354
26058
26076
28823
29332
29806
33769
33769
41133
49534
49534
49728
51644
52827
54381
54480
57725
60751
60876
61004
61478
65201
65201
65270
67472
67472
71691
71829
75208
75829
77449
77877
78460
80420
82628
84748
85535
88941
89089
92472
96793
96793
96793
96831
98720
103096
103872
103872
106455
106618
107263
109156
110621
215219
215419
216039
216039
275053
278041
278130
314606
315293
316300
316793
317477
317477
317771
319201
319815
320193
350644
350698
351834
352747
353567
354908
354963
355948
356028
356037
356037
356037
356080
357108
706864
707549
709283
711065
711404
712034
713002
713002
713002
714284
714284
718074
718130
718877
719164
719274
719722
722723
722723
723612
728387
731657
731766
731859
733269
737602
739608
739878
741696
743316
745651
745651
745655
746834
750561
760326
760326
763846
766561
767920
767920
768251
771266
771497
772406
781891
783005
783005
785787
788784
790526
790526
790703
790705
790715
791908
792985
793044
796764
796764
798955
799088
800240
800240
800286
801351
803014
805264
805326
805792
808064
808326
808450
808461
811532
812011
812701
813621
813621
813672
813920
814361
814586
815093
816159
817135
818479
821130
821483
821536
821995
821995
821995
825410
825692
829323
830656
831547
833640
837173
839470
840715
842633
845289
846475
847935
849146
849547
852570
853695
853695
854701
854852
854852
855906
857005
857073
857728
858452
859368
859475
860730
863456
865570
865754
865941
866609
866729
867374
867665
867773
868512
869986
872448
874255
874292
874761
874761
875355
875622
876167
877357
877357
877890
880117
880446
880562
880643
880804
880807
882104
883569
883979
883979
883979
884382
884504
884614
884624
884624
884940
885245
885639
885988
885988
886035
886035
886163
886206
886432
886475
887226
888953
889331
890465
890801
890923
891103
891178
891532
892025
892160
893949
894081
895041
895642
895642
896264
896841
897723
898293
899723
899751
900708
900708
901491
902272
902791
903571
903651
906282
906326
906326
907687
908598
908652
908652
910329
910329
910521
910638
912603
912833
912833
913077
913165
914024
914024
914024
914024
914712
916235
917273
917968
918112
918251
918646
918965
919013
919628
922475
922475
924383
924383
924717
926423
927417
928022
928659
929887
929940
929940
930184
932372
932696
932696
933974
934549
935036
935036
935226
939930
939930
943184
943184
943184
944480
944765
944765
945436
945989
945989
946581
946842
948072
948708
948846
949157
949158
1000230
1001385
1001385
1001426
1002037
1002531
1003022
1003130
1004673
1004724
1005010
1006045
1006459
1006892
1007330
1008817
1008817
1009304
1009356
1010086
1010086
1011064
1011064
1011290
1011509
1013880
1014473
1017968
1018005
1019034
1019849
1020017
1020017
1020416
1021561
1021860
1022646
1023313
1023362
1023364
1023734
1023844
1024022
1024452
1027207
1027702
1027884
1028153
1028153
1028153
1029506
1030339
1030471
1030471
1030484
1031203
1031296
1032067
1032863
1032863
1039280
1039399
1040593
1040593
1040593
1040593
1041657
1041657
1041657
1041657
1041859
1042134
1042187
1042431
1043509
1043604
1044435
1044435
1044590
1045280
1045742
1045810
1046880
1046995
1046995
1047127
1047881
1048268
1048268
1048268
1048695
1049210
1049505
1050915
1051512
1052054
1053507
1054374
1055454
1056696
1057060
1057083
1057379
1057758
1058057
1058811
1058811
1059324
1059341
1059786
1060822
1060990
1060990
1062530
1062530
1063537
1065049
1065860
1066104
1068717
1068875
1069258
1069394
1069469
1069878
1070380
1074909
1075531
1076930
1077552
1078099
1078271
1080034
1080056
1082754
1083712
1084755
1085734
1086939
1087432
1087934
1088033
1088787
1090514
1090908
1091596
1091735
1091756
1092367
1093434
1094084
1094348
1094739
1094814
1096142
1096481
1096788
1097264
1098277
1098482
1099800
1103025
1103837
1104657
1105705
1107332
1108058
1108320
1108320
1108967
1109116
1109879
1110647
1110783
1111632
1112920
1112920
1113668
1114483
1115836
1117171
1117171
1120096
1120295
1120295
1120370
1120970
1122904
1122976
1124827
1124827
1125536
1129155
1130166
1130166
1130713
1131096
1131907
1134203
1135711
1137031
1137204
1137204
1137469
1138804
1140098
1140098
1140098
1140310
1141240
1141240
1144320
1144519
1144980
1145460
1157762
1157780
1160165
1160791
1160858
1162862
1166036
1166220
1166380
1166388
1172852
1173514
1178575
1210618
1210618
1210708
1210708
1213809
1226308
1227025
1228068
1239188
1259550
1259550
1260221
1260996
1261888
1261888
1267130
1273441
1275014
1276591
1277092
1279363
1281922
1281922
1282648
1283552
1285043
1288359
1288741
1289550
1289848
1289850
1289945
1289945
1289945
1292055
1293282
1293593
1293593
1296445
1297704
1299139
1301206
1303313
1303849
1304901
1304901
1305294
1307954
1311486
1312073
1314772
1315255
1316898
1318310
1318605
1320695
1320947
1320947
1323468
1323468
1325460
1325702
1326583
1335190
1336545
1337013
1340282
1340786
1349436
1350593
1352045
1354942
1355128
1357615
1364541
1365790
1366246
1368148
1368308
1368308
1371781
1372020
1373671
1373988
1376139
1376812
1377630
1377720
1379895
1384072
1384072
1391127
1391984
1392091
1394159
1394220
1394220
1401688
1408356
1409375
1412067
1412067
1426945
1428156
1432150
1434588
1434621
1434842
1439199
1446847
1449732
1449732
1469510
1504747
1515156
1518222
1526796
1528930
1530950
1552800
1561660
1576169
1576263
