,cik,year,Topic_Q1,Topic_Q2,Topic_Q3,Topic_Q4,Topic_MDA
1437,802724.0,2012,0,29,0,0,1
1438,804753.0,2011,2,0,0,0,6
1439,804753.0,2012,0,14,0,0,6
1440,804753.0,2013,2,14,0,-1,6
1441,805022.0,2010,-1,1,8,1,0
1442,805022.0,2011,-1,1,3,1,0
1443,805022.0,2012,17,-1,22,1,0
1444,805022.0,2013,-1,1,-1,1,0
1445,805264.0,2008,-1,-1,-1,-1,-1
1446,805264.0,2010,-1,1,-1,1,10
1447,805264.0,2011,-1,-1,-1,4,10
1448,805264.0,2012,-1,-1,-1,4,10
1449,807884.0,2009,-1,-1,-1,11,-1
1450,807884.0,2010,31,-1,-1,11,-1
1451,807884.0,2011,3,6,-1,11,-1
1452,807884.0,2012,3,12,17,23,-1
1453,807884.0,2013,3,-1,-1,11,-1
1454,808362.0,2008,-1,1,8,1,-1
1455,808362.0,2009,14,1,-1,1,-1
1456,808362.0,2010,14,1,-1,1,0
1457,808362.0,2011,14,1,8,1,0
1458,808362.0,2012,-1,1,8,1,0
1459,808362.0,2013,-1,1,8,1,0
1460,808461.0,2012,-1,-1,1,-1,4
1461,808461.0,2013,1,2,1,2,4
1462,809248.0,2012,12,16,10,10,14
1463,809248.0,2013,12,16,10,10,14
1464,810509.0,2011,0,0,0,-1,1
1465,810509.0,2012,0,0,0,0,1
1466,810509.0,2013,0,0,0,0,1
1467,810829.0,2011,3,-1,2,3,7
1468,811240.0,2010,3,0,-1,0,3
1469,811240.0,2012,0,-1,0,0,3
1470,811596.0,2009,-1,-1,-1,8,5
1471,811596.0,2010,19,9,-1,8,5
1472,811596.0,2011,-1,9,-1,8,5
1473,811596.0,2012,-1,9,-1,8,-1
1474,811596.0,2013,-1,9,19,8,5
1475,812074.0,2008,-1,-1,-1,5,-1
1476,812074.0,2009,-1,3,12,5,-1
1477,812074.0,2011,-1,3,2,5,15
1478,812074.0,2012,-1,3,-1,5,-1
1479,812074.0,2013,-1,3,12,-1,6
1480,812701.0,2010,10,3,-1,-1,5
1481,812701.0,2011,5,11,-1,-1,5
1482,812701.0,2012,5,-1,-1,-1,5
1483,812701.0,2013,-1,11,-1,-1,5
1484,813621.0,2009,-1,8,15,-1,10
1485,813621.0,2011,-1,8,-1,-1,10
1486,813621.0,2012,-1,-1,-1,-1,10
1487,813672.0,2011,1,-1,1,2,3
1488,813672.0,2012,1,5,1,-1,3
1489,813672.0,2013,1,5,1,-1,3
1490,813779.0,2010,6,1,-1,1,0
1491,813779.0,2012,6,-1,3,1,0
1492,813920.0,2008,12,-1,2,-1,7
1493,813920.0,2012,7,-1,2,-1,36
1494,814361.0,2009,3,6,2,3,9
1495,814361.0,2010,3,-1,-1,3,9
1496,814453.0,2009,-1,-1,-1,3,24
1497,814453.0,2010,-1,6,2,-1,24
1498,814453.0,2011,-1,6,-1,32,24
1499,814453.0,2012,3,-1,-1,6,24
1500,814453.0,2013,-1,-1,-1,-1,24
1501,814549.0,2010,32,-1,-1,2,2
1502,814549.0,2012,-1,12,-1,14,-1
1503,814586.0,2011,11,19,2,3,6
1504,814586.0,2012,11,19,2,3,6
1505,815556.0,2008,13,7,-1,-1,7
1506,815556.0,2009,3,-1,-1,-1,7
1507,815556.0,2010,-1,-1,2,-1,7
1508,815556.0,2011,4,-1,-1,-1,7
1509,815556.0,2012,-1,7,-1,32,7
1510,815556.0,2013,-1,-1,-1,-1,-1
1511,816159.0,2008,9,9,7,8,-1
1512,816159.0,2010,0,9,0,8,-1
1513,816159.0,2012,0,0,0,0,-1
1514,816159.0,2013,9,-1,0,0,-1
1515,816284.0,2008,0,0,0,0,1
1516,816284.0,2009,0,0,0,0,1
1517,816284.0,2010,0,0,0,0,-1
1518,816284.0,2011,0,0,0,0,1
1519,816284.0,2012,0,0,0,0,1
1520,816284.0,2013,24,3,0,0,1
1521,816761.0,2008,34,12,12,-1,-1
1522,816761.0,2009,4,2,5,-1,-1
1523,816761.0,2010,15,-1,5,-1,-1
1524,816761.0,2011,-1,-1,-1,-1,-1
1525,816761.0,2012,-1,12,12,0,-1
1526,816761.0,2013,-1,3,-1,-1,-1
1527,816956.0,2008,0,0,0,0,1
1528,816956.0,2009,-1,0,0,0,1
1529,816956.0,2010,0,0,0,5,-1
1530,816956.0,2011,-1,0,0,0,-1
1531,816956.0,2012,-1,0,0,0,-1
1532,817135.0,2009,0,0,0,0,11
1533,817135.0,2010,0,0,0,0,11
1534,817135.0,2011,0,0,0,0,11
1535,817366.0,2008,0,0,0,0,-1
1536,817366.0,2009,-1,0,0,0,-1
1537,817366.0,2010,0,0,0,0,-1
1538,817366.0,2011,0,0,0,0,-1
1539,817366.0,2012,0,0,0,0,-1
1540,817366.0,2013,0,0,0,0,-1
1541,817979.0,2010,4,18,-1,17,12
1542,817979.0,2012,8,-1,-1,17,12
1543,817979.0,2013,8,7,28,-1,12
1544,818813.0,2010,-1,5,1,-1,2
1545,820081.0,2011,0,0,0,-1,-1
1546,820081.0,2012,0,-1,0,0,-1
1547,820081.0,2013,0,0,0,14,-1
1548,820237.0,2009,-1,0,0,0,20
1549,820237.0,2010,0,0,0,0,20
1550,820237.0,2011,0,0,0,0,20
1551,820313.0,2008,-1,2,-1,26,3
1552,820313.0,2009,4,3,17,-1,-1
1553,820313.0,2011,-1,2,1,26,3
1554,820313.0,2013,-1,2,-1,-1,3
1555,820736.0,2008,-1,-1,7,-1,4
1556,820736.0,2009,-1,-1,7,-1,4
1557,820736.0,2010,-1,-1,7,-1,4
1558,820736.0,2011,-1,-1,7,-1,2
1559,820736.0,2012,-1,-1,7,-1,2
1560,820736.0,2013,-1,-1,7,-1,-1
1561,821026.0,2009,16,17,14,21,6
1562,821026.0,2010,16,17,14,23,6
1563,821026.0,2011,16,17,14,21,6
1564,821026.0,2012,16,17,6,21,6
1565,821026.0,2013,8,17,14,21,6
1566,821189.0,2008,6,1,3,1,0
1567,821189.0,2009,-1,1,3,1,0
1568,821189.0,2010,6,1,-1,1,0
1569,821189.0,2011,6,1,3,1,0
1570,821189.0,2012,6,1,-1,1,0
1571,821189.0,2013,6,1,-1,1,0
1572,821483.0,2008,-1,1,-1,1,0
1573,821483.0,2009,-1,1,3,1,0
1574,821995.0,2009,0,0,0,0,11
1575,821995.0,2010,0,0,0,0,-1
1576,821995.0,2011,0,0,0,0,-1
1577,821995.0,2012,0,0,0,0,-1
1578,821995.0,2013,0,35,0,0,-1
1579,822418.0,2011,0,0,0,0,2
1580,822663.0,2010,-1,6,12,3,7
1581,822663.0,2011,-1,-1,2,3,7
1582,822663.0,2012,3,6,2,3,7
1583,822663.0,2013,3,-1,2,3,7
1584,822818.0,2010,10,1,3,1,33
1585,822818.0,2011,-1,1,-1,1,-1
1586,822818.0,2012,30,1,3,1,-1
1587,822818.0,2013,10,-1,6,4,-1
1588,823094.0,2009,-1,12,-1,-1,2
1589,823094.0,2011,-1,12,-1,-1,2
1590,823094.0,2012,-1,-1,-1,-1,2
1591,823094.0,2013,-1,12,-1,2,2
1592,823768.0,2008,30,37,15,1,33
1593,823768.0,2009,36,37,15,-1,33
1594,823768.0,2010,30,37,15,-1,33
1595,823768.0,2011,30,37,15,-1,33
1596,823768.0,2012,30,13,15,1,33
1597,823768.0,2013,-1,37,15,-1,33
1598,824142.0,2010,13,13,-1,-1,30
1599,824142.0,2011,13,-1,-1,-1,30
1600,824142.0,2012,-1,-1,-1,-1,30
1601,824142.0,2013,-1,2,-1,-1,30
1602,827187.0,2011,-1,-1,2,-1,-1
1603,827187.0,2012,-1,-1,2,-1,9
1604,827187.0,2013,26,-1,2,3,9
1605,829608.0,2008,0,0,0,0,-1
1606,829608.0,2009,0,0,0,2,-1
1607,831259.0,2008,25,26,11,-1,5
1608,831259.0,2009,-1,26,11,7,5
1609,831259.0,2010,25,11,11,7,5
1610,831259.0,2011,25,26,11,7,5
1611,831547.0,2011,0,0,0,0,1
1612,831547.0,2012,0,0,0,0,1
1613,831547.0,2013,0,0,0,0,1
1614,832101.0,2008,-1,-1,-1,-1,5
1615,832101.0,2009,1,13,-1,9,5
1616,832101.0,2010,20,0,-1,0,5
1617,832101.0,2011,-1,0,6,-1,5
1618,832101.0,2012,-1,-1,-1,-1,5
1619,832101.0,2013,-1,-1,-1,-1,5
1620,833640.0,2009,5,5,1,-1,8
1621,833640.0,2011,1,5,1,-1,8
1622,833640.0,2012,1,5,1,-1,8
1623,833640.0,2013,1,-1,1,-1,8
1624,835887.0,2011,0,0,0,0,1
1625,835887.0,2013,0,0,0,0,1
1626,836106.0,2008,-1,5,1,-1,3
1627,836106.0,2009,1,5,-1,-1,3
1628,836106.0,2010,1,28,1,-1,3
1629,837173.0,2010,18,11,-1,7,-1
1630,837173.0,2011,18,11,11,7,-1
1631,837173.0,2012,18,11,11,7,-1
1632,837173.0,2013,-1,11,11,-1,-1
1633,837465.0,2008,-1,-1,-1,5,-1
1634,837465.0,2009,-1,-1,-1,5,-1
1635,837465.0,2010,-1,-1,-1,5,-1
1636,837465.0,2011,-1,-1,-1,5,-1
1637,837465.0,2012,-1,-1,-1,5,-1
1638,837465.0,2013,-1,-1,-1,5,-1
1639,839470.0,2008,-1,-1,-1,-1,-1
1640,839470.0,2009,-1,-1,-1,1,-1
1641,839470.0,2010,-1,-1,-1,1,-1
1642,839470.0,2011,5,1,-1,-1,-1
1643,839470.0,2012,-1,-1,6,-1,-1
1644,840467.0,2008,0,10,0,-1,20
1645,840467.0,2009,4,-1,-1,0,20
1646,840715.0,2013,-1,-1,-1,6,9
1647,840883.0,2011,1,13,1,28,3
1648,840883.0,2012,1,-1,1,28,-1
1649,840883.0,2013,1,5,1,28,3
1650,842295.0,2011,20,-1,-1,-1,10
1651,842295.0,2012,20,8,-1,-1,10
1652,842295.0,2013,-1,8,-1,-1,10
1653,842633.0,2008,-1,-1,-1,-1,3
1654,842633.0,2009,10,-1,19,-1,3
1655,842633.0,2010,-1,-1,5,-1,3
1656,842633.0,2011,-1,-1,-1,-1,3
1657,842633.0,2012,20,-1,-1,-1,3
1658,842633.0,2013,-1,-1,-1,-1,3
1659,844965.0,2008,14,1,-1,1,0
1660,844965.0,2009,14,1,-1,-1,0
1661,844965.0,2010,14,1,-1,1,0
1662,844965.0,2011,14,1,-1,-1,0
1663,844965.0,2012,14,1,8,-1,0
1664,844965.0,2013,-1,1,8,1,0
1665,845289.0,2009,-1,1,-1,1,0
1666,845289.0,2010,6,1,3,1,0
1667,845289.0,2011,6,1,3,1,0
1668,845289.0,2012,6,1,-1,1,0
1669,845818.0,2008,-1,-1,-1,-1,9
1670,845818.0,2009,32,-1,13,-1,9
1671,845818.0,2010,2,-1,2,-1,9
1672,846876.0,2011,-1,-1,-1,-1,22
1673,846913.0,2008,-1,-1,-1,-1,-1
1674,846913.0,2009,5,-1,-1,-1,-1
1675,846913.0,2010,5,11,4,1,-1
1676,846913.0,2011,5,-1,-1,-1,-1
1677,846913.0,2012,5,-1,15,1,-1
1678,846913.0,2013,-1,-1,-1,1,-1
1679,849213.0,2008,13,25,21,30,28
1680,849213.0,2009,13,-1,-1,30,28
1681,849213.0,2010,13,-1,21,30,28
1682,849213.0,2011,13,25,21,30,28
1683,849213.0,2012,31,11,21,30,28
1684,849213.0,2013,13,25,21,30,28
1685,849502.0,2011,1,5,1,19,3
1686,849706.0,2012,30,8,15,-1,9
1687,849869.0,2009,-1,19,14,-1,6
1688,849869.0,2010,11,19,31,-1,6
1689,849869.0,2011,-1,3,-1,3,6
1690,849869.0,2012,-1,-1,-1,3,6
1691,849869.0,2013,-1,-1,-1,11,6
1692,850460.0,2009,-1,-1,-1,-1,5
1693,850460.0,2010,-1,-1,-1,-1,5
1694,850460.0,2011,-1,-1,-1,-1,5
1695,850460.0,2012,-1,-1,-1,-1,5
1696,850460.0,2013,-1,-1,-1,-1,5
1697,850483.0,2010,-1,23,-1,-1,2
1698,850579.0,2008,-1,5,1,14,3
1699,850579.0,2009,-1,-1,-1,-1,3
1700,850579.0,2010,1,-1,1,-1,3
1701,850660.0,2009,-1,-1,-1,-1,29
1702,850660.0,2012,-1,13,-1,-1,5
1703,850693.0,2008,0,0,-1,-1,24
1704,850693.0,2009,0,0,0,0,24
1705,850693.0,2010,0,0,0,0,24
1706,850693.0,2011,0,0,0,-1,24
1707,850693.0,2012,0,0,0,0,24
1708,850693.0,2013,0,0,0,-1,24
1709,851205.0,2008,-1,13,-1,28,-1
1710,851205.0,2009,-1,5,-1,-1,-1
1711,851205.0,2010,-1,13,-1,-1,-1
1712,851205.0,2011,-1,-1,-1,-1,-1
1713,851205.0,2012,-1,-1,-1,-1,-1
1714,851205.0,2013,-1,-1,-1,-1,-1
1715,851310.0,2008,-1,2,-1,-1,4
1716,851310.0,2010,-1,2,-1,2,4
1717,851310.0,2011,-1,-1,-1,-1,4
1718,851520.0,2010,-1,-1,-1,22,2
1719,851520.0,2011,-1,-1,17,2,2
1720,851520.0,2012,-1,-1,-1,-1,2
1721,851968.0,2008,13,-1,-1,11,19
1722,851968.0,2009,-1,-1,12,-1,19
1723,851968.0,2010,13,3,-1,-1,19
1724,851968.0,2011,-1,-1,-1,-1,19
1725,851968.0,2012,-1,-1,2,9,19
1726,851968.0,2013,-1,-1,-1,27,19
1727,852570.0,2011,-1,14,-1,-1,7
1728,852772.0,2008,12,16,10,10,14
1729,852772.0,2011,11,16,10,10,14
1730,852772.0,2012,12,-1,10,10,14
1731,852772.0,2013,12,16,10,10,14
1732,853695.0,2010,4,3,6,5,3
1733,853816.0,2009,26,18,5,17,16
1734,853816.0,2010,8,18,1,17,16
1735,853816.0,2011,-1,18,5,17,16
1736,853816.0,2012,8,18,5,17,16
1737,853816.0,2013,-1,-1,5,-1,16
1738,854852.0,2011,-1,2,-1,-1,-1
1739,854852.0,2012,-1,-1,-1,6,-1
1740,855612.0,2009,0,0,9,2,-1
1741,855612.0,2010,-1,-1,-1,-1,2
1742,855612.0,2011,2,2,-1,2,-1
1743,855612.0,2012,-1,-1,-1,2,-1
1744,855612.0,2013,-1,-1,-1,2,-1
1745,855658.0,2011,-1,-1,-1,-1,3
1746,855658.0,2012,1,2,-1,-1,2
1747,855658.0,2013,-1,5,1,-1,3
1748,855683.0,2011,0,0,0,0,-1
1749,856982.0,2009,-1,31,-1,0,1
1750,856982.0,2011,0,0,0,0,1
1751,856982.0,2012,0,0,15,-1,1
1752,856982.0,2013,4,3,9,0,1
1753,857737.0,2008,3,-1,2,3,7
1754,858339.0,2011,-1,21,25,20,13
1755,858339.0,2012,29,21,6,20,13
1756,858452.0,2010,2,0,0,-1,11
1757,858470.0,2009,6,1,-1,1,0
1758,858470.0,2010,6,1,3,1,0
1759,858470.0,2011,-1,1,3,1,0
1760,858470.0,2012,6,1,3,1,0
1761,858470.0,2013,17,1,3,1,0
1762,859368.0,2010,0,0,0,0,-1
1763,859368.0,2011,0,0,0,0,-1
1764,859475.0,2010,2,3,-1,14,4
1765,860731.0,2010,2,-1,-1,22,-1
1766,860731.0,2011,2,-1,0,-1,-1
1767,860731.0,2012,2,-1,0,-1,-1
1768,860731.0,2013,2,-1,6,-1,-1
1769,861361.0,2008,9,-1,7,8,18
1770,861361.0,2009,9,9,7,8,18
1771,861361.0,2010,9,9,7,8,18
1772,861361.0,2011,9,9,7,8,18
1773,861361.0,2012,9,9,7,8,18
1774,861361.0,2013,9,9,7,8,18
1775,861459.0,2008,-1,10,3,9,19
1776,861459.0,2009,-1,10,3,9,19
1777,861459.0,2010,-1,10,-1,9,19
1778,861459.0,2011,-1,10,3,9,19
1779,861459.0,2012,10,10,3,9,19
1780,861459.0,2013,-1,10,3,9,19
1781,861878.0,2008,0,0,15,0,33
1782,861878.0,2011,-1,0,0,0,-1
1783,861878.0,2012,0,0,0,0,33
1784,861878.0,2013,0,0,0,0,33
1785,861884.0,2009,22,25,-1,-1,5
1786,861884.0,2010,22,-1,-1,-1,5
1787,861884.0,2011,22,11,-1,-1,5
1788,861884.0,2012,22,8,6,-1,5
1789,861884.0,2013,22,8,6,1,5
1790,862480.0,2010,3,6,2,3,7
1791,862480.0,2011,3,6,2,3,7
1792,862861.0,2011,30,-1,2,3,6
1793,863436.0,2008,1,-1,27,-1,3
1794,863436.0,2009,1,-1,27,-1,3
1795,863436.0,2010,1,-1,27,-1,3
1796,863436.0,2011,-1,-1,27,-1,3
1797,863436.0,2012,-1,-1,27,-1,3
1798,863436.0,2013,-1,13,27,-1,3
1799,864233.0,2009,-1,16,10,10,14
1800,864233.0,2010,12,-1,10,10,14
1801,864240.0,2010,-1,9,28,-1,-1
1802,864240.0,2011,-1,13,-1,-1,-1
1803,864240.0,2012,-1,-1,-1,26,-1
1804,864240.0,2013,-1,-1,-1,26,-1
1805,864559.0,2012,1,5,1,-1,9
1806,864559.0,2013,32,5,1,-1,-1
1807,864749.0,2010,-1,-1,-1,-1,9
1808,864749.0,2012,38,-1,-1,-1,-1
1809,865754.0,2008,16,3,-1,-1,5
1810,865754.0,2010,4,31,17,4,5
1811,865754.0,2011,4,31,17,-1,5
1812,865754.0,2012,4,-1,17,-1,5
1813,866609.0,2008,-1,1,8,-1,0
1814,867374.0,2009,1,-1,-1,-1,22
1815,867374.0,2010,-1,-1,-1,-1,22
1816,867374.0,2011,1,-1,-1,-1,22
1817,867374.0,2012,-1,-1,-1,-1,22
1818,867374.0,2013,-1,-1,-1,-1,22
1819,867665.0,2010,-1,1,3,1,0
1820,867665.0,2011,6,1,3,1,0
1821,867665.0,2013,-1,1,3,1,0
1822,867773.0,2008,-1,7,-1,-1,8
1823,867773.0,2013,-1,4,-1,4,8
1824,868725.0,2012,16,17,-1,1,10
1825,868725.0,2013,-1,-1,-1,-1,5
1826,868809.0,2008,-1,1,3,1,0
1827,869570.0,2008,4,-1,-1,-1,2
1828,870753.0,2011,1,-1,-1,4,3
1829,870753.0,2012,1,-1,1,22,3
1830,870753.0,2013,1,-1,1,4,-1
1831,872248.0,2008,6,1,-1,1,0
1832,872248.0,2009,-1,1,3,1,0
1833,872248.0,2010,-1,1,-1,1,0
1834,872248.0,2011,6,1,3,1,0
1835,872248.0,2012,-1,1,-1,1,0
1836,872248.0,2013,6,1,-1,1,0
1837,872448.0,2008,-1,13,-1,-1,3
1838,872448.0,2011,1,5,-1,2,3
1839,872448.0,2012,1,3,-1,-1,-1
1840,872448.0,2013,1,5,1,-1,3
1841,872589.0,2012,0,0,0,0,1
1842,872589.0,2013,0,-1,0,0,1
1843,872912.0,2012,0,0,0,0,1
1844,872912.0,2013,0,0,0,0,1
1845,873044.0,2008,1,2,1,14,3
1846,873044.0,2010,1,2,1,2,-1
1847,873303.0,2012,0,0,0,0,1
1848,873303.0,2013,0,0,0,0,1
1849,873364.0,2008,0,0,0,0,1
1850,873364.0,2009,0,0,0,0,1
1851,874015.0,2008,0,0,0,0,1
1852,874015.0,2010,0,0,0,0,1
1853,874015.0,2011,0,0,0,0,1
1854,874015.0,2012,0,0,0,0,1
1855,874015.0,2013,0,0,0,0,1
1856,874016.0,2008,3,-1,2,3,7
1857,874016.0,2009,3,6,2,3,7
1858,874016.0,2010,3,3,2,3,7
1859,874016.0,2011,3,6,2,3,7
1860,874238.0,2009,-1,10,-1,9,19
1861,874238.0,2010,-1,10,-1,9,19
1862,874238.0,2011,-1,10,5,9,8
1863,874238.0,2012,-1,10,-1,4,8
1864,874238.0,2013,-1,10,15,9,8
1865,874499.0,2008,-1,1,-1,1,0
1866,874499.0,2009,6,1,-1,1,0
1867,874499.0,2011,6,1,3,1,0
1868,874499.0,2012,-1,1,3,1,0
1869,874499.0,2013,-1,1,3,1,0
1870,874716.0,2010,0,0,0,0,-1
1871,874716.0,2011,0,0,0,0,-1
1872,874716.0,2012,0,-1,0,0,-1
1873,874716.0,2013,0,0,0,0,-1
1874,874761.0,2009,-1,-1,32,-1,8
1875,874761.0,2011,10,-1,4,-1,8
1876,874761.0,2012,-1,-1,-1,-1,8
1877,875045.0,2008,0,0,-1,0,1
1878,875045.0,2009,0,-1,0,-1,-1
1879,875045.0,2010,0,0,0,-1,-1
1880,875045.0,2011,36,0,0,0,1
1881,875045.0,2012,0,0,0,0,1
1882,875045.0,2013,0,0,0,-1,1
1883,875320.0,2009,0,0,0,0,1
1884,875320.0,2010,0,0,0,0,-1
1885,875320.0,2011,0,0,0,0,-1
1886,875320.0,2012,0,0,0,0,1
1887,875320.0,2013,0,0,0,0,-1
1888,875355.0,2011,-1,-1,4,22,9
1889,875355.0,2012,3,-1,-1,-1,36
1890,875355.0,2013,3,-1,6,3,36
1891,875622.0,2011,0,0,0,0,1
1892,875622.0,2012,0,0,0,0,1
1893,875622.0,2013,0,0,0,0,1
1894,875657.0,2009,19,-1,-1,-1,-1
1895,875657.0,2011,22,28,6,-1,-1
1896,875657.0,2012,-1,10,-1,-1,-1
1897,875657.0,2013,-1,13,-1,-1,-1
1898,877212.0,2008,-1,-1,-1,-1,22
1899,877212.0,2009,38,-1,-1,-1,22
1900,877212.0,2010,-1,-1,-1,-1,22
1901,877212.0,2011,3,-1,-1,0,22
1902,877212.0,2012,-1,-1,-1,-1,22
1903,877212.0,2013,-1,3,-1,5,22
1904,877476.0,2009,0,0,0,0,-1
1905,877890.0,2008,2,2,-1,-1,-1
1906,877890.0,2009,2,2,-1,-1,2
1907,877890.0,2012,-1,-1,-1,-1,-1
1908,877890.0,2013,1,2,-1,2,-1
1909,878526.0,2008,-1,0,-1,0,-1
1910,878526.0,2009,-1,-1,-1,0,-1
1911,878526.0,2010,-1,0,0,0,-1
1912,878526.0,2011,-1,0,-1,0,-1
1913,878526.0,2013,0,0,24,0,-1
1914,878927.0,2009,8,18,5,17,16
1915,878927.0,2010,8,18,5,17,16
1916,878927.0,2011,8,18,5,17,16
1917,878927.0,2012,8,18,6,17,16
1918,878927.0,2013,-1,18,5,17,16
1919,879169.0,2011,0,0,0,0,1
1920,879169.0,2012,0,0,0,0,1
1921,879169.0,2013,0,0,0,0,1
1922,879526.0,2008,-1,18,-1,-1,-1
1923,879526.0,2010,-1,-1,5,14,-1
1924,879526.0,2012,-1,-1,-1,-1,-1
1925,879526.0,2013,24,-1,-1,-1,-1
1926,879585.0,2010,-1,-1,-1,2,4
1927,879585.0,2011,1,2,1,2,4
1928,879585.0,2012,1,2,1,-1,4
1929,879585.0,2013,1,2,1,-1,4
1930,879703.0,2011,2,-1,-1,-1,-1
1931,879703.0,2012,2,2,-1,-1,-1
1932,879703.0,2013,-1,2,-1,2,-1
1933,879884.0,2009,36,-1,8,1,-1
1934,879993.0,2011,15,0,0,0,-1
1935,880115.0,2011,-1,1,-1,1,0
1936,880115.0,2012,6,1,-1,1,0
1937,880115.0,2013,6,1,3,1,0
1938,880266.0,2009,16,17,14,-1,-1
1939,880266.0,2010,16,17,14,-1,-1
1940,880266.0,2011,16,17,14,-1,-1
1941,880266.0,2012,16,17,14,-1,-1
1942,880266.0,2013,16,17,14,-1,-1
1943,880285.0,2010,-1,1,3,1,0
1944,880285.0,2011,6,1,3,1,0
1945,880285.0,2012,-1,1,3,1,0
1946,880285.0,2013,-1,1,-1,1,0
1947,880771.0,2011,0,0,-1,-1,-1
1948,880771.0,2012,0,0,0,0,-1
1949,880804.0,2009,2,13,-1,14,9
1950,880804.0,2010,4,2,-1,2,-1
1951,880804.0,2011,7,-1,-1,-1,9
1952,880804.0,2012,2,-1,-1,-1,9
1953,880804.0,2013,-1,-1,-1,-1,9
1954,880984.0,2010,-1,4,3,4,8
1955,880984.0,2012,-1,-1,4,-1,8
1956,880984.0,2013,-1,11,-1,1,0
1957,881464.0,2008,0,0,0,0,-1
1958,881464.0,2010,0,0,0,-1,-1
1959,881464.0,2011,0,0,0,5,-1
1960,881524.0,2009,0,0,0,0,-1
1961,881524.0,2010,0,0,0,0,-1
1962,881695.0,2008,0,0,0,0,3
1963,881695.0,2009,-1,-1,-1,-1,3
1964,882095.0,2008,0,0,0,0,-1
1965,882095.0,2009,0,0,0,0,-1
1966,882095.0,2010,0,0,0,0,-1
1967,882095.0,2011,0,0,0,0,-1
1968,882095.0,2012,0,0,0,0,-1
1969,882095.0,2013,0,0,0,0,-1
1970,882104.0,2009,0,0,-1,31,-1
1971,882104.0,2010,37,29,-1,31,-1
1972,882104.0,2011,0,29,0,31,-1
1973,882104.0,2013,0,0,0,31,-1
1974,882154.0,2009,5,-1,-1,4,8
1975,882154.0,2010,5,-1,-1,-1,10
1976,882154.0,2012,5,-1,-1,4,8
1977,882154.0,2013,-1,-1,-1,4,8
1978,882508.0,2012,1,5,1,2,-1
1979,882508.0,2013,1,5,1,-1,-1
1980,882796.0,2011,0,0,0,0,-1
1981,882796.0,2012,0,0,0,0,-1
1982,882796.0,2013,0,0,0,0,-1
1983,882835.0,2008,-1,0,6,-1,-1
1984,882835.0,2009,4,-1,16,-1,-1
1985,882835.0,2010,-1,6,15,-1,-1
1986,882835.0,2011,-1,-1,1,-1,-1
1987,882835.0,2012,8,0,-1,-1,-1
1988,883107.0,2011,20,0,-1,2,3
1989,883237.0,2010,15,-1,13,-1,2
1990,883237.0,2011,-1,36,-1,6,2
1991,883237.0,2012,-1,36,13,6,2
1992,883293.0,2008,7,-1,-1,11,9
1993,883293.0,2009,-1,-1,-1,-1,8
1994,883293.0,2012,3,-1,-1,-1,8
1995,883569.0,2011,-1,-1,2,3,-1
1996,883569.0,2012,-1,-1,2,3,-1
1997,883569.0,2013,3,-1,10,3,-1
1998,883984.0,2008,0,0,0,0,1
1999,883984.0,2009,0,0,0,0,1
2000,883984.0,2010,0,0,12,0,1
2001,883984.0,2011,0,0,0,0,1
2002,883984.0,2012,0,0,0,0,1
2003,883984.0,2013,0,0,0,0,1
2004,884144.0,2012,2,23,16,-1,-1
2005,884144.0,2013,-1,-1,-1,2,-1
2006,884219.0,2008,15,6,-1,11,13
2007,884219.0,2009,15,12,-1,-1,13
2008,884219.0,2010,15,-1,-1,11,13
2009,884219.0,2011,15,12,-1,-1,13
2010,884219.0,2012,15,12,-1,11,13
2011,884219.0,2013,15,12,-1,11,13
2012,884382.0,2009,7,15,1,37,22
2013,884504.0,2011,-1,10,-1,21,15
2014,884624.0,2009,-1,0,0,0,1
2015,884624.0,2012,0,0,0,0,1
2016,884713.0,2011,11,-1,19,-1,-1
2017,884713.0,2012,11,19,2,3,-1
2018,884713.0,2013,11,-1,2,3,-1
2019,884731.0,2008,0,0,0,0,1
2020,884731.0,2009,0,0,0,0,1
2021,884731.0,2010,0,0,0,0,1
2022,884731.0,2012,0,0,0,0,1
2023,884887.0,2008,-1,-1,-1,25,21
2024,884887.0,2009,-1,-1,18,-1,21
2025,884887.0,2010,-1,-1,-1,-1,21
2026,884887.0,2011,-1,-1,-1,-1,21
2027,884887.0,2012,-1,-1,-1,-1,21
2028,884887.0,2013,-1,-1,-1,-1,21
2029,885306.0,2009,0,0,-1,-1,3
2030,885306.0,2010,4,0,-1,0,3
2031,885306.0,2011,0,0,0,0,3
2032,885306.0,2013,0,-1,0,0,3
2033,885725.0,2008,0,-1,-1,0,1
2034,885725.0,2009,0,0,9,-1,1
2035,885725.0,2010,0,0,-1,-1,1
2036,885725.0,2011,-1,3,-1,0,1
2037,885725.0,2012,0,0,0,0,1
2038,885725.0,2013,0,0,24,0,1
2039,885988.0,2010,0,0,0,0,1
2040,885988.0,2011,0,0,0,0,1
2041,886136.0,2012,7,15,1,13,4
2042,886136.0,2013,-1,7,1,13,4
2043,886163.0,2008,0,0,0,0,-1
2044,886163.0,2009,0,0,0,0,1
2045,886163.0,2010,0,0,0,0,1
2046,886163.0,2011,0,0,0,6,1
2047,886163.0,2012,0,0,0,0,1
2048,886163.0,2013,0,0,0,0,-1
2049,886346.0,2011,-1,11,23,-1,-1
2050,886346.0,2012,-1,2,12,-1,-1
