,cik,year,Topic_Q1,Topic_Q2,Topic_Q3,Topic_Q4,Topic_MDA
0,1800.0,2008,0,0,0,0,-1
1,1800.0,2010,0,0,0,0,-1
2,1800.0,2011,0,0,0,0,-1
3,1800.0,2012,0,0,-1,0,-1
4,1800.0,2013,0,0,0,0,-1
5,2098.0,2010,-1,6,-1,-1,9
6,2098.0,2011,0,6,2,-1,9
7,2098.0,2012,-1,6,-1,-1,9
8,2098.0,2013,10,6,2,3,9
9,2186.0,2011,-1,-1,-1,-1,-1
10,2488.0,2008,1,5,-1,-1,3
11,2488.0,2009,1,5,1,-1,3
12,2488.0,2010,1,5,-1,-1,3
13,2488.0,2011,1,5,-1,19,3
14,2488.0,2012,1,5,1,-1,3
15,2488.0,2013,1,5,-1,-1,3
16,3116.0,2010,0,0,0,0,1
17,3116.0,2011,0,0,0,0,1
18,3116.0,2012,0,0,0,0,1
19,3116.0,2013,0,0,0,0,1
20,3197.0,2011,10,-1,-1,-1,10
21,3197.0,2012,-1,13,3,1,10
22,3197.0,2013,-1,13,-1,-1,8
23,3673.0,2008,5,4,11,4,8
24,3673.0,2009,-1,-1,4,1,8
25,4187.0,2011,-1,8,-1,7,5
26,4447.0,2008,-1,-1,3,1,0
27,4447.0,2010,-1,1,-1,1,0
28,4447.0,2011,-1,1,3,1,0
29,4447.0,2012,-1,-1,3,1,0
30,4447.0,2013,-1,1,-1,1,0
31,4904.0,2013,8,4,-1,4,8
32,5981.0,2008,16,18,14,21,6
33,5981.0,2009,16,17,14,21,6
34,5981.0,2011,16,17,14,21,6
35,5981.0,2012,16,13,14,21,6
36,5981.0,2013,16,-1,14,21,6
37,6201.0,2008,9,9,-1,-1,18
38,6201.0,2009,9,9,7,8,18
39,6201.0,2010,9,9,7,1,18
40,6292.0,2011,2,24,9,6,23
41,6292.0,2012,-1,24,9,-1,-1
42,7039.0,2011,-1,26,3,7,10
43,7039.0,2013,22,26,3,7,10
44,7084.0,2013,16,17,14,21,6
45,7332.0,2008,6,1,3,1,0
46,7332.0,2009,-1,1,3,1,0
47,7332.0,2012,6,1,3,1,0
48,7332.0,2013,6,-1,-1,1,0
49,7431.0,2008,13,25,-1,32,19
50,7431.0,2009,-1,25,-1,-1,19
51,7431.0,2010,13,-1,21,-1,19
52,7431.0,2011,13,25,21,-1,19
53,7431.0,2012,-1,-1,-1,-1,19
54,7431.0,2013,13,25,21,23,19
55,7536.0,2008,4,3,17,-1,-1
56,7536.0,2009,4,-1,-1,-1,-1
57,7536.0,2010,4,3,-1,-1,-1
58,7536.0,2011,4,-1,-1,6,-1
59,7536.0,2012,-1,3,-1,12,-1
60,7536.0,2013,-1,-1,-1,5,-1
61,8063.0,2011,9,9,6,8,18
62,8063.0,2012,9,9,7,8,18
63,8818.0,2008,-1,-1,-1,-1,-1
64,8868.0,2008,-1,-1,-1,5,9
65,8868.0,2010,-1,-1,2,-1,9
66,8868.0,2011,10,-1,-1,-1,-1
67,8868.0,2012,22,-1,-1,5,-1
68,8868.0,2013,-1,-1,-1,-1,-1
69,9092.0,2009,5,4,4,-1,15
70,9092.0,2010,5,4,4,-1,15
71,9092.0,2011,5,-1,4,34,15
72,9092.0,2012,-1,4,4,-1,15
73,9092.0,2013,5,-1,4,-1,15
74,9326.0,2011,0,-1,-1,4,6
75,9326.0,2012,0,17,0,4,6
76,9326.0,2013,0,17,14,21,6
77,9389.0,2008,11,-1,2,5,6
78,9389.0,2009,13,19,2,5,6
79,9389.0,2010,-1,19,2,5,6
80,9389.0,2011,11,19,-1,5,6
81,9389.0,2012,-1,-1,2,5,6
82,9389.0,2013,20,19,2,5,6
83,9984.0,2009,4,13,7,26,-1
84,9984.0,2010,-1,13,-1,-1,-1
85,9984.0,2011,4,-1,-1,-1,-1
86,9984.0,2012,4,13,7,-1,-1
87,9984.0,2013,-1,13,31,8,-1
88,10456.0,2010,0,28,0,0,1
89,10456.0,2011,0,0,0,0,1
90,10456.0,2012,0,0,0,0,1
91,10456.0,2013,0,0,0,0,1
92,11199.0,2008,11,19,2,5,6
93,11199.0,2009,-1,-1,-1,3,6
94,11199.0,2011,-1,-1,2,-1,6
95,11199.0,2012,-1,17,2,3,6
96,11199.0,2013,-1,17,-1,3,6
97,12208.0,2009,-1,-1,0,0,20
98,12208.0,2010,-1,0,0,0,20
99,12208.0,2011,-1,0,0,0,20
100,12208.0,2012,-1,0,0,0,20
101,12208.0,2013,0,3,0,0,20
102,12355.0,2008,-1,-1,-1,-1,3
103,12355.0,2009,-1,-1,12,-1,-1
104,12927.0,2008,9,-1,7,8,-1
105,12927.0,2009,9,10,7,8,-1
106,12927.0,2010,9,9,7,8,-1
107,12927.0,2011,9,9,7,8,-1
108,12927.0,2012,9,9,7,8,-1
109,12927.0,2013,9,9,7,8,-1
110,12978.0,2008,3,6,2,3,7
111,12978.0,2009,3,-1,2,-1,7
112,12978.0,2010,4,6,2,14,7
113,12978.0,2011,-1,6,2,3,7
114,14272.0,2010,0,0,0,0,-1
115,14272.0,2011,0,0,0,0,-1
116,14272.0,2012,0,0,0,0,1
117,14930.0,2008,-1,13,-1,-1,17
118,14930.0,2009,-1,-1,-1,18,17
119,14930.0,2010,-1,27,-1,-1,17
120,14930.0,2011,-1,7,-1,18,17
121,14930.0,2012,-1,-1,-1,-1,17
122,14930.0,2013,-1,4,-1,18,17
123,15615.0,2008,-1,-1,-1,9,-1
124,15615.0,2009,-1,-1,-1,-1,19
125,15615.0,2010,5,-1,-1,-1,8
126,15615.0,2013,-1,1,-1,-1,36
127,18169.0,2011,-1,17,-1,3,6
128,18169.0,2012,16,17,-1,-1,6
129,18396.0,2009,-1,-1,13,-1,23
130,18396.0,2010,10,-1,-1,6,23
131,18396.0,2011,-1,-1,13,-1,23
132,18396.0,2012,10,-1,-1,6,23
133,18396.0,2013,2,10,3,-1,23
134,18672.0,2010,-1,4,-1,9,8
135,18672.0,2011,-1,4,-1,4,-1
136,18808.0,2008,5,4,4,4,8
137,18808.0,2009,5,4,4,4,8
138,18808.0,2010,5,10,-1,9,8
139,18926.0,2009,1,2,1,2,-1
140,18926.0,2010,1,-1,-1,2,-1
141,18926.0,2011,1,-1,-1,2,-1
142,18926.0,2012,1,-1,-1,2,-1
143,18926.0,2013,2,-1,-1,-1,-1
144,19411.0,2008,0,0,0,0,-1
145,19411.0,2009,0,0,0,0,-1
146,19411.0,2010,0,0,0,0,-1
147,19411.0,2011,0,0,0,0,-1
148,19411.0,2012,0,0,0,0,-1
149,19411.0,2013,0,0,0,0,-1
150,19745.0,2011,-1,-1,-1,-1,-1
151,19745.0,2012,-1,-1,-1,4,-1
152,19745.0,2013,-1,-1,3,4,0
153,20212.0,2008,28,21,25,20,13
154,20212.0,2009,-1,-1,25,20,13
155,20212.0,2010,-1,-1,25,20,13
156,20212.0,2011,-1,21,25,20,13
157,20212.0,2012,-1,21,25,20,13
158,20212.0,2013,29,21,25,20,13
159,20232.0,2010,-1,-1,-1,2,3
160,20232.0,2011,7,-1,-1,13,3
161,20520.0,2009,10,-1,-1,2,4
162,20520.0,2010,33,-1,-1,-1,-1
163,20520.0,2011,-1,-1,1,-1,4
164,20520.0,2012,1,2,1,2,-1
165,20520.0,2013,1,2,1,2,-1
166,20740.0,2011,-1,-1,15,-1,6
167,20740.0,2012,20,-1,15,1,6
168,21344.0,2008,11,-1,2,-1,0
169,21344.0,2009,11,-1,-1,-1,15
170,21344.0,2010,11,-1,2,5,15
171,21344.0,2011,11,-1,2,3,15
172,21344.0,2012,10,-1,-1,-1,15
173,21344.0,2013,11,-1,2,-1,15
174,21535.0,2009,1,5,1,-1,3
175,21535.0,2010,1,5,1,-1,-1
176,21535.0,2011,1,5,1,19,-1
177,21535.0,2012,1,5,1,28,3
178,21535.0,2013,1,5,1,-1,3
179,21665.0,2008,-1,-1,2,5,-1
180,21665.0,2009,-1,-1,-1,5,24
181,21665.0,2010,11,-1,2,0,24
182,21665.0,2011,-1,-1,2,-1,-1
183,21665.0,2012,-1,-1,2,5,-1
184,21665.0,2013,-1,3,2,3,-1
185,23111.0,2011,0,0,0,0,-1
186,23111.0,2012,0,0,0,0,2
187,23111.0,2013,0,0,0,0,2
188,23675.0,2008,-1,18,23,17,16
189,23675.0,2009,-1,18,5,17,16
190,23675.0,2010,-1,18,5,17,16
191,23675.0,2011,8,18,5,17,16
192,23675.0,2012,8,18,-1,17,16
193,23675.0,2013,8,18,5,17,16
194,24491.0,2008,-1,-1,-1,-1,31
195,24491.0,2009,4,-1,-1,-1,31
196,24491.0,2010,4,-1,-1,-1,31
197,24491.0,2012,4,-1,-1,-1,31
198,24545.0,2009,3,-1,2,3,15
199,24545.0,2010,11,-1,2,3,15
200,24545.0,2011,11,19,2,3,15
201,24545.0,2012,11,3,2,3,15
202,24545.0,2013,11,-1,-1,3,15
203,24741.0,2008,-1,-1,-1,-1,3
204,24741.0,2009,-1,-1,-1,-1,3
205,24741.0,2010,1,-1,-1,-1,3
206,24741.0,2011,-1,-1,1,-1,3
207,24741.0,2012,-1,5,-1,-1,3
208,25475.0,2009,4,-1,13,-1,2
209,25475.0,2010,-1,-1,13,-1,2
210,25475.0,2011,4,-1,0,5,2
211,25475.0,2012,-1,14,13,-1,2
212,25475.0,2013,-1,24,13,-1,2
213,25793.0,2011,1,-1,2,3,24
214,25793.0,2012,3,-1,2,3,24
215,26058.0,2008,-1,-1,-1,26,9
216,26058.0,2009,-1,3,-1,-1,9
217,26058.0,2010,-1,5,-1,26,9
218,26058.0,2011,4,-1,-1,-1,9
219,26058.0,2012,-1,-1,1,14,9
220,26058.0,2013,-1,-1,-1,26,9
221,26172.0,2009,-1,7,5,-1,-1
222,26172.0,2010,4,-1,-1,12,12
223,26172.0,2011,4,-1,5,-1,12
224,26172.0,2012,4,-1,5,12,12
225,26172.0,2013,-1,-1,5,12,12
226,26324.0,2008,20,-1,-1,-1,27
227,26324.0,2011,-1,13,15,-1,-1
228,26324.0,2012,-1,-1,-1,-1,27
229,26324.0,2013,-1,13,15,-1,10
230,26780.0,2009,-1,18,-1,38,12
231,26780.0,2010,-1,31,-1,12,12
232,26780.0,2011,4,7,-1,11,12
233,26780.0,2012,-1,7,-1,-1,12
234,26780.0,2013,4,7,5,-1,12
235,27904.0,2009,9,9,7,8,18
236,27904.0,2011,9,9,7,5,18
237,27904.0,2012,9,9,7,-1,18
238,27996.0,2008,-1,12,-1,3,22
239,27996.0,2009,-1,-1,-1,11,22
240,27996.0,2010,-1,-1,35,-1,22
241,27996.0,2011,-1,-1,35,11,22
242,27996.0,2012,-1,-1,-1,-1,22
243,27996.0,2013,-1,-1,35,11,22
244,28823.0,2009,-1,12,-1,5,9
245,28823.0,2010,-1,-1,-1,-1,9
246,28823.0,2011,-1,-1,-1,-1,9
247,28823.0,2012,4,-1,-1,5,9
248,28823.0,2013,-1,3,-1,11,-1
249,29002.0,2012,1,5,-1,-1,-1
250,29002.0,2013,-1,5,1,-1,3
251,29332.0,2011,3,-1,-1,3,7
252,29332.0,2012,3,-1,-1,-1,7
253,29332.0,2013,26,-1,-1,-1,7
254,29834.0,2010,6,1,-1,1,0
255,29834.0,2011,6,1,-1,1,0
256,29834.0,2012,-1,1,-1,1,0
257,29834.0,2013,-1,1,-1,1,0
258,29905.0,2008,-1,8,-1,26,10
259,29905.0,2009,-1,8,-1,-1,9
260,29905.0,2010,-1,13,6,8,-1
261,29905.0,2011,20,8,-1,25,-1
262,29905.0,2012,-1,-1,-1,-1,3
263,29905.0,2013,-1,-1,-1,-1,3
264,29989.0,2008,7,-1,-1,-1,-1
265,29989.0,2009,-1,-1,9,-1,-1
266,29989.0,2010,-1,7,-1,6,-1
267,29989.0,2011,-1,-1,-1,-1,-1
268,29989.0,2012,0,-1,-1,-1,-1
269,29989.0,2013,-1,3,13,-1,-1
270,30305.0,2009,9,13,7,-1,-1
271,30305.0,2010,9,9,7,-1,-1
272,30305.0,2011,9,13,7,-1,2
273,30305.0,2012,-1,9,-1,9,2
274,30305.0,2013,10,-1,7,-1,2
275,30554.0,2010,-1,17,6,-1,5
276,30554.0,2011,-1,17,14,-1,5
277,30554.0,2012,-1,17,-1,27,5
278,30554.0,2013,-1,17,14,21,5
279,30625.0,2008,-1,8,-1,14,-1
280,30625.0,2009,4,-1,-1,14,-1
281,30625.0,2010,-1,10,-1,1,-1
282,30625.0,2011,-1,1,32,-1,-1
283,30625.0,2012,-1,-1,-1,-1,-1
284,30625.0,2013,4,10,32,-1,-1
285,30697.0,2012,-1,-1,10,10,14
286,30697.0,2013,-1,-1,10,10,14
287,30822.0,2012,-1,-1,0,-1,-1
288,30828.0,2011,-1,-1,2,3,2
289,30828.0,2012,7,-1,-1,-1,2
290,30828.0,2013,-1,-1,6,13,2
291,31347.0,2009,5,-1,4,4,8
292,31347.0,2010,1,4,4,4,8
293,31347.0,2011,5,4,4,-1,8
294,31347.0,2012,-1,4,4,4,-1
295,31347.0,2013,5,4,1,4,8
296,31791.0,2008,1,0,0,0,20
297,31791.0,2012,0,0,6,0,5
298,31791.0,2013,4,0,0,0,20
299,31978.0,2009,-1,4,4,-1,-1
300,31978.0,2011,-1,-1,4,-1,-1
301,31978.0,2012,5,-1,4,-1,-1
302,31978.0,2013,5,-1,4,-1,-1
303,32198.0,2009,-1,-1,7,-1,4
304,32198.0,2010,-1,9,7,-1,4
305,33185.0,2009,-1,12,9,-1,-1
306,33185.0,2011,-1,3,-1,11,-1
307,33185.0,2012,-1,10,-1,11,-1
308,33185.0,2013,-1,12,26,11,-1
309,33213.0,2009,17,1,-1,1,0
310,33213.0,2010,6,1,-1,1,0
311,33213.0,2011,17,1,-1,1,0
312,33213.0,2012,17,1,-1,1,0
313,33213.0,2013,17,1,-1,1,0
314,34067.0,2009,-1,3,-1,-1,10
315,34067.0,2010,-1,-1,-1,1,10
316,34067.0,2011,22,-1,-1,-1,10
317,34067.0,2012,6,-1,3,-1,10
318,34067.0,2013,-1,8,3,-1,10
319,35214.0,2008,-1,13,-1,-1,10
320,35214.0,2009,-1,13,-1,-1,-1
321,35214.0,2010,-1,13,31,-1,-1
322,35214.0,2011,-1,-1,1,28,-1
323,35214.0,2012,-1,13,-1,-1,-1
324,35214.0,2013,-1,-1,-1,27,10
325,37748.0,2008,18,11,11,7,5
326,37748.0,2009,18,11,11,7,5
327,37785.0,2008,-1,-1,14,-1,6
328,37785.0,2009,-1,-1,14,27,5
329,37785.0,2011,20,17,14,-1,-1
330,37785.0,2013,-1,7,0,-1,-1
331,38725.0,2011,5,-1,32,-1,10
332,38725.0,2013,5,4,32,25,10
333,39368.0,2011,20,3,-1,-1,10
334,39368.0,2012,4,-1,-1,26,10
335,39899.0,2008,7,-1,1,24,22
336,39899.0,2009,7,-1,6,-1,22
337,39899.0,2010,7,-1,-1,24,22
338,39899.0,2011,7,-1,1,24,22
339,39899.0,2012,7,15,1,24,22
340,39899.0,2013,-1,15,1,-1,22
341,40987.0,2009,36,7,-1,12,8
342,40987.0,2010,-1,7,-1,-1,8
343,40987.0,2011,26,-1,6,-1,8
344,40987.0,2012,-1,7,6,-1,-1
345,40987.0,2013,26,7,2,-1,8
346,41023.0,2010,6,1,-1,1,0
347,41719.0,2009,-1,8,19,-1,-1
348,41719.0,2010,-1,36,19,4,-1
349,41719.0,2012,13,25,2,-1,-1
350,41719.0,2013,13,8,19,23,-1
351,42542.0,2009,9,-1,7,8,18
352,42542.0,2010,-1,9,7,8,18
353,42582.0,2008,-1,3,12,-1,31
354,42582.0,2009,4,-1,-1,-1,31
355,42582.0,2010,4,3,-1,-1,31
356,42582.0,2011,-1,-1,-1,-1,31
357,42582.0,2012,4,-1,-1,5,31
358,42582.0,2013,4,-1,-1,-1,31
359,42888.0,2008,4,3,-1,26,-1
360,42888.0,2009,-1,-1,-1,-1,-1
361,42888.0,2010,4,-1,-1,-1,-1
362,42888.0,2011,-1,3,-1,-1,10
363,42888.0,2012,-1,-1,-1,-1,10
364,42888.0,2013,-1,3,3,-1,10
365,43196.0,2008,7,7,1,13,4
366,43196.0,2010,7,15,1,13,4
367,43196.0,2011,7,-1,1,13,4
368,43196.0,2012,-1,-1,1,13,4
369,43196.0,2013,7,-1,1,13,4
370,45876.0,2008,-1,31,-1,-1,5
371,45876.0,2009,-1,8,-1,29,5
372,45876.0,2010,-1,8,-1,-1,5
373,45876.0,2011,16,3,-1,-1,5
374,45876.0,2012,10,3,-1,-1,5
375,45876.0,2013,-1,10,22,7,5
376,45919.0,2008,-1,-1,13,0,7
377,45919.0,2010,-1,-1,-1,-1,7
378,45919.0,2011,2,-1,13,-1,7
379,45919.0,2012,-1,-1,13,0,7
380,45919.0,2013,-1,-1,-1,0,7
381,46080.0,2008,3,-1,2,-1,4
382,46080.0,2009,3,-1,16,3,4
383,46080.0,2010,-1,-1,2,3,4
384,46080.0,2011,3,-1,24,3,4
385,46080.0,2012,3,-1,2,5,4
386,46080.0,2013,3,-1,2,3,4
387,46129.0,2011,-1,35,27,-1,-1
388,47111.0,2008,11,6,19,-1,7
389,47111.0,2012,3,6,-1,3,-1
390,47111.0,2013,-1,-1,-1,3,-1
391,48287.0,2011,-1,-1,12,32,7
392,48287.0,2012,24,-1,-1,32,7
393,48287.0,2013,24,-1,-1,32,7
394,48898.0,2009,5,13,4,-1,8
395,48898.0,2010,5,4,4,4,8
396,48898.0,2011,-1,-1,4,4,8
397,48898.0,2012,5,-1,4,4,8
398,48898.0,2013,5,-1,4,4,8
399,49071.0,2009,0,0,0,0,11
400,49071.0,2010,0,0,0,0,11
401,49071.0,2011,0,0,0,0,11
402,49071.0,2013,0,0,0,0,11
403,49754.0,2010,12,16,10,10,14
404,49754.0,2011,12,-1,10,10,14
405,49754.0,2012,12,-1,10,10,14
406,49754.0,2013,12,16,10,10,14
407,49826.0,2009,34,3,31,-1,3
408,49826.0,2010,-1,-1,31,-1,3
409,49826.0,2011,-1,-1,-1,5,3
410,49826.0,2012,2,3,-1,26,3
411,49826.0,2013,-1,12,-1,26,3
412,50104.0,2008,5,1,15,1,0
413,50104.0,2009,6,1,3,1,0
414,50104.0,2011,6,1,3,1,0
415,50104.0,2012,6,1,-1,1,0
416,50104.0,2013,6,1,3,1,0
417,50710.0,2008,0,0,0,0,1
418,50863.0,2008,1,-1,1,19,3
419,50863.0,2009,1,5,1,-1,3
420,50863.0,2010,1,5,1,-1,3
421,50863.0,2011,1,-1,1,-1,3
422,50863.0,2012,1,5,1,-1,3
423,50863.0,2013,1,-1,1,-1,3
424,50957.0,2008,3,-1,2,-1,-1
425,50957.0,2011,3,-1,-1,32,-1
426,50957.0,2012,3,-1,-1,3,-1
427,51253.0,2010,-1,3,2,3,-1
428,51253.0,2011,-1,3,-1,3,-1
429,51253.0,2012,-1,-1,2,3,-1
430,51253.0,2013,-1,-1,-1,3,-1
431,52795.0,2010,-1,3,1,-1,-1
432,52795.0,2011,-1,3,1,-1,-1
433,52795.0,2012,4,13,-1,12,5
434,52827.0,2009,13,25,21,30,28
435,52827.0,2010,13,8,21,30,28
436,52827.0,2011,13,1,21,30,28
437,52827.0,2012,-1,25,-1,30,28
438,52827.0,2013,13,25,21,-1,28
439,54381.0,2009,-1,9,-1,-1,-1
440,54381.0,2010,9,9,7,8,-1
441,54381.0,2011,9,9,7,8,-1
442,54381.0,2012,9,9,-1,-1,-1
443,54381.0,2013,9,9,7,8,-1
444,54441.0,2009,-1,3,-1,-1,10
445,54441.0,2010,-1,3,3,-1,17
446,54441.0,2011,4,-1,12,-1,17
447,54441.0,2012,-1,-1,-1,-1,17
448,54441.0,2013,-1,10,-1,5,17
449,54480.0,2009,-1,-1,22,-1,-1
450,54480.0,2010,8,18,-1,-1,-1
451,54480.0,2011,-1,-1,22,-1,-1
452,54480.0,2012,-1,-1,22,-1,-1
453,54480.0,2013,17,-1,-1,1,-1
454,55067.0,2011,-1,-1,-1,-1,6
455,55067.0,2012,11,-1,2,3,-1
456,55067.0,2013,-1,-1,2,3,6
457,55135.0,2008,2,-1,9,-1,23
458,55135.0,2012,-1,-1,-1,33,23
459,55135.0,2013,-1,-1,-1,33,23
460,55785.0,2008,-1,-1,2,-1,24
461,55785.0,2009,-1,-1,2,-1,24
462,55785.0,2010,-1,-1,2,-1,24
463,55785.0,2011,-1,8,-1,-1,24
464,55785.0,2012,-1,-1,2,-1,24
465,55785.0,2013,-1,-1,-1,-1,24
466,56047.0,2008,-1,-1,-1,18,17
467,56047.0,2009,-1,27,-1,-1,17
468,56047.0,2010,27,-1,-1,1,17
469,56047.0,2012,-1,-1,-1,18,17
470,56047.0,2013,-1,-1,-1,-1,17
471,57528.0,2009,-1,-1,2,3,5
472,57528.0,2011,11,6,2,-1,7
473,57528.0,2012,3,6,2,3,6
474,57528.0,2013,11,19,2,3,6
475,58492.0,2009,26,-1,-1,-1,-1
476,58492.0,2010,26,-1,-1,-1,7
477,58492.0,2011,26,-1,6,-1,7
478,58492.0,2012,26,-1,19,-1,7
479,58492.0,2013,26,-1,19,26,7
480,59440.0,2010,3,21,2,3,35
481,59440.0,2011,3,21,-1,3,35
482,59440.0,2012,34,1,2,37,35
483,59440.0,2013,-1,21,2,3,35
484,59478.0,2009,0,0,0,0,-1
485,59478.0,2010,0,0,0,0,-1
486,59478.0,2011,0,0,0,0,-1
487,59478.0,2012,0,0,0,0,-1
488,59478.0,2013,0,0,0,0,-1
489,59527.0,2008,4,-1,12,5,29
490,59527.0,2009,4,3,15,1,29
491,59527.0,2010,4,-1,12,-1,29
492,59527.0,2011,-1,3,-1,5,29
493,59527.0,2012,-1,3,-1,-1,29
494,59527.0,2013,-1,3,-1,-1,29
495,60519.0,2009,-1,-1,-1,-1,19
496,60519.0,2010,36,-1,-1,-1,19
497,60519.0,2011,-1,-1,-1,-1,19
498,60519.0,2012,36,-1,-1,-1,19
499,60519.0,2013,-1,-1,-1,-1,28
500,60714.0,2009,5,4,-1,-1,5
501,60714.0,2010,5,4,-1,9,5
502,60714.0,2011,16,-1,14,7,5
503,60714.0,2012,16,4,14,-1,5
504,60714.0,2013,16,8,-1,-1,5
505,60751.0,2008,-1,-1,6,-1,10
506,60751.0,2009,-1,-1,0,2,10
507,60849.0,2009,-1,4,-1,1,0
508,60849.0,2010,-1,1,8,1,0
509,60849.0,2011,30,1,-1,-1,0
510,60849.0,2012,-1,-1,-1,1,0
511,60876.0,2010,0,-1,37,6,7
512,60876.0,2011,0,18,0,-1,-1
513,60977.0,2009,-1,-1,-1,4,5
514,60977.0,2010,-1,8,-1,4,-1
515,60977.0,2011,-1,10,-1,4,10
516,60977.0,2012,20,8,12,4,10
517,60977.0,2013,20,8,-1,4,10
518,61004.0,2012,1,-1,-1,-1,9
519,61004.0,2013,1,-1,1,-1,3
520,61986.0,2008,-1,34,6,10,32
521,61986.0,2010,-1,34,-1,-1,32
522,61986.0,2011,-1,34,-1,-1,32
523,61986.0,2012,-1,34,-1,8,32
524,61986.0,2013,-1,34,6,-1,32
525,62709.0,2008,2,24,6,-1,2
526,62709.0,2009,-1,-1,-1,6,2
527,62709.0,2010,2,-1,-1,6,2
528,62709.0,2011,2,-1,6,-1,-1
529,62709.0,2012,-1,-1,6,0,2
530,62709.0,2013,-1,-1,-1,-1,2
531,62996.0,2008,-1,13,-1,-1,-1
532,62996.0,2009,-1,28,-1,3,-1
533,62996.0,2010,-1,28,-1,32,-1
534,62996.0,2011,-1,-1,-1,32,-1
535,62996.0,2012,-1,-1,6,32,-1
536,62996.0,2013,-1,-1,2,32,-1
537,63908.0,2009,12,-1,10,10,14
538,63908.0,2010,12,19,10,10,14
539,63908.0,2011,11,-1,10,10,14
540,63908.0,2012,11,-1,10,10,14
541,63908.0,2013,11,-1,10,10,14
542,64040.0,2011,-1,-1,6,2,2
543,64040.0,2012,-1,33,-1,-1,-1
544,64040.0,2013,-1,2,6,32,-1
545,65770.0,2010,-1,5,1,35,3
546,65770.0,2012,-1,29,1,35,3
547,65770.0,2013,-1,5,1,35,3
548,66479.0,2008,0,0,0,0,20
549,66570.0,2009,-1,-1,-1,5,-1
550,66570.0,2012,-1,3,-1,5,5
551,66570.0,2013,-1,23,-1,-1,5
552,66740.0,2008,-1,5,-1,-1,3
553,66740.0,2009,4,-1,17,-1,3
554,66740.0,2010,4,-1,-1,5,3
555,66740.0,2011,-1,3,12,-1,3
556,66740.0,2012,-1,3,-1,5,3
557,66740.0,2013,-1,3,-1,5,3
558,66756.0,2008,5,4,4,4,8
559,66756.0,2009,5,4,4,4,15
560,66756.0,2010,5,4,4,4,15
561,66756.0,2011,5,4,4,4,8
562,66756.0,2012,-1,4,4,4,8
563,66756.0,2013,5,4,4,4,8
564,67716.0,2009,5,1,3,4,19
565,67716.0,2011,-1,1,3,1,19
566,67716.0,2012,6,1,3,-1,19
567,67716.0,2013,-1,1,4,-1,19
568,68505.0,2008,1,2,1,-1,-1
569,68505.0,2009,1,5,1,2,-1
570,68505.0,2010,1,5,1,2,17
571,68505.0,2011,4,5,1,-1,4
572,69488.0,2011,-1,-1,-1,-1,-1
573,69488.0,2013,24,-1,6,14,-1
574,69671.0,2011,-1,19,6,1,6
575,69671.0,2012,-1,-1,-1,-1,6
576,70318.0,2008,0,0,0,0,11
577,70318.0,2011,0,0,0,0,11
578,70318.0,2012,0,0,0,0,-1
579,70318.0,2013,0,0,0,0,11
580,70415.0,2013,-1,10,-1,25,-1
581,70487.0,2011,0,0,0,0,2
582,70487.0,2012,0,0,0,0,2
583,70487.0,2013,0,0,0,0,2
584,70866.0,2008,15,-1,2,-1,9
585,70866.0,2009,0,-1,-1,14,9
586,70866.0,2010,-1,12,-1,-1,9
587,70866.0,2011,-1,-1,-1,-1,9
588,70866.0,2012,15,-1,-1,-1,9
589,70866.0,2013,-1,-1,-1,11,9
590,71691.0,2011,7,-1,1,24,22
591,71691.0,2012,7,15,-1,24,22
592,71691.0,2013,-1,-1,1,24,22
593,71829.0,2008,14,1,-1,1,0
594,71829.0,2009,-1,1,-1,1,0
595,71829.0,2010,14,1,-1,1,0
596,71829.0,2011,-1,1,3,1,0
597,71829.0,2012,-1,1,-1,1,0
598,71829.0,2013,-1,1,-1,1,0
599,72207.0,2008,-1,1,3,1,0
600,72207.0,2009,-1,1,-1,1,0
601,72207.0,2010,6,1,-1,1,0
602,72207.0,2011,6,-1,-1,1,0
603,72207.0,2012,6,1,-1,1,0
604,72207.0,2013,6,1,-1,1,0
605,72903.0,2009,5,4,4,4,-1
606,72903.0,2011,5,4,4,4,-1
607,72903.0,2012,5,4,-1,4,8
608,72903.0,2013,5,4,4,4,8
609,73088.0,2008,5,-1,4,-1,8
610,73088.0,2011,-1,4,4,-1,8
611,73088.0,2012,5,4,4,-1,8
612,73088.0,2013,5,4,-1,-1,8
613,73309.0,2008,22,8,-1,-1,0
614,73309.0,2009,22,8,15,-1,0
615,73309.0,2010,8,8,-1,7,0
616,73309.0,2011,22,8,-1,-1,0
617,73309.0,2012,22,8,-1,7,0
618,73309.0,2013,-1,8,-1,-1,0
619,73756.0,2008,14,1,8,1,17
620,73756.0,2009,14,1,8,1,17
621,73756.0,2011,14,1,8,1,0
622,73756.0,2012,14,1,8,1,0
623,73756.0,2013,14,1,8,1,0
624,74303.0,2008,8,-1,19,-1,6
625,74303.0,2010,-1,18,3,-1,-1
626,74303.0,2011,-1,-1,-1,29,-1
627,74303.0,2012,-1,-1,-1,1,6
628,74303.0,2013,-1,-1,-1,-1,6
629,74818.0,2011,-1,9,7,9,9
630,74818.0,2012,-1,-1,-1,9,9
631,74818.0,2013,-1,9,7,-1,-1
632,75208.0,2008,27,27,-1,18,17
633,75208.0,2009,27,27,8,18,17
634,75208.0,2010,27,27,23,18,17
635,75252.0,2008,0,0,-1,0,-1
636,75252.0,2009,0,-1,9,-1,-1
637,75252.0,2010,-1,0,9,-1,-1
