,cik,year
4691,944048.0,2010
4692,944048.0,2011
4693,944048.0,2012
4694,944048.0,2013
4698,1138830.0,2009
4699,1138830.0,2010
4704,1094348.0,2011
4705,1094348.0,2012
4706,1094348.0,2013
4709,1002638.0,2010
4710,1002638.0,2011
4711,1002638.0,2012
4712,1002638.0,2013
4713,47217.0,2008
4715,47217.0,2010
4716,47217.0,2011
4717,47217.0,2012
4718,47217.0,2013
4721,800458.0,2011
4722,800458.0,2012
4723,800458.0,2013
4727,826683.0,2011
4729,1093434.0,2009
4731,915389.0,2008
4732,915389.0,2009
4733,915389.0,2010
4734,915389.0,2011
4735,915389.0,2012
4736,915389.0,2013
4738,741508.0,2009
4739,741508.0,2010
4740,741508.0,2011
4741,741508.0,2012
4746,932872.0,2011
4747,932872.0,2012
4748,932872.0,2013
4749,1278021.0,2008
4750,1278021.0,2009
4751,1278021.0,2010
4752,1278021.0,2011
4753,1278021.0,2012
4754,1278021.0,2013
4756,1324189.0,2011
4757,1324189.0,2012
4758,1324189.0,2013
4761,352613.0,2011
4762,352613.0,2012
4763,352613.0,2013
4765,1138804.0,2009
4767,1001082.0,2008
4768,1001082.0,2009
4769,1001082.0,2010
4770,1001082.0,2011
4771,1001082.0,2012
4772,1001082.0,2013
4775,87753.0,2010
4777,87753.0,2012
4778,87753.0,2013
4779,1104042.0,2008
4780,1104042.0,2009
4781,1104042.0,2010
4783,1089638.0,2008
4784,1089638.0,2009
4785,1089638.0,2010
4790,940181.0,2012
4793,1734107.0,2008
4794,1734107.0,2009
4795,1734107.0,2010
4796,1734107.0,2011
4797,1734107.0,2012
4798,1734107.0,2013
4803,1005897.0,2008
4805,1005897.0,2010
4806,1005897.0,2011
4807,1005897.0,2012
4808,1005897.0,2013
4809,710979.0,2008
4810,710979.0,2009
4812,51143.0,2008
4813,51143.0,2009
4814,51143.0,2010
4815,51143.0,2011
4816,51143.0,2012
4817,51143.0,2013
4818,1005141.0,2008
4819,1005141.0,2009
4820,1005141.0,2010
4821,1005141.0,2011
4822,1005141.0,2012
4823,1005141.0,2013
4825,817366.0,2008
4826,817366.0,2009
4827,817366.0,2010
4828,817366.0,2011
4829,817366.0,2012
4830,817366.0,2013
4835,1282977.0,2012
4836,1282977.0,2013
4840,1089702.0,2012
4841,1089702.0,2013
4843,1093557.0,2009
4845,1093557.0,2011
4846,1093557.0,2012
4847,1093557.0,2013
4849,1172480.0,2009
4851,1172480.0,2011
4852,1172480.0,2012
4855,1333170.0,2009
4856,1333170.0,2010
4857,1333170.0,2011
4858,1333170.0,2012
4859,1333170.0,2013
4860,1138412.0,2008
4861,1138412.0,2009
4867,1808065.0,2008
4868,1808065.0,2009
4869,1808065.0,2010
4870,1808065.0,2011
4871,1808065.0,2012
4872,1808065.0,2013
4873,769397.0,2008
4874,769397.0,2009
4875,769397.0,2010
4876,769397.0,2011
4877,769397.0,2012
4878,769397.0,2013
4882,1085280.0,2008
4883,1085280.0,2009
4884,1085280.0,2010
4885,1085280.0,2011
4886,1085280.0,2012
4887,1085280.0,2013
4888,1059993.0,2008
4889,1059993.0,2009
4890,1059993.0,2010
4891,1059993.0,2011
4892,1059993.0,2012
4893,1059993.0,2013
4899,1024732.0,2009
4900,1024732.0,2010
4901,1024732.0,2011
4902,1024732.0,2012
4903,1024732.0,2013
4905,1286225.0,2011
4906,1286225.0,2012
4907,1286225.0,2013
4910,1205727.0,2010
4911,1205727.0,2011
4912,1205727.0,2012
4913,1205727.0,2013
4916,1113784.0,2010
4917,1113784.0,2011
4918,1113784.0,2012
4919,1113784.0,2013
4920,1032208.0,2008
4921,1032208.0,2009
4922,1032208.0,2010
4923,1032208.0,2011
4924,1032208.0,2012
4925,1032208.0,2013
4926,92122.0,2008
4927,92122.0,2009
4928,92122.0,2010
4929,92122.0,2011
4930,92122.0,2012
4931,92122.0,2013
4934,828750.0,2008
4935,828750.0,2009
4936,828750.0,2010
4947,1061574.0,2011
4948,1061574.0,2012
4949,1061574.0,2013
4954,1099160.0,2010
4955,1099160.0,2011
4956,1099160.0,2012
4957,1099160.0,2013
4958,1084048.0,2008
4959,1084048.0,2009
4960,1084048.0,2010
4961,1084048.0,2011
4962,1084048.0,2012
4963,1084048.0,2013
4964,1595262.0,2008
4967,1293153.0,2010
4969,1293153.0,2012
4971,790070.0,2008
4972,790070.0,2009
4973,790070.0,2010
4974,790070.0,2011
4975,790070.0,2012
4976,790070.0,2013
4977,1130591.0,2008
4978,1130591.0,2009
4979,1130591.0,2010
4980,1130591.0,2011
4981,1130591.0,2012
4982,1130591.0,2013
4988,1113809.0,2008
4990,1113809.0,2010
4991,1113809.0,2011
4992,1113809.0,2012
4993,1113809.0,2013
5000,1108524.0,2008
5003,1108524.0,2011
5004,1108524.0,2012
5005,1108524.0,2013
5008,6292.0,2011
5009,6292.0,2012
5011,1113206.0,2010
5015,893965.0,2008
5016,893965.0,2009
5019,895655.0,2009
5020,895655.0,2010
5021,895655.0,2011
5022,895655.0,2012
5023,895655.0,2013
5025,1208261.0,2010
5026,1208261.0,2011
5030,932372.0,2011
5031,932372.0,2012
5032,932372.0,2013
5034,1047127.0,2009
5035,1047127.0,2010
5036,1047127.0,2011
5037,1047127.0,2012
5038,1047127.0,2013
5039,1119985.0,2010
5040,1119985.0,2011
5041,1119985.0,2012
5042,1119985.0,2013
5044,1643848.0,2011
5045,1643848.0,2012
5049,1363851.0,2010
5050,1363851.0,2011
5051,1363851.0,2012
5052,1363851.0,2013
5053,1048911.0,2008
5054,1048911.0,2009
5055,1048911.0,2010
5056,1048911.0,2011
5057,1048911.0,2012
5058,1048911.0,2013
5060,1767740.0,2011
5062,1767740.0,2013
5063,1104349.0,2008
5064,1104349.0,2009
5065,1104349.0,2010
5066,1104349.0,2011
5067,1104349.0,2012
5068,1104349.0,2013
5072,1109345.0,2011
5073,1109345.0,2012
5074,1109345.0,2013
5076,1301712.0,2011
5078,1020416.0,2008
5079,1020416.0,2009
5081,1020416.0,2011
5082,1020416.0,2012
5083,1020416.0,2013
5088,1130166.0,2011
5089,1130166.0,2012
5090,1130166.0,2013
5101,1107843.0,2013
5103,1124610.0,2009
5104,1124610.0,2010
5105,1124610.0,2011
5106,1124610.0,2012
5107,1124610.0,2013
5108,1059790.0,2008
5109,1059790.0,2009
5111,1059790.0,2011
5112,1059790.0,2012
5113,1059790.0,2013
5114,8670.0,2008
5115,8670.0,2009
5116,8670.0,2010
5117,8670.0,2011
5118,8670.0,2012
5119,8670.0,2013
5121,1003470.0,2011
5122,1003470.0,2012
5123,1003470.0,2013
5124,864749.0,2008
5125,864749.0,2009
5126,864749.0,2010
5127,864749.0,2011
5128,864749.0,2012
5129,864749.0,2013
5134,1000184.0,2012
5135,1000184.0,2013
5137,767920.0,2009
5138,767920.0,2010
5139,767920.0,2011
5140,767920.0,2012
5141,767920.0,2013
5145,1141299.0,2011
5147,1141299.0,2013
5149,1478028.0,2011
5154,750199.0,2010
5155,750199.0,2011
5156,750199.0,2012
5157,750199.0,2013
5166,65770.0,2009
5167,65770.0,2010
5168,65770.0,2011
5169,65770.0,2012
5170,65770.0,2013
5171,850579.0,2008
5172,850579.0,2009
5173,850579.0,2010
5174,850579.0,2011
5175,850579.0,2012
5176,850579.0,2013
5187,1760173.0,2009
5188,1760173.0,2010
5189,1760173.0,2011
5190,1760173.0,2012
5191,1760173.0,2013
5193,949158.0,2009
5195,949158.0,2011
5196,949158.0,2012
5197,949158.0,2013
5199,1906324.0,2009
5200,1906324.0,2010
5201,1906324.0,2011
5202,1906324.0,2012
5203,1906324.0,2013
5206,859163.0,2010
5207,859163.0,2011
5208,859163.0,2012
5209,859163.0,2013
5212,1287151.0,2010
5213,1287151.0,2011
5214,1287151.0,2012
5215,1287151.0,2013
5217,1110647.0,2009
5218,1110647.0,2010
5219,1110647.0,2011
5220,1110647.0,2012
5221,1110647.0,2013
5222,798354.0,2008
5223,798354.0,2009
5224,798354.0,2010
5225,798354.0,2011
5226,798354.0,2012
5227,798354.0,2013
5229,1517393.0,2012
5230,1517393.0,2013
5240,1378453.0,2009
5241,1378453.0,2010
5242,1378453.0,2011
5243,1378453.0,2012
5244,1378453.0,2013
5245,1292426.0,2008
5246,1292426.0,2009
5247,1292426.0,2010
5248,1292426.0,2011
5249,1292426.0,2012
5250,1292426.0,2013
5251,1014507.0,2008
5252,1014507.0,2009
5253,1014507.0,2010
5254,1014507.0,2011
5255,1014507.0,2012
5256,1014507.0,2013
5261,1339605.0,2008
5262,1339605.0,2009
5263,1339605.0,2010
5264,1339605.0,2011
5265,1339605.0,2012
5266,1339605.0,2013
5272,1183186.0,2009
5273,1183186.0,2010
5274,1183186.0,2011
5275,1183186.0,2012
5282,1036968.0,2011
5283,1036968.0,2012
5284,1036968.0,2013
5286,749251.0,2009
5287,749251.0,2010
5288,749251.0,2011
5289,749251.0,2012
5290,749251.0,2013
5292,352825.0,2008
5293,352825.0,2009
5294,352825.0,2010
5295,352825.0,2011
5296,352825.0,2012
5297,352825.0,2013
5302,1095616.0,2012
5303,1095616.0,2013
5305,1172222.0,2010
5306,1172222.0,2011
5307,1172222.0,2012
5308,1172222.0,2013
5312,1171759.0,2008
5313,1171759.0,2009
5314,1171759.0,2010
5315,1171759.0,2011
5316,1171759.0,2012
5317,1171759.0,2013
5319,1037961.0,2011
5320,1037961.0,2012
5321,1037961.0,2013
5328,25475.0,2008
5329,25475.0,2009
5330,25475.0,2010
5331,25475.0,2011
5332,25475.0,2012
5333,25475.0,2013
5340,1719636.0,2013
5354,802724.0,2011
5355,802724.0,2012
5356,802724.0,2013
5361,1014111.0,2009
5362,1014111.0,2010
5363,1014111.0,2011
5364,1014111.0,2012
5365,1014111.0,2013
5367,2135.0,2009
5374,1622449.0,2012
5375,1622449.0,2013
5378,4904.0,2010
5380,4904.0,2012
5381,4904.0,2013
5382,1265888.0,2008
5383,1265888.0,2009
5384,1265888.0,2010
5385,1265888.0,2011
5386,1265888.0,2012
5387,1265888.0,2013
5388,1390777.0,2008
5389,1390777.0,2009
5390,1390777.0,2010
5391,1390777.0,2011
5392,1390777.0,2012
5393,1390777.0,2013
5396,879796.0,2011
5397,879796.0,2012
5398,879796.0,2013
5411,1054374.0,2008
5412,1054374.0,2009
5413,1054374.0,2010
5414,1054374.0,2011
5415,1054374.0,2012
5416,1054374.0,2013
5417,1002225.0,2008
5418,1002225.0,2009
5419,1002225.0,2010
5420,1002225.0,2011
5421,1002225.0,2012
5422,1002225.0,2013
5424,1076195.0,2009
5425,1076195.0,2010
5426,1076195.0,2011
5427,1076195.0,2012
5428,1076195.0,2013
5429,68709.0,2008
5430,68709.0,2009
5431,68709.0,2010
5433,68709.0,2012
5434,68709.0,2013
5436,1235468.0,2009
5437,1235468.0,2010
5438,1235468.0,2011
5439,1235468.0,2012
5440,1235468.0,2013
5441,1219210.0,2011
5442,1219210.0,2012
5443,1219210.0,2013
5449,1117733.0,2012
5450,1117733.0,2013
5457,932787.0,2009
5459,932787.0,2011
5460,932787.0,2012
5461,932787.0,2013
5464,1117297.0,2011
5465,1117297.0,2012
5466,1117297.0,2013
5467,850483.0,2010
5468,850483.0,2011
5470,1117106.0,2009
5471,1117106.0,2010
5472,1117106.0,2011
5473,1117106.0,2012
5474,1117106.0,2013
5476,63908.0,2009
5477,63908.0,2010
5478,63908.0,2011
5479,63908.0,2012
5480,63908.0,2013
5482,310158.0,2008
5484,200406.0,2008
5485,200406.0,2009
5487,200406.0,2011
5488,200406.0,2012
5489,200406.0,2013
5491,75488.0,2009
5492,75488.0,2010
5493,75488.0,2011
5494,75488.0,2012
5495,75488.0,2013
5497,1123970.0,2012
5498,1123970.0,2013
5500,945983.0,2011
5501,945983.0,2012
5502,945983.0,2013
5503,97476.0,2008
5504,97476.0,2009
5505,97476.0,2010
5506,97476.0,2011
5507,97476.0,2012
5508,97476.0,2013
5517,1622478.0,2012
5518,1622478.0,2013
5520,47710.0,2013
5522,1324482.0,2009
5524,72331.0,2008
5525,72331.0,2009
5526,72331.0,2010
5527,72331.0,2011
5528,72331.0,2012
5529,72331.0,2013
5531,944346.0,2011
5532,944346.0,2012
5533,944346.0,2013
5537,1594176.0,2011
5538,1594176.0,2012
5539,1594176.0,2013
5541,1090872.0,2008
5542,1090872.0,2009
5543,1090872.0,2010
5544,1090872.0,2011
5545,1090872.0,2012
5546,1090872.0,2013
5547,1077428.0,2008
5548,1077428.0,2009
5549,1077428.0,2010
5550,1077428.0,2011
5551,1077428.0,2012
5552,1077428.0,2013
5563,798955.0,2009
5564,798955.0,2010
5565,798955.0,2011
5566,101829.0,2008
5567,101829.0,2009
5568,101829.0,2010
5569,101829.0,2011
5570,101829.0,2012
5571,101829.0,2013
5572,1156039.0,2008
5573,1156039.0,2009
5575,1156039.0,2011
5576,1156039.0,2012
5577,1156039.0,2013
5582,1141107.0,2008
5583,1141107.0,2009
5584,1141107.0,2010
5585,1141107.0,2011
5586,1141107.0,2012
5587,1141107.0,2013
5589,1443646.0,2012
5590,1443646.0,2013
5594,1122342.0,2011
5595,1122342.0,2012
5596,1122342.0,2013
5597,78003.0,2008
5598,78003.0,2009
5599,78003.0,2010
5600,78003.0,2011
5601,78003.0,2012
5602,78003.0,2013
5607,776325.0,2008
5608,776325.0,2009
5611,776325.0,2012
5612,776325.0,2013
5613,940510.0,2008
5614,940510.0,2009
5616,102729.0,2008
5617,102729.0,2009
5618,102729.0,2010
5619,102729.0,2011
5620,102729.0,2012
5621,102729.0,2013
5623,918763.0,2009
5624,918763.0,2010
5625,918763.0,2011
5626,918763.0,2012
5627,918763.0,2013
5629,1080747.0,2013
5630,739404.0,2008
5631,739404.0,2009
5632,739404.0,2010
5633,739404.0,2011
5634,739404.0,2012
5635,739404.0,2013
5636,1122904.0,2008
5637,1122904.0,2009
5638,1122904.0,2010
5639,1122904.0,2011
5640,1122904.0,2012
5641,1122904.0,2013
5643,5513.0,2009
5645,5513.0,2011
5646,5513.0,2012
5647,5513.0,2013
5654,716133.0,2009
5655,716133.0,2010
5656,716133.0,2011
5657,716133.0,2012
5658,716133.0,2013
5661,1750.0,2010
5662,1750.0,2011
5663,1750.0,2012
5664,1750.0,2013
5666,1163932.0,2012
5668,6201.0,2008
5669,6201.0,2009
5670,6201.0,2010
5673,2488.0,2008
5674,2488.0,2009
5675,2488.0,2010
5676,2488.0,2011
5677,2488.0,2012
5678,2488.0,2013
5680,701345.0,2009
5681,701345.0,2010
5682,701345.0,2011
5683,701345.0,2012
5685,70866.0,2008
5686,70866.0,2009
5687,70866.0,2010
5688,70866.0,2011
5689,70866.0,2012
5690,70866.0,2013
5694,6769.0,2010
5695,6769.0,2011
5696,6769.0,2012
5697,6769.0,2013
5699,718940.0,2010
5700,718940.0,2011
5701,718940.0,2012
5702,718940.0,2013
5703,9389.0,2008
5704,9389.0,2009
5705,9389.0,2010
5706,9389.0,2011
5707,9389.0,2012
5708,9389.0,2013
5711,1045450.0,2010
5712,1045450.0,2011
5713,1045450.0,2012
5714,1045450.0,2013
5716,351346.0,2010
5718,351346.0,2012
5719,351346.0,2013
5720,746598.0,2008
5722,746598.0,2010
5723,746598.0,2011
5724,746598.0,2012
5725,746598.0,2013
5728,756620.0,2011
5729,756620.0,2012
5730,756620.0,2013
5731,15615.0,2008
5732,15615.0,2009
5733,15615.0,2010
5734,15615.0,2011
5735,15615.0,2012
5736,15615.0,2013
5737,14930.0,2008
5738,14930.0,2009
5739,14930.0,2010
5740,14930.0,2011
5741,14930.0,2012
5742,14930.0,2013
5744,805022.0,2010
5745,805022.0,2011
5746,805022.0,2012
5747,805022.0,2013
5748,701347.0,2008
5749,701347.0,2009
5750,701347.0,2010
5751,701347.0,2011
5752,701347.0,2012
5753,701347.0,2013
5755,350199.0,2009
5756,350199.0,2010
5757,350199.0,2011
5758,350199.0,2012
5759,350199.0,2013
5761,18396.0,2009
5762,18396.0,2010
5763,18396.0,2011
5764,18396.0,2012
5765,18396.0,2013
5768,25354.0,2010
5771,16040.0,2009
5772,16040.0,2010
5773,16040.0,2011
5774,16040.0,2012
5775,16040.0,2013
5776,1383183.0,2011
5777,1383183.0,2012
5780,721371.0,2009
5781,721371.0,2010
5782,721371.0,2011
5783,721371.0,2012
5784,721371.0,2013
5786,18532.0,2009
5791,24090.0,2011
5792,24090.0,2012
5796,20232.0,2010
5797,20232.0,2011
5798,701221.0,2008
5800,701221.0,2010
5801,701221.0,2011
5802,701221.0,2012
5803,701221.0,2013
5805,21510.0,2009
5808,21510.0,2012
5809,21510.0,2013
5810,1166691.0,2008
5812,1166691.0,2010
5813,1166691.0,2011
5814,1166691.0,2012
5815,1166691.0,2013
5816,24741.0,2008
5817,24741.0,2009
5818,24741.0,2010
5819,24741.0,2011
5820,24741.0,2012
5821,24741.0,2013
5822,1912291.0,2008
5823,1912291.0,2009
5824,1912291.0,2010
5825,1912291.0,2011
5826,1912291.0,2012
5827,1912291.0,2013
5828,25212.0,2008
5829,25212.0,2009
5831,25212.0,2011
5832,25212.0,2012
5833,25212.0,2013
5835,26780.0,2009
5836,26780.0,2010
5837,26780.0,2011
5838,26780.0,2012
5839,26780.0,2013
5840,27419.0,2008
5842,27419.0,2010
5843,27419.0,2011
5844,27419.0,2012
5845,27419.0,2013
5846,29644.0,2008
5848,29644.0,2010
5849,29644.0,2011
5850,29644.0,2012
5851,29644.0,2013
5852,29905.0,2008
5853,29905.0,2009
5854,29905.0,2010
5855,29905.0,2011
5856,29905.0,2012
5857,29905.0,2013
5858,1551182.0,2008
5860,1551182.0,2010
5861,1551182.0,2011
5862,1551182.0,2012
5863,1551182.0,2013
5864,277595.0,2008
5865,277595.0,2009
5866,277595.0,2010
5867,277595.0,2011
5868,277595.0,2012
5869,277595.0,2013
5871,33185.0,2009
5872,33185.0,2010
5873,33185.0,2011
5874,33185.0,2012
5875,33185.0,2013
5877,1474439.0,2011
5878,1474439.0,2012
5879,1474439.0,2013
5880,35214.0,2008
5881,35214.0,2009
5882,35214.0,2010
5883,35214.0,2011
5884,35214.0,2012
5885,35214.0,2013
5886,36047.0,2008
5890,40211.0,2008
5893,40211.0,2011
5894,40211.0,2012
5895,40211.0,2013
5896,40545.0,2008
5897,40545.0,2009
5899,40545.0,2011
5900,40545.0,2012
5901,40545.0,2013
5903,805264.0,2008
5905,805264.0,2010
5906,805264.0,2011
5907,805264.0,2012
5908,805264.0,2013
5910,716314.0,2010
5912,716314.0,2012
5913,716314.0,2013
5914,734716.0,2008
5915,734716.0,2009
5916,734716.0,2010
5917,734716.0,2011
5918,734716.0,2012
5919,734716.0,2013
5920,45012.0,2008
5921,45012.0,2009
5922,45012.0,2010
5923,45012.0,2011
5924,45012.0,2012
5925,45012.0,2013
5927,46129.0,2011
5929,216374.0,2009
5931,216374.0,2011
5932,216374.0,2012
5933,216374.0,2013
5934,48039.0,2008
5935,48039.0,2009
5937,48039.0,2011
5938,48039.0,2012
5939,48039.0,2013
5941,833079.0,2009
5942,833079.0,2010
5943,833079.0,2011
5944,833079.0,2012
5945,833079.0,2013
5947,1688036.0,2009
5953,715787.0,2010
5954,715787.0,2011
5955,715787.0,2012
5956,715787.0,2013
5958,57528.0,2009
5959,57528.0,2010
5960,57528.0,2011
5961,57528.0,2012
5962,57528.0,2013
5964,740726.0,2011
5967,704051.0,2009
5968,704051.0,2010
5969,704051.0,2011
5970,704051.0,2012
5971,704051.0,2013
5975,60667.0,2009
5976,60667.0,2010
5978,60667.0,2012
5979,60667.0,2013
5982,62234.0,2010
5983,62234.0,2011
5984,62234.0,2012
5985,62234.0,2013
5986,773141.0,2008
5987,773141.0,2009
5988,773141.0,2010
5989,773141.0,2011
5990,773141.0,2012
5991,773141.0,2013
5992,63754.0,2008
5994,63754.0,2010
5995,63754.0,2011
5996,63754.0,2012
5997,63754.0,2013
6000,62996.0,2008
6001,62996.0,2009
6002,62996.0,2010
6003,62996.0,2011
6004,62996.0,2012
6005,62996.0,2013
6008,70530.0,2010
6009,70530.0,2011
6010,72444.0,2008
6011,72444.0,2009
6012,72444.0,2010
6013,72444.0,2011
6016,72423.0,2011
6017,72423.0,2012
6018,72423.0,2013
6021,795212.0,2011
6022,795212.0,2012
6023,795212.0,2013
6032,73088.0,2008
6033,73088.0,2009
6035,73088.0,2011
6036,73088.0,2012
6037,73088.0,2013
6038,73309.0,2008
6039,73309.0,2009
6040,73309.0,2010
6041,73309.0,2011
6042,73309.0,2012
6043,73309.0,2013
6044,75829.0,2008
6046,75829.0,2010
6047,75829.0,2011
6048,75829.0,2012
6049,75829.0,2013
6050,922224.0,2008
6051,922224.0,2009
6052,922224.0,2010
6053,922224.0,2011
6054,922224.0,2012
6055,922224.0,2013
6056,1099219.0,2008
6057,1099219.0,2009
6058,1099219.0,2010
6059,1099219.0,2011
6060,1099219.0,2012
6061,1099219.0,2013
6063,313216.0,2011
6064,313216.0,2012
6065,313216.0,2013
6067,355429.0,2009
6068,355429.0,2010
6069,355429.0,2011
6070,355429.0,2012
6071,355429.0,2013
6074,708818.0,2010
6075,708818.0,2011
6076,708818.0,2012
6077,708818.0,2013
6080,719739.0,2010
6081,719739.0,2011
6082,719739.0,2012
6083,719739.0,2013
6085,742278.0,2009
6087,742278.0,2011
6088,742278.0,2012
6089,742278.0,2013
6092,84748.0,2010
6093,84748.0,2011
6094,84748.0,2012
6095,84748.0,2013
6096,745308.0,2008
6097,745308.0,2009
6100,745308.0,2013
6101,754737.0,2008
6102,754737.0,2009
6103,754737.0,2010
6104,754737.0,2011
6105,754737.0,2012
6106,754737.0,2013
6107,91747.0,2008
6108,91747.0,2009
6110,91747.0,2011
6111,91747.0,2012
6112,91747.0,2013
6114,799146.0,2009
6115,799146.0,2010
6116,799146.0,2011
6117,799146.0,2012
6118,799146.0,2013
6123,93751.0,2008
6124,93751.0,2009
6125,93751.0,2010
6126,93751.0,2011
6127,93751.0,2012
6128,93751.0,2013
6130,96021.0,2009
6131,96021.0,2010
6132,96021.0,2011
6133,96021.0,2012
6134,96021.0,2013
6137,1650240.0,2010
6138,1650240.0,2011
6139,1650240.0,2012
6144,318833.0,2010
6145,318833.0,2011
6146,318833.0,2012
6147,318833.0,2013
6150,704562.0,2009
6151,704562.0,2010
6152,704562.0,2011
6153,704562.0,2012
6154,704562.0,2013
6156,886986.0,2009
6157,886986.0,2010
6158,886986.0,2011
6159,886986.0,2012
6160,886986.0,2013
6164,96966.0,2011
6165,96966.0,2012
6166,96966.0,2013
6167,1746455.0,2010
6168,1746455.0,2011
6169,1746455.0,2012
6173,737758.0,2010
6174,737758.0,2011
6175,737758.0,2012
6176,737758.0,2013
6179,100493.0,2008
6180,100493.0,2009
6181,100493.0,2010
6182,100493.0,2011
6183,100493.0,2012
6184,100493.0,2013
6185,823768.0,2008
6186,823768.0,2009
6187,823768.0,2010
6188,823768.0,2011
6189,823768.0,2012
6190,823768.0,2013
6192,884614.0,2009
6193,884614.0,2010
6194,884614.0,2011
6195,884614.0,2012
6196,884614.0,2013
6197,1092043.0,2008
6198,1092043.0,2009
6199,1092043.0,2010
6200,1092043.0,2011
6201,1092043.0,2012
6202,1092043.0,2013
6205,100726.0,2011
6206,100726.0,2012
6207,100726.0,2013
6208,798949.0,2008
6209,798949.0,2009
6210,798949.0,2010
6212,798949.0,2012
6213,798949.0,2013
6216,102037.0,2010
6218,102037.0,2012
6219,102037.0,2013
6220,103379.0,2008
6221,103379.0,2009
6222,103379.0,2010
6223,103379.0,2011
6224,103379.0,2012
6225,103379.0,2013
6226,1744489.0,2008
6227,1744489.0,2009
6228,1744489.0,2010
6229,1744489.0,2011
6230,1744489.0,2012
6231,1744489.0,2013
6238,49573.0,2008
6241,716006.0,2009
6242,716006.0,2010
6245,716006.0,2013
6250,16988.0,2013
6256,716643.0,2009
6257,716643.0,2010
6258,716643.0,2011
6259,716643.0,2012
6260,716643.0,2013
6261,831641.0,2008
6262,831641.0,2009
6263,831641.0,2010
6264,831641.0,2011
6265,831641.0,2012
6266,831641.0,2013
6268,895419.0,2009
6269,895419.0,2010
6270,895419.0,2011
6271,895419.0,2012
6272,895419.0,2013
6273,1096142.0,2008
6274,1096142.0,2009
6275,1096142.0,2010
6276,1096142.0,2011
6277,1096142.0,2012
6278,1096142.0,2013
6280,1750460.0,2011
6281,1750460.0,2012
6282,1750460.0,2013
6285,1020073.0,2008
6286,1020073.0,2009
6289,1020073.0,2012
6290,1020073.0,2013
6291,913142.0,2008
6292,913142.0,2009
6293,913142.0,2010
6294,913142.0,2011
6295,913142.0,2012
6296,913142.0,2013
6298,1126328.0,2009
6299,1126328.0,2010
6300,1126328.0,2011
6301,1126328.0,2012
6302,1126328.0,2013
6304,921365.0,2009
6307,315449.0,2012
6308,315449.0,2013
6311,897547.0,2008
6312,897547.0,2009
6313,897547.0,2010
6314,897547.0,2011
6315,897547.0,2012
6316,897547.0,2013
6317,896159.0,2008
6318,896159.0,2009
6319,896159.0,2010
6320,896159.0,2011
6321,896159.0,2012
6322,896159.0,2013
6326,879407.0,2011
6327,879407.0,2012
6328,879407.0,2013
6332,810383.0,2011
6333,810383.0,2012
6334,810383.0,2013
6337,893949.0,2010
6338,893949.0,2011
6339,893949.0,2012
6340,893949.0,2013
6341,45919.0,2008
6343,45919.0,2010
6344,45919.0,2011
6345,45919.0,2012
6346,45919.0,2013
6349,809116.0,2011
6350,809116.0,2012
6351,809116.0,2013
6354,1001250.0,2008
6355,1001250.0,2009
6356,1001250.0,2010
6357,1001250.0,2011
6358,1001250.0,2012
6359,1001250.0,2013
6363,844161.0,2012
6364,844161.0,2013
6365,894738.0,2010
6366,894738.0,2011
6371,314423.0,2012
6372,314423.0,2013
6377,1089872.0,2012
6378,1089872.0,2013
6381,886744.0,2010
6382,886744.0,2011
6383,886744.0,2012
6387,1019671.0,2010
6388,1019671.0,2011
6389,1019671.0,2012
6390,1019671.0,2013
6392,1424454.0,2009
6393,1424454.0,2010
6394,1424454.0,2011
6395,1424454.0,2012
6396,1424454.0,2013
6399,103220.0,2010
6400,103220.0,2011
6401,103220.0,2012
6402,103220.0,2013
6403,1037676.0,2008
6404,1037676.0,2009
6405,1037676.0,2010
6406,1037676.0,2011
6407,1037676.0,2012
6408,1037676.0,2013
6411,1014739.0,2010
6412,1014739.0,2011
6413,1014739.0,2012
6414,1014739.0,2013
6415,1040426.0,2008
6416,1040426.0,2009
6417,1040426.0,2010
6418,1040426.0,2011
6419,1040426.0,2012
6420,1040426.0,2013
6422,799526.0,2009
6423,799526.0,2010
6426,4187.0,2011
6430,1046131.0,2010
6431,1046131.0,2011
6434,1022705.0,2011
6435,1022705.0,2012
6436,1022705.0,2013
6440,1054905.0,2009
6441,1054905.0,2010
6442,1054905.0,2011
6443,1054905.0,2012
6444,1054905.0,2013
6451,1056923.0,2010
6452,1056923.0,2011
6453,1056923.0,2012
6454,1056923.0,2013
6455,1043337.0,2008
6456,1043337.0,2009
6457,1043337.0,2010
6458,1043337.0,2011
6459,1043337.0,2012
6460,1043337.0,2013
6467,1069878.0,2008
6468,1069878.0,2009
6469,1069878.0,2010
6470,1069878.0,2011
6471,1069878.0,2012
6472,1069878.0,2013
6475,1055160.0,2010
6476,1055160.0,2011
6477,1055160.0,2012
6478,1055160.0,2013
6483,1774170.0,2010
6484,1774170.0,2011
6485,1774170.0,2012
6486,1774170.0,2013
6487,1090727.0,2008
6488,1090727.0,2009
6489,1090727.0,2010
6490,1090727.0,2011
6491,1090727.0,2012
6492,1090727.0,2013
6495,913290.0,2009
6496,913290.0,2010
6497,913290.0,2011
6499,913290.0,2013
6500,1111335.0,2008
6501,1111335.0,2011
6502,1111335.0,2012
6503,1111335.0,2013
6505,877422.0,2009
6506,877422.0,2010
6507,877422.0,2011
6508,877422.0,2012
6509,877422.0,2013
6517,785787.0,2011
6518,785787.0,2012
