,cik,year
12208,867665.0,2012
12209,867665.0,2013
12212,1418135.0,2008
12213,1418135.0,2009
12214,1418135.0,2010
12215,1418135.0,2011
12216,1418135.0,2012
12217,1418135.0,2013
12218,921691.0,2008
12219,921691.0,2009
12222,1492691.0,2008
12223,1492691.0,2009
12229,910073.0,2009
12230,910073.0,2010
12231,910073.0,2011
12232,910073.0,2012
12233,910073.0,2013
12234,1041577.0,2008
12235,1041577.0,2009
12236,1041577.0,2010
12237,1041577.0,2011
12238,1041577.0,2012
12242,912603.0,2011
12243,912603.0,2012
12245,1328571.0,2008
12246,1328571.0,2009
12247,1328571.0,2010
12248,1328571.0,2011
12249,1328571.0,2012
12250,1328571.0,2013
12254,897861.0,2008
12255,897861.0,2009
12258,921825.0,2009
12259,921825.0,2010
12260,921825.0,2011
12261,921825.0,2012
12262,921825.0,2013
12265,924168.0,2011
12266,924168.0,2012
12267,924168.0,2013
12268,63296.0,2010
12269,63296.0,2011
12270,63296.0,2012
12271,63296.0,2013
12272,928421.0,2008
12274,928421.0,2010
12275,928421.0,2011
12276,928421.0,2012
12277,928421.0,2013
12279,937941.0,2009
12280,937941.0,2010
12281,937941.0,2011
12282,937941.0,2012
12283,937941.0,2013
12287,921738.0,2011
12288,921738.0,2012
12293,931948.0,2011
12294,931948.0,2012
12297,942125.0,2009
12298,942125.0,2010
12299,942125.0,2011
12300,942125.0,2012
12301,942125.0,2013
12304,925645.0,2009
12306,925645.0,2011
12307,925645.0,2012
12308,925645.0,2013
12309,940944.0,2008
12310,940944.0,2009
12311,940944.0,2010
12312,940944.0,2011
12313,940944.0,2012
12314,940944.0,2013
12315,927628.0,2008
12316,927628.0,2009
12317,927628.0,2010
12319,927628.0,2012
12320,927628.0,2013
12324,922864.0,2009
12326,922864.0,2011
12327,922864.0,2012
12328,922864.0,2013
12330,929994.0,2010
12331,929994.0,2011
12334,928658.0,2011
12335,928658.0,2012
12336,928658.0,2013
12337,933974.0,2008
12338,933974.0,2009
12339,933974.0,2010
12340,933974.0,2011
12341,933974.0,2012
12342,933974.0,2013
12343,920424.0,2008
12344,920424.0,2009
12345,920424.0,2010
12346,920424.0,2011
12347,920424.0,2012
12348,920424.0,2013
12349,935494.0,2008
12350,935494.0,2009
12351,935494.0,2010
12352,935494.0,2011
12353,935494.0,2012
12354,935494.0,2013
12357,901832.0,2011
12358,901832.0,2012
12359,901832.0,2013
12361,932696.0,2009
12362,932696.0,2010
12363,932696.0,2011
12364,932696.0,2012
12365,932696.0,2013
12366,917523.0,2010
12367,917523.0,2011
12369,858452.0,2010
12370,858452.0,2011
12373,916529.0,2011
12374,916529.0,2012
12375,916529.0,2013
12376,923603.0,2008
12377,923603.0,2009
12378,923603.0,2010
12379,923603.0,2011
12380,923603.0,2012
12381,923603.0,2013
12383,922475.0,2009
12384,922475.0,2010
12385,922475.0,2011
12386,922475.0,2012
12387,922475.0,2013
12389,889900.0,2009
12390,889900.0,2010
12391,889900.0,2011
12392,889900.0,2012
12393,889900.0,2013
12397,943823.0,2012
12398,943823.0,2013
12400,924822.0,2011
12401,924822.0,2012
12402,924822.0,2013
12404,1591188.0,2009
12405,1591188.0,2010
12406,1591188.0,2011
12407,1591188.0,2012
12408,1591188.0,2013
12410,908143.0,2009
12411,908143.0,2010
12412,908143.0,2011
12413,908143.0,2012
12416,918646.0,2009
12417,918646.0,2010
12418,918646.0,2011
12419,918646.0,2012
12420,918646.0,2013
12421,935724.0,2008
12422,935724.0,2009
12423,935724.0,2010
12425,924901.0,2008
12427,924901.0,2010
12428,924901.0,2011
12429,924901.0,2012
12433,932628.0,2010
12434,932628.0,2011
12435,932628.0,2012
12436,932628.0,2013
12437,33073.0,2012
12439,59527.0,2008
12440,59527.0,2009
12441,59527.0,2010
12442,59527.0,2011
12443,59527.0,2012
12444,59527.0,2013
12445,949039.0,2008
12446,949039.0,2009
12447,949039.0,2010
12448,949039.0,2011
12449,949039.0,2012
12450,949039.0,2013
12452,357173.0,2011
12453,357173.0,2012
12454,357173.0,2013
12456,945989.0,2010
12457,945989.0,2011
12458,945989.0,2012
12459,945989.0,2013
12461,934550.0,2009
12462,921941.0,2008
12463,921941.0,2009
12464,921941.0,2010
12465,921941.0,2011
12466,921941.0,2012
12468,904080.0,2009
12469,904080.0,2010
12470,904080.0,2011
12471,904080.0,2012
12472,904080.0,2013
12473,103145.0,2008
12474,103145.0,2009
12475,103145.0,2010
12476,103145.0,2011
12478,103145.0,2013
12480,890465.0,2009
12482,890465.0,2011
12483,890465.0,2012
12484,890465.0,2013
12486,726728.0,2009
12488,726728.0,2011
12489,726728.0,2012
12490,726728.0,2013
12492,1000228.0,2008
12493,1000228.0,2009
12494,1000228.0,2010
12495,1000228.0,2011
12496,1000228.0,2012
12497,1000228.0,2013
12500,912607.0,2010
12501,912607.0,2011
12502,912607.0,2012
12504,883237.0,2010
12505,883237.0,2011
12506,883237.0,2012
12507,883237.0,2013
12510,711377.0,2010
12511,711377.0,2011
12512,711377.0,2012
12513,711377.0,2013
12515,903129.0,2009
12517,903129.0,2011
12518,903129.0,2012
12519,903129.0,2013
12521,949870.0,2009
12522,949870.0,2010
12523,949870.0,2011
12524,949870.0,2012
12525,949870.0,2013
12526,1037949.0,2008
12527,1037949.0,2009
12528,1037949.0,2010
12529,925528.0,2011
12530,932111.0,2008
12531,932111.0,2009
12532,932111.0,2010
12533,932111.0,2011
12534,932111.0,2012
12535,932111.0,2013
12537,943819.0,2009
12538,943819.0,2010
12539,943819.0,2011
12540,943819.0,2012
12541,943819.0,2013
12542,945394.0,2008
12543,945394.0,2009
12544,945394.0,2010
12545,945394.0,2011
12546,945394.0,2012
12547,945394.0,2013
12548,945114.0,2008
12549,945114.0,2009
12550,945114.0,2010
12551,945114.0,2011
12552,945114.0,2012
12553,945114.0,2013
12554,1135185.0,2008
12555,1135185.0,2009
12556,1135185.0,2010
12557,1135185.0,2011
12558,1135185.0,2012
12559,1135185.0,2013
12564,28755.0,2011
12565,28755.0,2012
12566,28755.0,2013
12569,821127.0,2010
12570,821127.0,2011
12571,821127.0,2012
12572,821127.0,2013
12573,1318262.0,2008
12574,1318262.0,2009
12575,1318262.0,2010
12576,1318262.0,2011
12577,1318262.0,2012
12578,1318262.0,2013
12581,918251.0,2010
12582,918251.0,2011
12583,918251.0,2012
12584,918251.0,2013
12585,945436.0,2008
12587,945436.0,2010
12588,945436.0,2011
12589,945436.0,2012
12590,945436.0,2013
12592,1095073.0,2009
12593,1095073.0,2010
12594,1095073.0,2011
12595,1095073.0,2012
12596,1095073.0,2013
12597,944695.0,2008
12598,944695.0,2009
12599,944695.0,2010
12600,944695.0,2011
12601,944695.0,2012
12602,944695.0,2013
12604,1000229.0,2012
12605,1000229.0,2013
12607,931584.0,2008
12608,931584.0,2009
12609,931584.0,2010
12610,931584.0,2011
12611,931584.0,2012
12612,931584.0,2013
12614,949297.0,2009
12615,949297.0,2010
12618,911109.0,2009
12619,911109.0,2010
12620,911109.0,2011
12621,911109.0,2012
12622,911109.0,2013
12625,946673.0,2009
12627,946673.0,2011
12628,946673.0,2012
12629,946673.0,2013
12630,934648.0,2008
12631,934648.0,2009
12632,934648.0,2010
12633,934648.0,2011
12634,934648.0,2012
12635,934648.0,2013
12636,874766.0,2008
12637,874766.0,2009
12638,874766.0,2010
12639,874766.0,2011
12640,874766.0,2012
12641,874766.0,2013
12642,316206.0,2008
12643,316206.0,2009
12644,316206.0,2010
12645,316206.0,2011
12646,316206.0,2012
12647,316206.0,2013
12649,916540.0,2010
12650,916540.0,2011
12651,916540.0,2012
12652,916540.0,2013
12655,946647.0,2009
12656,946647.0,2010
12657,946647.0,2011
12662,944075.0,2009
12663,944075.0,2010
12664,944075.0,2011
12665,944075.0,2012
12666,944075.0,2013
12671,881695.0,2008
12672,881695.0,2009
12674,881695.0,2011
12675,881695.0,2012
12678,1062438.0,2011
12681,1326973.0,2008
12682,1326973.0,2009
12683,1326973.0,2010
12687,870753.0,2011
12688,870753.0,2012
12689,870753.0,2013
12694,313716.0,2011
12695,313716.0,2012
12696,313716.0,2013
12700,927003.0,2011
12701,927003.0,2012
12702,927003.0,2013
12703,1630408.0,2008
12705,1630408.0,2010
12706,1630408.0,2011
12707,1630408.0,2012
12708,1630408.0,2013
12710,1060772.0,2009
12711,1060772.0,2010
12713,1060772.0,2012
12714,1060772.0,2013
12716,887343.0,2011
12717,887343.0,2012
12718,887343.0,2013
12720,822418.0,2011
12723,875355.0,2011
12724,875355.0,2012
12725,875355.0,2013
12727,899597.0,2009
12728,899597.0,2010
12729,899597.0,2011
12730,899597.0,2012
12733,860546.0,2009
12734,860546.0,2010
12735,860546.0,2011
12736,860546.0,2012
12737,860546.0,2013
12738,831972.0,2008
12739,831972.0,2009
12740,831972.0,2010
12741,831972.0,2011
12742,831972.0,2012
12743,831972.0,2013
12745,1002590.0,2011
12746,1002590.0,2012
12747,1002590.0,2013
12750,1002037.0,2010
12751,1002037.0,2011
12752,1002037.0,2012
12753,1002037.0,2013
12757,918965.0,2011
12758,918965.0,2012
12759,918965.0,2013
12763,4457.0,2009
12764,4457.0,2010
12765,4457.0,2011
12766,4457.0,2012
12767,4457.0,2013
12770,1002811.0,2010
12771,1002811.0,2011
12775,930184.0,2010
12776,930184.0,2011
12777,930184.0,2012
12778,930184.0,2013
12781,902053.0,2011
12782,902053.0,2012
12783,902053.0,2013
12785,732485.0,2009
12787,887637.0,2010
12791,1002135.0,2010
12793,1002135.0,2012
12794,1002135.0,2013
12795,1002517.0,2008
12796,1002517.0,2009
12797,1002517.0,2010
12798,1002517.0,2011
12799,1002517.0,2012
12800,1002517.0,2013
12801,944314.0,2008
12802,944314.0,2009
12803,944314.0,2010
12804,944314.0,2011
12805,944314.0,2012
12806,944314.0,2013
12807,1141688.0,2011
12808,1141688.0,2012
12809,1141688.0,2013
12811,1005229.0,2009
12812,1005229.0,2010
12813,1005229.0,2011
12814,1005229.0,2012
12815,1005229.0,2013
12816,68270.0,2008
12817,68270.0,2009
12818,68270.0,2010
12819,68270.0,2011
12820,68270.0,2012
12821,68270.0,2013
12825,947484.0,2008
12826,947484.0,2009
12827,947484.0,2010
12828,947484.0,2011
12829,947484.0,2012
12830,947484.0,2013
12832,945235.0,2010
12836,933141.0,2011
12837,933141.0,2012
12838,933141.0,2013
12839,895301.0,2008
12840,895301.0,2009
12841,895301.0,2010
12842,895301.0,2011
12843,895301.0,2012
12844,895301.0,2013
12846,1010612.0,2009
12847,1010612.0,2010
12848,1010612.0,2011
12849,1010612.0,2012
12850,1010612.0,2013
12851,909815.0,2008
12855,896262.0,2010
12856,896262.0,2011
12857,896262.0,2012
12858,896262.0,2013
12861,940942.0,2010
12862,940942.0,2011
12863,940942.0,2012
12864,940942.0,2013
12866,1008654.0,2009
12867,1008654.0,2010
12868,1008654.0,2011
12869,1008654.0,2012
12870,1008654.0,2013
12871,1013237.0,2008
12872,1013237.0,2009
12873,1013237.0,2010
12874,1013237.0,2011
12875,1013237.0,2012
12876,1013237.0,2013
12878,1000298.0,2010
12879,1000298.0,2011
12881,912151.0,2011
12885,899866.0,2009
12886,899866.0,2010
12887,899866.0,2011
12888,899866.0,2012
12889,899866.0,2013
12890,913077.0,2008
12891,913077.0,2009
12892,913077.0,2010
12893,913077.0,2011
12894,913077.0,2012
12895,913077.0,2013
12896,1009672.0,2008
12897,1009672.0,2009
12898,1009672.0,2010
12899,1009672.0,2011
12900,1009672.0,2012
12901,1009672.0,2013
12906,1777937.0,2012
12907,1777937.0,2013
12909,912463.0,2009
12910,912463.0,2010
12911,912463.0,2011
12912,912463.0,2012
12913,912463.0,2013
12914,1013880.0,2008
12915,1013880.0,2009
12916,1013880.0,2010
12917,1013880.0,2011
12918,1013880.0,2012
12919,1013880.0,2013
12921,850660.0,2009
12924,850660.0,2012
12926,911583.0,2008
12927,911583.0,2009
12928,911583.0,2010
12929,911583.0,2011
12930,911583.0,2012
12935,1013606.0,2009
12936,1013606.0,2010
12937,1013606.0,2011
12938,1013606.0,2012
12939,1013606.0,2013
12940,1018963.0,2008
12941,1018963.0,2009
12942,1018963.0,2010
12943,1018963.0,2011
12944,1018963.0,2012
12945,1018963.0,2013
12947,913760.0,2009
12948,913760.0,2010
12949,913760.0,2011
12950,913760.0,2012
12951,913760.0,2013
12953,914139.0,2009
12954,914139.0,2010
12955,914139.0,2011
12956,914139.0,2012
12957,914139.0,2013
12958,943861.0,2008
12959,943861.0,2009
12960,943861.0,2010
12961,943861.0,2011
12962,943861.0,2012
12963,943861.0,2013
12965,1000230.0,2010
12966,1000230.0,2011
12967,1000230.0,2012
12968,1000230.0,2013
12970,1001258.0,2011
12971,1001258.0,2012
12972,1001258.0,2013
12974,926423.0,2010
12975,926423.0,2011
12976,926423.0,2012
12977,926423.0,2013
12978,868725.0,2008
12979,868725.0,2009
12980,868725.0,2010
12981,868725.0,2011
12982,868725.0,2012
12983,868725.0,2013
12986,1000683.0,2011
12987,1000683.0,2012
12988,1000683.0,2013
12990,811240.0,2010
12991,811240.0,2011
12992,811240.0,2012
12993,811240.0,2013
12994,813779.0,2010
12995,813779.0,2011
12996,813779.0,2012
13001,1442222.0,2010
13005,1008802.0,2009
13006,1008802.0,2010
13007,1008802.0,2011
13011,1011290.0,2011
13015,1013857.0,2009
13016,1013857.0,2010
13017,1013857.0,2011
13018,1013857.0,2012
13019,1013857.0,2013
13022,914577.0,2011
13023,1005210.0,2009
13025,1005210.0,2011
13026,1005210.0,2012
13027,1005210.0,2013
13030,1000694.0,2010
13031,1000694.0,2011
13032,1000694.0,2012
13033,1000694.0,2013
13035,1001838.0,2010
13036,1001838.0,2011
13037,1001838.0,2012
13038,1001838.0,2013
13040,916457.0,2010
13041,916457.0,2011
13042,916457.0,2012
13043,916457.0,2013
13046,915127.0,2010
13050,946454.0,2010
13051,946454.0,2011
13052,946454.0,2012
13053,946454.0,2013
13054,948708.0,2008
13055,948708.0,2009
13056,948708.0,2010
13057,948708.0,2011
13058,948708.0,2012
13059,948708.0,2013
13061,873860.0,2008
13062,873860.0,2009
13064,873860.0,2011
13065,873860.0,2012
13066,873860.0,2013
13068,766561.0,2009
13069,766561.0,2010
13070,766561.0,2011
13071,766561.0,2012
13072,766561.0,2013
13074,935419.0,2009
13076,935419.0,2011
13077,935419.0,2012
13078,935419.0,2013
13080,944480.0,2011
13081,944480.0,2012
13082,944480.0,2013
13085,1000623.0,2011
13086,1000623.0,2012
13087,1000623.0,2013
13090,908259.0,2011
13092,908259.0,2013
13093,1019737.0,2008
13094,1019737.0,2009
13095,1019737.0,2010
13096,1019737.0,2011
13097,1019737.0,2012
13098,1019737.0,2013
13101,828678.0,2011
13105,889971.0,2010
13106,889971.0,2011
13108,943034.0,2011
13109,943034.0,2012
13110,943034.0,2013
13111,1012771.0,2008
13112,1012771.0,2009
13114,1012771.0,2011
13115,1012771.0,2012
13116,1012771.0,2013
13118,932699.0,2011
13121,1017673.0,2011
13122,1017673.0,2012
13123,1017673.0,2013
13127,1021561.0,2008
13128,1021561.0,2009
13129,1021561.0,2010
13130,1021561.0,2011
13131,1021561.0,2012
13132,1021561.0,2013
13134,875622.0,2011
13135,875622.0,2012
13136,875622.0,2013
13140,1015598.0,2011
13141,1015598.0,2012
13142,1015598.0,2013
13144,1022321.0,2011
13145,1022321.0,2012
13146,1022321.0,2013
13151,16868.0,2011
13152,16868.0,2012
13153,16868.0,2013
13154,1609474.0,2008
13156,1609474.0,2010
13157,1609474.0,2011
13158,1609474.0,2012
13159,1609474.0,2013
13162,1007587.0,2010
13163,1007587.0,2011
13164,1007587.0,2012
13165,1007587.0,2013
13167,1397772.0,2010
13171,1002531.0,2010
13172,1019361.0,2008
13173,1019361.0,2009
13174,1019361.0,2010
13175,1019361.0,2011
13176,1019361.0,2012
13177,1019361.0,2013
13178,1018840.0,2008
13180,1018840.0,2010
13181,1018840.0,2011
13182,1018840.0,2012
13183,1018840.0,2013
13187,911147.0,2011
13188,911147.0,2012
13189,911147.0,2013
13192,311337.0,2010
13193,311337.0,2011
13194,311337.0,2012
13195,311337.0,2013
13196,1024795.0,2008
13197,1024795.0,2009
13198,1024795.0,2010
13199,1024795.0,2011
13200,1024795.0,2012
13201,1024795.0,2013
13206,1018005.0,2010
13207,1018005.0,2011
13208,1018005.0,2012
13209,1018005.0,2013
13211,891288.0,2009
13213,891288.0,2011
13214,891288.0,2012
13215,891288.0,2013
13218,1003950.0,2011
13219,1003950.0,2012
13223,913165.0,2010
13225,913165.0,2012
13226,913165.0,2013
13230,1003130.0,2011
13231,1003130.0,2012
13234,931683.0,2011
13237,51548.0,2009
13238,51548.0,2010
13239,51548.0,2011
13240,51548.0,2012
13241,51548.0,2013
13246,1077076.0,2009
13247,1077076.0,2010
13248,1077076.0,2011
13249,1077076.0,2012
13250,1077076.0,2013
13254,1016118.0,2012
13255,1016118.0,2013
13259,1023128.0,2011
13260,1023128.0,2012
13261,1023128.0,2013
13262,1025996.0,2008
13264,1025996.0,2010
13265,1025996.0,2011
13266,1025996.0,2012
13267,1025996.0,2013
13270,1006655.0,2010
13271,1006655.0,2011
13272,1006655.0,2012
13273,1006655.0,2013
13279,1013605.0,2011
13280,1013605.0,2012
13281,1013605.0,2013
13285,1017968.0,2011
13286,1017968.0,2012
13287,1017968.0,2013
13288,824410.0,2008
13289,824410.0,2009
13291,824410.0,2011
13292,824410.0,2012
13293,824410.0,2013
13296,949157.0,2010
13297,949157.0,2011
13298,949157.0,2012
13299,949157.0,2013
13301,1023313.0,2009
13302,1023313.0,2010
13303,1023313.0,2011
13304,1023313.0,2012
13305,1023313.0,2013
13308,1076914.0,2011
13309,1076914.0,2012
13310,1076914.0,2013
13313,1016281.0,2011
13314,1016281.0,2012
13315,1016281.0,2013
13318,1170010.0,2008
13319,1170010.0,2009
13320,1170010.0,2010
13321,1170010.0,2011
13322,1170010.0,2012
13323,1170010.0,2013
13324,1026650.0,2008
13325,1026650.0,2009
13327,1026650.0,2011
13333,715072.0,2009
13334,715072.0,2010
13335,715072.0,2011
13336,715072.0,2012
13337,715072.0,2013
13338,1018332.0,2008
13339,1018332.0,2009
13344,799165.0,2011
13347,1016470.0,2010
13348,1016470.0,2011
13350,1014041.0,2011
13354,845818.0,2008
13355,845818.0,2009
13356,845818.0,2010
13360,1018946.0,2009
13363,1018946.0,2012
13364,1018946.0,2013
13366,1027915.0,2009
13375,1002242.0,2011
13376,1002242.0,2012
13377,1002242.0,2013
13378,1029299.0,2008
13379,1029299.0,2009
13380,1029299.0,2010
13381,1029299.0,2011
13385,764038.0,2013
13389,1024657.0,2011
13390,1024657.0,2012
13391,1024657.0,2013
13392,1027401.0,2008
13393,1027401.0,2009
13394,1027401.0,2010
13395,1027401.0,2011
13396,1027401.0,2012
13397,1027401.0,2013
13401,1661290.0,2011
13402,1661290.0,2012
13403,1661290.0,2013
13411,797721.0,2011
13412,797721.0,2012
13413,797721.0,2013
13419,898685.0,2010
13420,898685.0,2011
13421,898685.0,2012
13422,898685.0,2013
13425,922717.0,2010
13426,922717.0,2011
13427,922717.0,2012
13428,922717.0,2013
13429,1027207.0,2008
13430,1027207.0,2009
13431,1027207.0,2010
13432,1027207.0,2011
13433,1027207.0,2012
13434,1027207.0,2013
13435,1022469.0,2008
13436,1022469.0,2009
13437,1022469.0,2010
13438,1022469.0,2011
13440,1022469.0,2013
13443,845877.0,2011
13444,845877.0,2012
13445,845877.0,2013
13446,1027884.0,2010
13447,1027884.0,2011
13448,1027884.0,2012
13449,1027884.0,2013
13451,910329.0,2011
13452,910329.0,2012
13453,910329.0,2013
13455,1031623.0,2009
13456,1031623.0,2010
13457,1031623.0,2011
13458,1031623.0,2012
13459,1031623.0,2013
13461,1022079.0,2009
13462,1022079.0,2010
13463,1022079.0,2011
13464,1022079.0,2012
13465,1022079.0,2013
13466,1023131.0,2008
13467,1023131.0,2009
13468,1023131.0,2010
13469,1023131.0,2011
13470,1023131.0,2012
13471,1023131.0,2013
13472,768899.0,2008
13473,768899.0,2009
13474,768899.0,2010
13475,768899.0,2011
13476,768899.0,2012
13477,768899.0,2013
13480,1022368.0,2010
13481,1022368.0,2011
13482,1022368.0,2012
13484,1033012.0,2008
13485,1033012.0,2009
13486,1033012.0,2010
13487,1033012.0,2011
13488,1033012.0,2012
13489,1033012.0,2013
13490,1034670.0,2008
13491,1034670.0,2009
13492,1034670.0,2010
13493,1034670.0,2011
13494,1034670.0,2012
13495,1034670.0,2013
13496,1474503.0,2008
13497,1474503.0,2009
13498,1474503.0,2010
13499,1474503.0,2011
13500,1474503.0,2012
13501,1474503.0,2013
13505,1013934.0,2008
13507,1013934.0,2010
13508,1013934.0,2011
13509,1013934.0,2012
13511,944148.0,2008
13512,944148.0,2009
13514,944148.0,2011
13515,944148.0,2012
13516,944148.0,2013
13517,1279242.0,2008
13519,1279242.0,2010
13520,1279242.0,2011
13521,1279242.0,2012
13522,1279242.0,2013
13523,1114019.0,2011
13524,1114019.0,2012
13525,1114019.0,2013
13527,1003022.0,2010
13530,1037038.0,2010
13531,1037038.0,2011
13532,1037038.0,2012
13533,1037038.0,2013
13535,1024519.0,2011
13536,1024519.0,2012
13539,1031029.0,2010
13540,1031029.0,2011
13541,1031029.0,2012
13542,1031029.0,2013
13546,873303.0,2011
13547,873303.0,2012
13548,873303.0,2013
13550,1389050.0,2008
13551,1389050.0,2009
13553,1389050.0,2011
13554,1389050.0,2012
13555,1389050.0,2013
13556,1569650.0,2008
13557,1569650.0,2009
13558,1569650.0,2010
13559,1569650.0,2011
13560,1569650.0,2012
13561,1569650.0,2013
13565,1023731.0,2012
13566,1023731.0,2013
13568,1037976.0,2009
13569,1037976.0,2010
13570,1037976.0,2011
13571,1037976.0,2012
13572,1037976.0,2013
13574,1808665.0,2009
13576,1808665.0,2011
13577,1808665.0,2012
13578,1808665.0,2013
13580,1501585.0,2012
13581,1501585.0,2013
13582,1037461.0,2008
13583,1037461.0,2009
13584,1037461.0,2010
13588,914329.0,2008
13590,914329.0,2010
13591,914329.0,2011
13592,914329.0,2012
13593,914329.0,2013
13595,1243429.0,2011
13596,1243429.0,2012
13597,1243429.0,2013
13599,821026.0,2009
13600,821026.0,2010
13601,821026.0,2011
13602,821026.0,2012
13603,821026.0,2013
13605,800010.0,2010
13606,800010.0,2011
13607,800010.0,2012
13608,800010.0,2013
13610,1004702.0,2009
13611,1004702.0,2010
13612,1004702.0,2011
13613,1004702.0,2012
13614,1004702.0,2013
13615,923336.0,2008
13617,923336.0,2010
13618,923336.0,2011
13622,1040971.0,2008
13623,1040971.0,2009
13624,1040971.0,2010
13625,1040971.0,2011
13626,1040971.0,2012
13627,1040971.0,2013
13630,1021270.0,2011
13631,1021270.0,2012
13632,1021270.0,2013
13634,1043382.0,2009
13635,1043382.0,2010
13639,1040593.0,2010
13640,1040593.0,2011
13641,1040593.0,2012
13642,1040593.0,2013
13643,1035443.0,2008
13645,1035443.0,2010
13646,1035443.0,2011
13647,1035443.0,2012
13648,1035443.0,2013
13652,1010470.0,2012
13653,1010470.0,2013
13657,919130.0,2010
13658,919130.0,2011
13661,1020859.0,2009
13662,1020859.0,2010
13663,1020859.0,2011
13664,1020859.0,2012
13665,1020859.0,2013
13666,1019849.0,2008
13667,1019849.0,2009
13668,1019849.0,2010
13669,1019849.0,2011
13670,1019849.0,2012
13671,1019849.0,2013
13672,917491.0,2008
13674,917491.0,2010
13675,917491.0,2011
13676,917491.0,2012
13677,917491.0,2013
13680,1030484.0,2010
13682,1012019.0,2008
13683,1012019.0,2009
13684,1012019.0,2010
13685,1012019.0,2011
13686,1012019.0,2012
13687,1012019.0,2013
13688,1041061.0,2008
13689,1041061.0,2009
13690,1041061.0,2010
13691,1041061.0,2011
13692,1041061.0,2012
13693,1041061.0,2013
13694,357264.0,2008
13695,357264.0,2009
13698,1039065.0,2009
13699,1039065.0,2010
13700,1039065.0,2011
13701,1039065.0,2012
13702,1039065.0,2013
13703,949156.0,2008
13704,949156.0,2009
13706,949156.0,2011
13707,949156.0,2012
13708,949156.0,2013
13709,1040616.0,2008
13710,1040616.0,2009
13711,1040616.0,2010
13712,1040616.0,2011
13713,1040616.0,2012
13714,1040616.0,2013
13716,907649.0,2009
13717,907649.0,2010
13719,907649.0,2012
13720,907649.0,2013
13726,70487.0,2011
13727,70487.0,2012
13728,70487.0,2013
13735,1023459.0,2012
13737,896264.0,2008
13738,896264.0,2009
13739,896264.0,2010
13740,896264.0,2011
13741,896264.0,2012
13742,896264.0,2013
13747,1001385.0,2012
13748,1001385.0,2013
13753,879993.0,2011
13762,1037540.0,2008
13763,1037540.0,2009
13764,1037540.0,2010
13765,1037540.0,2011
13766,1037540.0,2012
13767,1037540.0,2013
13769,949373.0,2009
13770,949373.0,2010
13771,949373.0,2011
13772,949373.0,2012
13773,949373.0,2013
13774,1043277.0,2008
13775,1043277.0,2009
13776,1043277.0,2010
13777,1043277.0,2011
13778,1043277.0,2012
13779,1043277.0,2013
13780,1010247.0,2008
13781,1010247.0,2009
13784,1047340.0,2009
13786,1047340.0,2012
13787,1047340.0,2013
13791,1038280.0,2011
13792,1038280.0,2012
13795,1031203.0,2009
13796,1031203.0,2010
13797,1031203.0,2011
13798,1031203.0,2012
13799,1031203.0,2013
13801,16859.0,2011
13802,16859.0,2012
13803,16859.0,2013
13806,913353.0,2011
13807,913353.0,2012
13808,913353.0,2013
13810,1015483.0,2009
13811,1015483.0,2010
13812,1036141.0,2010
13813,1036141.0,2011
13815,1036141.0,2013
13817,1044590.0,2009
13819,1044590.0,2011
13822,1037649.0,2011
13823,1037649.0,2012
13824,1037649.0,2013
13826,201283.0,2009
13827,201283.0,2010
13828,201283.0,2011
13829,201283.0,2012
13830,201283.0,2013
13833,1043509.0,2010
13834,1043509.0,2011
13835,1043509.0,2012
13836,1043509.0,2013
13838,1043000.0,2008
13840,1043000.0,2010
13841,1043000.0,2011
13842,1043000.0,2012
13843,1043000.0,2013
13845,1043533.0,2010
13846,1043533.0,2011
13853,1036188.0,2009
13854,1036188.0,2010
13855,1036188.0,2011
13856,1036188.0,2012
13857,1036188.0,2013
13858,1046311.0,2008
13859,1046311.0,2009
13860,1046311.0,2010
13861,1046311.0,2011
13862,1046311.0,2012
13863,1046311.0,2013
13865,1045769.0,2009
13867,12927.0,2008
13868,12927.0,2009
13869,12927.0,2010
13870,12927.0,2011
13871,12927.0,2012
13872,12927.0,2013
13874,1010086.0,2009
13875,1010086.0,2010
13878,1010086.0,2013
13881,891482.0,2011
13882,891482.0,2012
13883,891482.0,2013
13884,1530924.0,2011
13885,1530924.0,2012
13886,1530924.0,2013
13889,1036262.0,2011
13890,1036262.0,2012
13891,1036262.0,2013
13892,946581.0,2008
13893,946581.0,2009
13894,946581.0,2010
13896,946581.0,2012
13897,946581.0,2013
13899,855683.0,2011
13901,1009829.0,2009
13902,1009829.0,2010
13903,1009829.0,2011
13904,1009829.0,2012
13905,1009829.0,2013
13908,831547.0,2011
13909,831547.0,2012
13910,831547.0,2013
13913,1049108.0,2008
13914,1049108.0,2009
13915,1049108.0,2010
13916,1049108.0,2011
13920,1006459.0,2010
13921,1006459.0,2011
13924,1046257.0,2008
13925,1046257.0,2009
13926,1046257.0,2010
13927,1046257.0,2011
13928,1046257.0,2012
13929,1046257.0,2013
13932,1045150.0,2009
13933,1045150.0,2010
13934,1045150.0,2011
13935,1045150.0,2012
13938,924383.0,2011
13944,944508.0,2011
13945,944508.0,2012
13946,944508.0,2013
13947,835887.0,2011
13948,835887.0,2012
13949,835887.0,2013
13951,1002910.0,2009
13953,1002910.0,2011
13954,1002910.0,2012
13955,1002910.0,2013
13957,1012854.0,2011
13958,1012854.0,2012
13959,1012854.0,2013
13960,1042187.0,2010
13961,1042187.0,2011
13962,1042187.0,2012
