year,cik
2011,919013
2011,916540
2011,908937
2011,861884
2011,928421
2011,928658
2011,925528
2011,216539
2011,929994
2011,932111
2011,931584
2011,931683
2011,914577
2011,922475
2011,1096376
2011,868278
2013,318996
2011,932696
2011,934648
2011,935036
2011,935494
2011,1363851
2011,899647
2013,716006
2011,937941
2011,943324
2011,944148
2011,851310
2011,914329
2011,912752
2011,944075
2011,943320
2011,944739
2011,1001082
2011,945114
2011,920707
2011,943452
2011,945983
2011,945989
2011,931148
2011,1135185
2011,1295810
2011,930420
2011,917520
2011,892222
2011,948708
2011,893949
2011,920321
2013,11199
2013,1107843
2011,949158
2011,1076930
2011,949039
2011,945841
2011,927066
2011,1037949
2013,1545654
2011,1000228
2011,855683
2011,1000623
2011,1001288
2011,1002225
2011,927003
2011,1000697
2013,763744
2011,949870
2011,1001604
2011,1001902
2011,1001385
2011,1000694
2013,764579
2011,1000683
2011,1003642
2011,1000229
2011,1001838
2011,910267
2011,1003130
2011,1003950
2011,4187
2011,933738
2011,1005010
2011,1034760
2011,884269
2011,1006045
2011,896778
2011,899866
2011,1005757
2011,887921
2011,880804
2011,1020569
2011,940942
2011,919722
2011,1102541
2011,1006892
2011,1007330
2011,946644
2011,1007587
2011,1008817
2011,928340
2011,931336
2011,1009672
2011,909494
2011,1010552
2011,1010612
2011,1009829
2011,887936
2011,1012140
2011,927417
2011,1008654
2011,914475
2011,1402436
2013,773910
2011,1011064
2011,1009356
2011,913077
2011,1012019
2011,895051
2011,1013462
2011,1013606
2011,920448
2011,1012620
2013,786947
2011,1014111
2011,1013857
2011,1013934
2011,886744
2011,899045
2011,911583
2011,1015739
2011,1449732
2011,1017303
2011,861878
2011,897067
2011,916457
2011,831547
2013,790070
2011,1017968
2011,1016169
2011,1017673
2011,1019737
2011,1019849
2011,896264
2011,912183
2011,1021860
2011,830656
2011,1018003
2011,1006837
2011,1018946
2011,1021561
2011,1022671
2011,1024657
2011,1023313
2011,1022321
2011,944508
2011,1022469
2011,1020416
2011,1023131
2011,1024732
2011,1023128
2011,1024795
2011,1000753
2011,1020214
2011,887359
2011,1027207
2011,849869
2011,1009379
2011,1029299
2011,891293
2011,1029199
2011,1027884
2011,1031623
2011,921313
2011,1029023
2011,1019034
2011,1011570
2011,917273
2013,730272
2011,1018724
2011,1038222
2011,1030896
2011,1036262
2011,1035983
2011,1389050
2013,791915
2011,1038133
2011,924515
2011,941604
2011,1070985
2011,1037976
2013,12208
2011,1040426
2011,1010086
2011,1042783
2011,1041061
2013,792977
2011,852570
2011,1036044
2011,70487
2011,1043337
2011,1046311
2013,791908
2011,1038280
2011,1036960
2011,1044590
2011,1041954
2011,1043533
2011,1031203
2011,1043000
2011,949874
2013,709804
2011,1037646
2011,1043509
2011,1015155
2011,835887
2011,1011509
2011,883107
2011,1005201
2011,1046257
2011,833640
2011,1096481
2011,1087934
2011,1047881
2011,1041024
2011,1014473
2011,1050915
2011,1024628
2011,1050377
2011,1052100
2011,948072
2011,1044777
2013,783324
2011,1054374
2011,1055355
2011,1492633
2011,1053507
2011,1050797
2011,1022646
2011,1083522
2011,1052595
2011,1053650
2011,1056696
2011,1053706
2011,1047127
2011,1052054
2011,865754
2011,1054905
2011,1054102
2013,793952
2011,1051627
2011,1016125
2011,1075736
2011,1058290
2011,934473
2011,1058623
2011,1059562
2013,793733
2011,1057352
2011,1060391
2011,1062478
2011,907562
2011,1065059
2011,31347
2011,1061219
2011,1056358
2011,1091735
2011,1056923
2011,1062530
2011,1042173
2011,1051470
2011,1065860
2011,1063537
2011,1065049
2011,1065088
2011,1041379
2011,1046995
2011,1070423
2011,896726
2011,827187
2011,1068875
2013,1544229
2011,927720
2011,1062231
2011,1067837
2011,1065087
2011,1521332
2011,1066104
2011,1073431
2011,1060990
2011,1023364
2011,1049502
2011,1075531
2011,1069878
2013,784977
2011,1066605
2011,1070412
2011,1080099
2011,1301611
2011,1080056
2011,1057758
2011,929008
2011,1518222
2013,749251
2011,1075607
2011,1073429
2011,1275283
2011,888953
2011,1065837
2011,1082554
2011,1078099
2011,1082923
2011,1083712
2013,795403
2011,1043604
2011,1050606
2011,1065332
2011,1084048
2011,1048477
2011,1415020
2011,1069202
2011,1085869
2011,1085621
2011,1058299
2013,789460
2011,1142701
2011,1056386
2011,1003214
2011,1091883
2011,1030206
2011,1057083
2013,1232241
2011,1091801
2011,1091907
2011,1054721
2011,1086222
2011,1094084
2011,1089872
2011,1077183
2011,1069394
2011,1040896
2011,1091667
2011,1324424
2011,1058811
2011,1094814
2011,1082526
2011,1086740
2011,1095315
2013,45919
2011,1062292
2011,1074909
2011,1068796
2011,1076481
2011,75677
2011,846475
2011,1098972
2011,1099160
2013,1340786
2011,1049210
2011,1096142
2011,1096325
2011,1100917
2011,1100969
2011,1038074
2011,1101169
2011,1099800
2011,1098277
2011,1033905
2011,1080034
2011,1095565
2011,1104855
2011,1062822
2011,1102993
2011,1001233
2011,939767
2013,751085
2011,1103837
2011,1102741
2011,1097864
2011,1040161
2011,20520
2011,1173489
2011,1013871
2011,1104506
2011,1094058
2013,785161
2011,1035267
2011,1037760
2011,1107332
2011,1109189
2011,1100682
2011,1075656
2013,854852
2011,1101302
2011,1113232
2011,1109116
2011,1108205
2013,798354
2011,1109354
2011,1044435
2011,1111665
2011,1101239
2011,1111632
2011,1086319
2011,1059556
2011,884504
2011,1116942
2011,872912
2013,799088
2011,1082038
2011,1114483
2011,1170154
2011,1098482
2011,1092662
2011,1120295
2011,750199
2011,1126294
2011,1084554
2011,1022652
2011,1122342
2011,1124140
2011,1097149
2011,864559
2013,314808
2013,351834
2011,1121788
2011,1060736
2011,1123494
2011,1029142
2011,1109879
2011,1123647
2011,1126975
2011,1121484
2011,1092289
2011,1064728
2013,802481
2011,1129155
2011,109758
2011,1135152
2011,1123979
2011,1103982
2011,926326
2011,1136294
2011,1101215
2011,1140536
2011,1113668
2011,1004673
2011,1120096
2011,1141103
2011,1144519
2011,878526
2011,1142750
2013,355777
2011,1136869
2011,1144980
2011,1133260
2011,1166003
2011,1156039
2011,105319
2011,1064863
2013,740726
2011,1071739
2011,1158449
2011,817979
2011,1141240
2011,1112412
2011,1159281
2011,1088856
2011,1162461
2013,1484504
2011,1424847
2011,1120970
2011,1158324
2011,1161154
2011,1158463
2011,1171012
2011,1166291
2011,1065280
2011,1162556
2011,1126216
2011,1169445
2011,1130713
2011,1093649
2011,1372020
2011,922863
2011,1378453
2011,1039399
2011,1138951
2011,1171759
2011,1166036
2011,1164863
2011,1156375
2011,1165002
2011,1142417
2011,1120193
2011,1157762
2011,1133311
2011,1176334
2011,1131227
2011,1060822
2011,1084991
2011,1168054
2011,1144320
2011,1136174
2011,1159036
2011,1383183
2011,1191857
2011,1160858
2011,1210708
2013,1552797
2011,1270400
2011,1053374
2011,1226308
2011,1183186
2011,1108827
2011,1140028
2011,894081
2011,1255474
2011,1065696
2013,804753
2011,1035748
2011,1008848
2011,1206264
2011,1292900
2011,1404592
2011,1268671
2011,1227654
2011,1062449
2011,1257640
2011,1267097
2011,1224133
2011,1095277
2011,1172480
2011,1169264
2013,749660
2011,1061983
2011,1278027
2011,1065023
2011,1076195
2011,1096339
2011,1141391
2011,1135711
2011,1274057
2011,1182129
2011,1163932
2011,1287151
2011,899460
2011,1288403
2011,1289460
2011,1289863
2011,1048685
2011,1289850
2013,1116463
2011,1142512
2011,1050550
2011,1290900
2011,1452217
2011,1292556
2011,1262823
2011,884219
2011,1259550
2011,1130166
2011,1297720
2011,1280452
2011,1296445
2011,1299033
2011,1113809
2011,1301787
2011,1298978
2011,1302028
2011,1300514
2011,932372
2011,1289848
2011,1304421
2011,1297704
2011,1342958
2011,1296435
2011,1308208
2011,1089748
2011,1303313
2011,1301063
2011,1320854
2011,1130591
2011,1318084
2011,1023734
2013,12927
2013,1545158
2011,1302707
2011,1265888
2011,1286613
2011,1322439
2011,1320461
2011,1315255
2011,1114714
2011,1322705
2011,1104349
2011,1323531
2011,1324189
2011,1323885
2011,1324272
2011,1095291
2013,807884
2011,1483096
2011,1130866
2011,1326200
2011,1103025
2011,1323468
2011,1325955
2011,1316656
2011,1320695
2011,1205727
2011,1273441
2011,1203957
2011,1051514
2011,1329919
2011,1331301
2011,1307752
2011,1159167
2011,1333513
2011,1334478
2011,1364885
2011,1344154
2011,1281774
2011,1330849
2011,1131324
2011,1333170
2011,1332349
2011,1334978
2011,885306
2011,1325281
2011,1334036
2011,1336047
2011,1336917
2011,1071625
2011,1134203
2013,808461
2011,1344596
2011,1338065
2011,1324759
2011,1323653
2011,1276187
2011,1339048
2011,1514226
2011,1338613
2013,812701
2011,1301206
2011,943184
2011,1285043
2011,1339455
2011,1335258
2011,1328571
2011,1340122
2011,1058090
2013,813672
2011,1136893
2011,1340282
2011,1344980
2011,1345122
2011,1344413
2011,1347178
2011,1368007
2013,794323
2011,1004724
2011,1350653
2011,1272830
2011,1138400
2011,1239819
2011,1131554
2011,1354513
2013,315213
2013,814549
2011,1532750
2011,1354327
2011,1354217
2011,1356949
2011,1070336
2011,1131907
2011,1282648
2011,1320414
2011,1357615
2011,1490630
2011,1357326
2011,1333493
2011,1158895
2011,1347452
2013,805022
2011,1350381
2011,1364099
2011,1362004
2011,1360886
2011,1357371
2011,1361658
2011,1361983
2011,1362468
2013,1555365
2011,1178879
2011,1287808
2011,1362491
2011,1130258
2011,1364541
2011,1323854
2011,1362705
2011,1359841
2011,1125920
2011,1274494
2013,769520
2011,1333248
2011,1121702
2011,1160791
2011,1144945
2011,1113148
2010,1370450
2011,1361538
2011,7431
2011,1367396
2013,816284
2011,1367064
2011,1311486
2011,1171298
2011,1111928
2011,1276591
2011,1367644
2011,1282631
2011,1371781
2011,1373980
2011,1158223
2011,1364100
2011,1374535
2011,1371489
2011,1375557
2011,1372000
2011,1368265
2011,1356104
2011,1140215
2011,1377630
2011,1168195
2011,1380509
2011,1378950
2011,1142576
2011,1385544
2011,1379661
2011,1381531
2011,1366246
2011,1382911
2011,1314772
2011,1466815
2011,1385292
2011,1385280
2011,1388430
2013,1393066
2011,1385830
2011,1293282
2011,1389305
2011,1175609
2011,1145197
2011,1389545
2011,1138639
2013,818479
2011,1422105
2011,1338042
2011,1391127
2011,1320760
2011,1335293
2011,1391390
2011,1392972
2013,811532
2011,1163698
2011,937556
2011,1358071
2011,1388195
2011,1390844
2011,1131096
2013,813828
2011,1393883
2011,1392091
2011,1394159
2011,1296205
2011,1396838
2011,1398659
2011,1099590
2011,1124610
2013,1555280
2011,1087294
2011,1360530
2011,816761
2011,1210618
2011,1397821
2011,1405277
2011,1230355
2011,1376139
2011,1378706
2011,1105184
2011,1292653
2011,1201792
2011,1405073
2011,1125376
2011,1396033
2011,1393744
2011,1403853
2013,816159
2011,1410838
2011,1410172
2011,1402305
2011,1170154
2011,1407038
2011,1254419
2013,799231
2011,1117106
2011,1402829
2011,1410056
2011,1415404
2011,1120370
2011,1413898
2011,1410471
2011,1411861
2011,1425565
2011,1410636
2011,1411158
2011,1420800
2011,1420302
2011,1375151
2013,1505512
2011,1418135
2011,1421517
2011,1407463
2011,1469510
2011,1395864
2011,1401688
2011,1414475
2011,1162194
2011,1200375
2013,820081
2011,1421461
2011,1107694
2011,1426945
2011,1208208
2011,1096738
2011,1434588
2011,1434842
2011,1267602
2013,1526160
2011,1434620
2011,718877
2011,1434621
2011,1433660
2012,1378992
2011,1440024
2011,1473597
2011,1441849
2013,1552800
2011,700923
2011,1442145
2011,1394156
2011,1437226
2011,1452575
2011,1351285
2011,1438231
2011,1449488
2011,1441236
2011,1524741
2013,1549922
2011,1432150
2011,1453814
2011,1125914
2011,843006
2011,1468328
2011,1462418
2011,1469433
2011,1468174
2011,1373988
2011,1082754
2011,1474042
2011,1474735
2011,1406666
2011,1468516
2011,1477294
2011,1092699
2011,1430592
2011,1471261
2011,1325879
2011,1167294
2011,1297336
2011,1407450
2011,1446847
2011,1287213
2013,59440
2011,1486159
2011,1374310
2011,1365101
2011,1487371
2011,1288469
2011,1412347
2011,1486800
2011,1337619
2013,822818
2011,1305294
2011,1488075
2011,1175454
2011,1227025
2011,1481792
2011,1286225
2011,1491501
2011,1375200
2011,1484478
2013,819793
2011,1131457
2011,1160958
2011,1487101
2011,1488139
2011,1487952
2011,1453593
2011,1495479
2013,768411
2011,1379246
2011,1496623
2011,1361103
2011,1492426
2011,1299130
2011,1235007
2011,1401680
2011,1366649
2011,1396814
2011,1162112
2011,1439199
2011,1369786
2011,1506932
2011,1310114
2011,1507615
2011,1509991
2011,1169988
2013,1056087
2011,1509432
2011,1501585
2011,1271024
2011,1423542
2011,1084817
2011,1366684
2011,1514705
2013,815556
2011,1516007
2011,1517175
2011,1510295
2011,1519632
2011,1512077
2011,1514991
2011,1340127
2011,1364962
2011,1439404
2011,1274792
2011,1275712
2011,1415336
2011,1463258
2011,1352010
2011,1509589
2013,1180262
2011,1520006
2011,1462633
2011,1491778
2011,1519751
2011,1528837
2011,1524471
2013,820313
2011,1524472
2011,1520744
2011,1520697
2011,1466301
2011,1536035
2011,1325702
2011,1314475
2013,3116
2011,1216596
2011,1138118
2011,1279363
2011,1280058
2011,1178670
2011,1142596
2013,822663
2011,1282398
2011,1235010
2011,1275014
2011,1267130
2011,1389072
2013,931015
2011,1441567
2011,1337298
2011,1489393
2010,6201
2010,3197
2010,7286
2010,1800
2013,768251
2010,2098
2010,2186
2010,2488
2010,766421
2010,3453
2010,3673
2010,773840
2013,2098
2013,1038357
2010,4447
2010,701345
2010,789073
2010,744825
2010,5981
2010,1037868
2010,318154
2010,731859
2010,821026
2010,1163739
2010,894405
2010,7536
2010,8063
2013,823094
2010,1004155
2010,8868
2010,9092
2010,9326
2010,9389
2013,789570
2010,9892
2010,9984
2010,10456
2010,729580
2010,356080
2010,11199
2010,12208
2010,722104
2010,314808
2010,1001606
2010,12927
2010,12978
2013,823768
2010,315213
2010,1393066
2010,14272
2010,14930
2010,1104657
2010,15615
2010,18396
2010,26058
2010,1035201
2010,790051
2013,1333274
2010,745651
2010,18672
2010,18808
2010,18926
2010,19411
2010,215419
2010,19745
2010,749647
2010,313927
2010,20212
2010,20232
2010,716133
2010,1400891
2010,764065
2010,21344
2010,215466
2010,21535
2010,21665
2010,315293
2013,821995
2010,1166691
2010,723612
2010,23111
2010,23675
2010,732834
2010,1141982
2010,24491
2010,24545
2010,24741
2010,25475
2010,1091862
2013,800240
2010,1219601
2010,26172
2010,714603
2010,26780
2010,313616
2010,351998
2013,1037676
2010,27430
2010,27996
2010,936340
2010,28823
2010,722313
2010,29002
2010,29332
2010,29669
2010,29834
2010,29905
2010,29989
2010,30554
2013,835011
2010,30305
2010,20290
2010,30625
2010,30822
2010,30828
2010,350846
2013,910638
2010,31978
2010,32198
2010,3146
2010,727510
2010,33213
2010,1282637
2010,34067
2010,37785
2010,37634
2013,14930
2010,1419581
2010,277509
2010,35214
2013,920148
2010,1124198
2010,1130385
2010,354190
2010,39899
2013,842295
2010,1467858
2010,88205
2010,355811
2010,40987
2010,41719
2010,42542
2010,42582
2010,1045309
2010,42888
2010,277135
2010,43196
2010,216039
2013,928022
2010,1030749
2010,45876
2010,46080
2010,46129
2010,216085
2010,731012
2010,874238
2010,719413
2013,813920
2010,47111
2010,1130310
2013,1558785
2010,48898
2010,216228
2010,52827
2010,49648
2010,49826
2013,1569134
2010,1096385
2010,1466258
2010,353020
2010,50863
2010,320340
2010,50957
2010,51253
2013,839470
2010,51434
2010,319240
2010,728249
2010,51644
2010,742112
2013,1035002
2010,52795
2010,105634
2010,1506307
2010,54381
2010,54441
2010,54476
2013,1104657
2013,842633
2010,54480
2010,740694
2010,55785
2010,56047
2013,832101
2010,60714
2010,725460
2013,837173
2010,58492
2010,59478
2010,59527
2010,936468
2010,60519
2013,840883
2010,60849
2010,60876
2010,60977
2010,61004
2010,67716
2010,61986
2010,766561
2010,101778
2010,62709
2010,62996
2010,63276
2010,708819
2010,63908
2010,1170650
2010,719152
2013,1555538
2010,310158
2013,79282
2010,66570
2010,66740
2010,66756
2010,1489137
2013,805326
2010,68505
2010,717423
2010,69488
2010,70866
2013,850429
2010,275053
2010,71180
2010,71691
2010,814453
2010,1164727
2010,71829
2010,72207
2010,702165
2010,789933
2010,23426
2010,1111711
2010,72903
2010,1133421
2010,97216
2010,73088
2010,73309
2010,73756
2010,20947
2010,1021635
2013,850693
2010,74303
2010,353230
2010,1466593
2010,75208
2010,75252
2010,1370946
2010,812074
2010,75340
2013,849213
2010,79879
2010,708821
2010,76282
2010,76321
2010,943861
2013,1551152
2010,77159
2010,317187
2010,77360
2010,77476
2010,77543
2013,851205
2010,1168165
2010,78128
2010,78814
2010,8192
2013,1294016
2013,722723
2013,15615
2013,821189
2013,1328581
2013,855612
2013,1068717
2013,1580156
2010,100122
2010,860731
2010,757011
2010,18654
2010,100885
2010,798949
2010,731766
2010,1082510
2010,1090727
2010,101594
2010,355999
2013,1561627
2010,101830
2010,750004
2010,755001
2010,102729
2010,103145
2010,103730
2013,1315657
2010,1396009
2010,110430
2010,737300
2010,104918
2010,105770
2010,106455
2010,1159297
2010,106532
2010,107263
2013,1060009
2010,783325
2010,916863
2010,318996
2013,1389002
2010,763744
2010,773910
2010,1169055
2010,786947
2013,1117480
2010,790070
2010,739944
2013,1411488
2010,1465112
2010,790705
2010,732485
2010,790715
2010,792977
2010,783324
2010,792985
2010,793952
2010,793733
2010,784977
2010,749251
2013,1509190
2010,795403
2010,789460
2010,1232241
2010,796343
2010,45919
2010,1340786
2010,785161
2010,854852
2013,1391636
2010,798354
2010,799088
2010,795551
2010,314606
2010,802481
2010,740726
2013,1490660
2010,746834
2010,749660
2013,1303652
2010,805264
2010,1116463
2013,1562039
2010,807884
2010,790526
2013,1571498
2010,812701
2010,1088120
2010,794323
2010,814549
2010,810829
2010,814361
2010,816284
2013,1169652
2010,816956
2010,817135
2010,813828
2013,1478242
2010,799231
2010,820081
2010,59440
2010,822818
2010,819793
2010,768411
2010,1056087
2010,820237
2010,815556
2010,1180262
2010,820313
2010,3116
2013,1572910
2010,822663
2010,768251
2010,1038357
2010,810084
2010,789570
2010,823768
2013,1575515
2010,1333274
2010,831259
2010,821995
2010,821536
2010,836106
2010,1037676
2013,1517228
2010,910638
2010,1090012
2010,920148
2010,842295
2010,928022
2010,814586
2010,840467
2013,1275158
2010,839470
2010,1035002
2010,842633
2010,832101
2010,837173
2010,845289
2010,840883
2010,79282
2013,1375796
2010,805326
2010,850429
2010,850693
2010,849213
2010,827809
2010,851205
2010,722723
2010,821189
2010,855612
2010,1068717
2010,1060009
2013,1482080
2010,1034669
2010,840715
2010,760326
2010,313716
2010,852772
2013,1439222
2010,849706
2010,858452
2010,1473061
2010,1412067
2010,858339
2010,903571
2010,858470
2010,945764
2013,1475274
2010,896747
2010,859368
2010,844965
2010,751978
2010,861459
2010,853816
2010,861361
2013,1259515
2010,820736
2010,824142
2010,763846
2010,856982
2010,862480
2010,768899
2010,860730
2013,1567683
2010,749935
2010,864749
2010,864233
2013,1424929
2010,851520
2010,863436
2010,811271
2010,811240
2010,225648
2013,1575879
2010,1108109
2010,872448
2010,872589
2010,1054833
2010,767920
2013,1578318
2010,1163302
2010,874016
2010,874015
2010,874396
2010,724606
2010,874716
2010,874761
2013,1553588
2010,49754
2010,811596
2010,865752
2010,875320
2013,1574648
2010,704415
2010,877212
2010,875045
2010,850483
2013,18396
2013,1488613
2010,817366
2010,878927
2010,1040829
2010,879585
2010,875622
2010,879526
2013,1370880
2010,880643
2010,880285
2010,881464
2010,1289945
2010,789132
2010,882095
2013,1573516
2010,882104
2010,879993
2010,880984
2010,882154
2010,882835
2010,837465
2013,840715
2010,883293
2010,883237
2010,883945
2010,879911
2010,883984
2010,851968
2013,1364954
2010,771266
2010,880266
2010,1005284
2010,885725
2010,885978
2013,1576169
2010,1408075
2010,822418
2010,886035
2013,1158114
2010,1105055
2010,886835
2010,850460
2010,888228
2013,1028153
2010,813779
2010,867374
2010,890801
2010,885988
2010,891014
2010,872248
2013,1477200
2010,1168220
2010,891288
2010,887637
2010,797465
2010,810509
2010,886163
2013,1348324
2010,892553
2010,891532
2010,893538
2010,859475
2010,1196501
2010,875657
2013,2186
2013,1384905
2010,745655
2010,891103
2010,874499
2010,894627
2010,1078207
2010,895456
2010,895126
2010,886136
2010,784199
2013,313716
2010,101984
2010,895642
2010,49071
2010,896841
2010,897077
2010,895655
2010,896622
2010,898173
2010,884887
2010,1122976
2013,1195734
2010,849502
2010,898437
2010,880115
2010,1402057
2010,928054
2010,901491
2010,903129
2010,902791
2010,907649
2013,1583744
2010,902274
2010,354908
2010,904978
2010,78890
2010,909724
2010,908598
2010,903651
2013,1418091
2010,908255
2010,891482
2010,908652
2010,846913
2010,909281
2010,1048286
2010,913142
2010,911002
2013,1478484
2010,899723
2010,906553
2010,910521
2010,802724
2010,911649
2010,889900
2010,879169
2010,912562
2010,912145
2010,911147
2010,912767
2010,912544
2010,912607
2013,852772
2010,1041577
2010,901219
2010,914139
2010,913241
2010,913885
2010,915389
2010,912513
2010,910329
2010,916085
2010,915778
2013,277948
2013,849706
2010,915913
2010,916529
2010,914208
2010,882796
2010,917470
2010,918541
2010,918581
2010,917523
2010,885590
2010,918160
2010,918946
2010,881524
2013,1473061
2010,919443
2010,870753
2010,906709
2010,919956
2010,892160
2013,1412067
2010,864240
2010,890465
2010,921738
2010,920371
2010,921691
2010,922521
2010,1047340
2013,884713
2010,924822
2010,926282
2010,896262
2010,924168
2010,919013
2010,908937
2010,861884
2010,884731
2010,928421
2010,925645
2010,928658
2010,925528
2010,853695
2010,216539
2010,929994
2013,858470
2010,932111
2010,931584
2010,931683
2010,914577
2010,931948
2010,922475
2010,1096376
2013,945764
2010,868278
2010,932696
2010,934648
2010,935036
2010,935494
2013,893691
2010,1363851
2010,899647
2010,943324
2010,944148
2010,851310
2010,914329
2013,1022705
2010,912752
2010,944075
2010,943320
2010,944739
2010,945235
2010,1001082
2010,1172222
2010,920707
2010,943452
2013,26058
2010,945983
2010,945989
2010,1135185
2010,1295810
2010,930420
2010,917520
2010,892222
2010,948708
2010,893949
2010,949158
2010,1076930
2010,949039
2013,896747
2010,945841
2010,873044
2010,1000228
2010,855683
2010,1000623
2010,1001288
2010,1002225
2010,927003
2013,844965
2010,1000697
2010,949870
2010,1001604
2010,1001902
2010,1001385
2013,861459
2010,1000694
2010,1091596
2010,877890
2010,1000683
2013,853816
2010,1003642
2010,1001838
2010,910267
2010,1003124
2010,1003130
2010,933738
2013,861361
2010,1005010
2010,1034760
2010,884269
2013,820736
2010,896778
2010,899866
2010,1005757
2010,887921
2010,1004989
2010,880804
2010,949373
2010,1020569
2010,940942
2010,919722
2013,824142
2010,1094808
2010,1102541
2010,1006892
2010,1007330
2010,949157
2010,946644
2010,1007587
2010,1008817
2010,928340
2010,1006269
2010,931336
2010,1009672
2010,909494
2010,1010552
2010,1010612
2010,1009829
2010,1004608
2010,887936
2010,1012140
2010,1008654
2010,914475
2013,856982
2010,1402436
2010,1011064
2010,1009356
2010,913077
2010,1012019
2010,895051
2010,1013462
2010,1013606
2010,920448
2010,1012620
2010,1014111
2010,1013934
2010,886744
2010,1013880
2010,899045
2013,768899
2010,1015739
2010,1016470
2010,1449732
2010,1017303
2010,861878
2010,65770
2010,897067
2010,916457
2013,860730
2010,831547
2010,1017968
2010,1016169
2010,1017673
2010,1019737
2010,1013488
2010,1019695
2010,1019849
2010,912183
2010,1021860
2010,818813
2010,1018946
2010,946840
2010,1021561
2010,1022671
2010,1024657
2010,1023313
2010,1022321
2010,944508
2010,1022469
2010,1020416
2010,1023131
2010,1024732
2010,1023128
2010,1020710
2010,1000753
2010,1020214
2010,1026650
2010,1027207
2010,845818
2010,849869
2010,1009379
2010,1029299
2010,891293
2010,1029199
2010,1016546
2010,1031623
2010,1019034
2013,350199
2013,749935
2010,1034755
2010,1011570
2010,917273
2010,912888
2010,1038222
2010,1030896
2010,1036262
2010,1035983
2010,1389050
2010,924515
2010,941604
2010,1020017
2010,1070985
2010,1037976
2010,1039184
2010,1040593
2010,1040426
2010,1039151
2010,1043382
2010,1010086
2010,1042783
2010,1041061
2010,917491
2010,852570
2010,1036044
2010,70487
2010,1043337
2013,863436
2010,1046311
2010,1038280
2010,1036960
2010,1108967
2010,1044590
2010,1041954
2010,1043533
2010,1031203
2010,1043000
2010,949874
2010,1037646
2010,1043509
2010,1015155
2010,835887
2010,1011509
2010,1037649
2010,883107
2010,1005201
2010,1046257
2010,1096481
2010,1047166
2010,1087934
2010,814250
2010,1047881
2010,1014473
2010,1046568
2010,1050915
2010,1024628
2010,1050377
2010,1052100
2010,948072
2010,944765
2010,1044777
2010,1054374
2010,1492633
2010,1053507
2010,1050797
2010,1322866
2010,1022646
2010,1083522
2010,1052595
2010,1053650
2010,1028087
2010,1056696
2010,1047127
2010,1052054
2010,865754
2010,1054905
2010,1054102
2010,1051627
2010,1057379
2010,1016125
2010,1092083
2010,1075736
2013,1108109
2010,1058290
2010,1046880
2010,934473
2010,1057352
2010,1060391
2010,1062478
2010,907562
2010,1065059
2013,872448
2010,31347
2010,1056358
2010,1091735
2010,1056923
2010,1062530
2010,1042173
2010,1062047
2010,1051470
2010,1061322
2010,1065860
2010,1063537
2010,1032863
2010,1041379
2010,1070423
2013,872589
2010,913756
2010,1062231
2013,767920
2010,1072343
2010,1067837
2010,1065087
2010,1066104
2010,1073431
2010,1060990
2010,1023364
2013,1163302
2010,1049502
2010,1075531
2010,1069878
2010,850579
2010,1066605
2010,1070412
2010,1080099
2010,1301611
2010,1041657
2013,867665
2010,929008
2010,1075607
2010,1073429
2010,1275283
2010,1063254
2010,888953
2010,1065837
2010,1082554
2010,1078099
2010,1082923
2010,1083712
2010,1043604
2010,1050606
2010,1065332
2010,1084048
2013,874015
2010,1048477
2010,1077370
2010,1069202
2010,1085869
2010,1086600
2010,1088033
2010,1058299
2010,1142701
2010,1056386
2013,724606
2010,1003214
2010,1091883
2010,1030206
2010,1057083
2010,1091801
2010,1091907
2010,1054721
2010,1086222
2010,1094084
2010,1089872
2010,1077183
2010,1040896
2010,1069258
2010,1091667
2010,1058811
2010,1094007
2013,874716
2010,1089511
2010,1082526
2010,1086740
2010,1095315
2010,1062292
2010,1096199
2010,1090403
2013,875355
2010,1014672
2010,1074909
2010,1068796
2010,75677
2010,846475
2010,1098972
2010,1099160
2010,1049210
2010,1096142
2013,874761
2010,1058444
2010,1096325
2010,1100917
2010,1100969
2010,1087432
2010,1101169
2010,1099800
2010,1097264
2010,1098277
2010,1033905
2010,1080034
2010,1076167
2010,1104855
2010,1062822
2010,1102993
2010,1001233
2010,939767
2010,1104252
2010,1103837
2010,1102741
2010,1097864
2010,1040161
2010,20520
2010,1173489
2013,1035201
2010,1013871
2010,1104506
2010,1094058
2010,1111335
2010,1035267
2010,1037760
2010,1107332
2010,1109189
2010,1100682
2013,49754
2010,1075656
2010,1101302
2010,1113232
2010,1109116
2013,811596
2010,1108205
2010,1040416
2010,1109354
2010,1044435
2010,1111665
2010,1101239
2013,865752
2010,1111632
2010,1059556
2010,1116942
2010,926617
2010,1082038
2010,1114483
2010,1170154
2010,1098482
2013,875320
2010,1092662
2010,1118941
2010,1120295
2010,1037016
2010,750199
2010,1126294
2010,1084554
2010,1022652
2010,1124140
2010,1341470
2010,1097149
2010,864559
2010,1121788
2010,1060736
2010,1443799
2010,1123494
2010,1029142
2010,1109879
2010,1123647
2010,1126975
2010,1121484
2010,1092289
2010,1064728
2013,877212
2010,1129155
2010,109758
2010,1135152
2010,1123979
2010,1103982
2010,926326
2010,1135017
2010,1136294
2010,1101215
2010,1140536
2010,1113668
2010,1092914
2010,1004673
2010,1120096
2010,1141103
2010,878526
2010,1142750
2010,1136869
2010,1144980
