year,cik
2008,1000229
2008,1001838
2008,1003124
2013,882508
2008,1003130
2008,1003950
2008,4187
2008,933738
2008,1005010
2008,884269
2013,1070985
2008,896778
2008,814055
2008,899866
2008,799526
2008,887921
2008,1004989
2013,1037976
2008,880804
2008,949373
2008,1020569
2008,940942
2008,919722
2008,1102541
2008,1006892
2008,1007330
2008,949157
2008,946644
2008,1007587
2008,1008817
2008,928340
2008,1006269
2008,931336
2008,1009672
2008,1009304
2008,909494
2008,1010552
2008,1010612
2008,1009829
2008,1004608
2013,1040593
2008,887936
2008,1012140
2008,1077552
2008,1008654
2008,914475
2008,863680
2008,1009356
2008,1012019
2008,895051
2008,1013149
2008,1013462
2008,920448
2008,1012620
2008,1014111
2013,24545
2013,1040426
2008,1013857
2008,1013934
2008,886744
2008,1013880
2008,899045
2008,911583
2008,1015739
2008,1016470
2008,1017303
2008,861878
2008,897067
2008,831547
2008,1017968
2008,1017259
2008,1016169
2008,1017673
2008,1019737
2008,1019695
2008,1019849
2013,1010086
2008,912183
2008,1021444
2008,1021860
2008,818813
2008,1022080
2008,830656
2008,1021270
2008,1006837
2008,1018332
2008,1018946
2008,946840
2008,1021561
2008,1022671
2008,1024657
2008,1023313
2013,1042783
2008,1022321
2008,944508
2008,1022469
2008,1020416
2008,1023131
2008,1024732
2008,1023128
2008,1024795
2013,1041061
2008,1000753
2008,1027702
2008,1020214
2008,1026650
2008,1027207
2008,1027915
2013,917491
2008,845818
2008,849869
2008,1109808
2008,1009379
2008,1029299
2008,891293
2008,1029199
2008,1016546
2008,1031623
2008,1029023
2008,1019034
2008,1034755
2008,1011570
2008,917273
2008,912888
2008,1018724
2008,1038222
2008,1030896
2008,873303
2008,1034239
2008,1035983
2008,1389050
2008,1038133
2008,924515
2008,882508
2008,1070985
2013,1036044
2008,1037976
2008,1035884
2008,1039184
2008,1040426
2008,1039151
2013,70487
2008,1043382
2008,1010086
2008,1042783
2008,1041061
2008,917491
2008,1041858
2008,852570
2013,1043337
2008,1030484
2008,1045769
2008,1036044
2008,1042825
2008,70487
2008,1043337
2008,1046311
2008,1038280
2008,1036960
2008,1108967
2008,1044590
2008,1041954
2008,1043533
2008,1043000
2013,1036960
2008,949874
2008,1037646
2008,1043509
2008,1015155
2008,1011509
2008,1037649
2008,1005201
2013,1046859
2008,1046212
2008,1046257
2008,833640
2008,849240
2008,1047166
2008,1281696
2008,1087934
2008,814250
2008,1145124
2008,1047881
2008,1014473
2008,1046568
2013,1031203
2008,1050915
2008,1024628
2008,1050377
2008,1052100
2008,948072
2008,944765
2008,1044777
2013,1043000
2008,1054374
2008,1055355
2008,1053507
2008,1050797
2008,1022646
2008,1083522
2008,1052595
2008,1053650
2008,1028087
2008,1056696
2008,1047127
2008,1052054
2008,865754
2008,1054905
2008,1054102
2008,1016125
2008,1092083
2013,1037646
2008,1058290
2008,934473
2008,1058623
2008,1047699
2008,1059562
2008,1057352
2008,1060391
2008,907562
2013,1043509
2008,1065059
2008,31347
2008,1061219
2008,1056358
2008,1091735
2008,1056923
2008,1034088
2008,1042173
2008,1062047
2013,1015155
2008,1059341
2008,1061322
2008,1065860
2008,1031283
2008,886235
2008,1063537
2008,1032863
2008,1065049
2008,1065088
2013,835887
2008,1041379
2008,1046995
2008,1045280
2008,1070423
2008,896726
2008,1039889
2008,1068875
2008,913756
2008,927720
2008,1062231
2008,1072343
2008,1067837
2008,894253
2008,1065087
2008,1042185
2008,1073431
2008,1023364
2008,1049502
2013,1011509
2008,1075531
2008,1076405
2008,850579
2008,1078203
2008,1066605
2008,1070412
2008,1080099
2008,1301611
2013,883107
2008,1080056
2008,1057758
2008,929008
2008,1082423
2008,1075607
2008,1080224
2008,1069469
2008,1073429
2008,1065736
2013,25475
2013,1005201
2008,1275283
2008,1063254
2008,888953
2008,1065837
2008,1082554
2008,934280
2008,1078099
2008,1082923
2013,1046257
2008,1083712
2008,1043604
2008,1050606
2008,1065332
2008,1086195
2008,1048477
2008,1077370
2008,1086467
2013,833640
2008,1069202
2008,1085869
2008,1086600
2008,1058299
2008,1086939
2013,1067701
2008,1142701
2008,1056386
2008,1003214
2008,1042431
2008,1091883
2008,1030206
2008,1057083
2008,1091801
2008,1091907
2008,1054721
2008,1093434
2008,1089976
2008,1086222
2008,1089872
2008,1077183
2008,1040896
2008,1069258
2008,1324424
2008,1058811
2008,1093885
2008,1094007
2008,1086740
2008,1094285
2008,1062292
2008,1090403
2008,1014672
2008,1076481
2008,75677
2008,846475
2013,1047881
2008,1098659
2008,1098972
2008,1099160
2008,1094348
2008,1096142
2008,1058444
2008,1100917
2013,1014473
2008,1100969
2008,1030471
2008,1087432
2008,1099800
2008,1033905
2008,1080034
2008,1076167
2008,1095565
2008,1062822
2008,1102993
2008,1001233
2008,1104252
2008,1102741
2008,1097864
2008,1040161
2013,1091862
2013,1046568
2008,1105982
2008,20520
2008,1173489
2008,1108058
2008,1104506
2008,1094058
2008,1111335
2008,1035267
2008,1107332
2008,1109189
2008,1100682
2008,1075656
2008,1101302
2008,1109116
2013,1050915
2008,1110803
2008,789356
2008,1040416
2008,1109354
2008,1113481
2008,1101239
2013,1024628
2008,1111632
2008,1086319
2008,1059556
2008,1116942
2008,872912
2008,1082038
2008,1092662
2013,1050377
2008,1118941
2008,1120295
2008,917968
2008,1037016
2008,947397
2008,750199
2008,1022652
2008,1103345
2008,1122342
2008,1040666
2008,1124140
2008,1097149
2008,864559
2008,37748
2008,1121788
2008,1060736
2008,1443799
2008,1123494
2008,1029142
2008,1129623
2008,1109879
2008,1123647
2008,1113247
2008,1126975
2013,1052100
2008,1121484
2008,1125057
2008,1092289
2008,1064728
2008,1129155
2008,109758
2008,1135152
2008,1123979
2008,1123871
2013,948072
2008,1103982
2008,926326
2008,1135017
2008,50710
2008,1101215
2013,944765
2008,1140536
2008,1113668
2008,1092914
2008,1144331
2008,1141103
2008,1144519
2008,878526
2008,1142750
2013,1219601
2008,1136869
2008,1144980
2008,1048620
2008,1133260
2008,1166003
2008,1156388
2008,1156039
2008,707388
2013,1044777
2008,1129425
2008,1064863
2008,1071739
2008,817979
2008,1099918
2008,1141240
2008,1112412
2008,1159281
2008,1088856
2008,1162461
2008,1424847
2008,1120970
2008,1158324
2008,1161154
2008,1158463
2008,1112920
2008,1171012
2008,1108727
2008,1323115
2008,1065280
2008,1162556
2013,1582616
2008,1126216
2008,1169445
2008,1093649
2008,1372020
2013,1492633
2008,1171014
2008,1022345
2008,922863
2008,1378453
2008,1039399
2008,1138951
2008,1171759
2008,1096788
2008,1166036
2008,1168335
2008,1164863
2008,1156375
2008,1165002
2008,1174527
2008,1142417
2013,1513761
2008,1174922
2008,1120193
2008,938113
2008,1157762
2008,1133311
2008,1176334
2008,1131227
2013,1053507
2008,1168054
2008,1144320
2008,1159036
2008,892986
2008,1383183
2008,1179929
2008,1094572
2008,1160858
2008,1210708
2013,1050797
2008,1322791
2008,1226308
2008,1122904
2008,1183186
2008,1108827
2008,1140028
2008,894081
2008,1255474
2008,1065696
2008,1161924
2008,1035748
2008,1008848
2008,1266719
2008,1206264
2008,1292900
2008,1404592
2008,1268671
2008,1227654
2008,1262200
2008,1062449
2008,1257640
2008,1128495
2008,1267097
2013,1022646
2008,1140486
2008,1224133
2008,1095277
2008,1172480
2008,1169264
2008,1061983
2008,1165231
2008,1268984
2013,1083522
2008,1076195
2008,1286681
2008,1141391
2008,1274057
2008,1182129
2008,1287151
2008,1288741
2013,1052595
2008,1288403
2008,1089638
2008,1289340
2008,1289460
2008,1111247
2008,1283073
2008,1289863
2008,1048685
2008,1289850
2008,1142512
2013,1053650
2008,1050550
2008,1080014
2008,1262823
2008,884219
2008,1219210
2008,1130166
2008,1297720
2008,1280452
2008,1296445
2008,1299033
2013,1056696
2008,1299139
2008,1298978
2008,1302028
2008,1300514
2008,932372
2008,948850
2013,1047127
2008,1304901
2008,1305168
2008,1306527
2008,1304421
2008,1297704
2008,1342958
2008,1306830
2008,1296435
2013,1052054
2008,1120462
2008,1308208
2008,1303313
2008,1301063
2008,1297989
2008,1288359
2008,1130591
2013,3453
2013,1054905
2008,1137031
2008,1318084
2008,1093557
2008,1324479
2008,1023734
2008,1315695
2013,1054102
2008,1317405
2008,1315257
2008,1302707
2013,1051627
2008,1319229
2008,1265888
2008,1286613
2008,1317630
2008,1322439
2008,1318310
2008,1320461
2008,1315255
2008,1114714
2013,1057379
2008,1322705
2008,1104349
2008,1324189
2008,1323885
2008,1095291
2008,1322734
2008,1162192
2013,1016125
2008,1130866
2008,1326200
2008,1103025
2008,1323468
2008,1325955
2008,1324404
2008,1316656
2008,1324570
2008,1320695
2008,1205727
2008,1273441
2008,1166389
2008,1316898
2008,1011835
2008,1051514
2008,1329919
2008,1307752
2008,1159167
2008,1334478
2008,1364885
2008,712034
2008,1340041
2008,1344154
2008,1281774
2008,1330849
2013,1075736
2008,1131324
2008,1332602
2008,1333170
2008,1334978
2008,885306
2008,1335793
2008,1325281
2008,1334036
2008,1336047
2008,867773
2008,1336917
2008,1071625
2008,1162862
2008,1344596
2008,1325460
2008,1338065
2008,1324759
2013,1058290
2008,1323653
2008,1276187
2008,1339048
2008,1339947
2008,1338613
2008,943184
2008,1339455
2008,1344674
2008,1292470
2008,1328571
2008,1340122
2008,1339553
2008,1058090
2008,1260625
2008,1340282
2008,1340752
2013,934473
2008,1345840
2008,1344980
2008,1345111
2008,1344413
2008,1171529
2008,1368007
2008,1352302
2013,1058623
2008,1138400
2008,1239819
2008,1131554
2008,1353209
2008,1354513
2008,1324105
2013,1059562
2008,1354217
2008,1356949
2008,1070336
2008,1131907
2008,1357615
2008,1359055
2008,1357326
2008,1333493
2008,1158895
2013,1057352
2008,1337013
2008,884909
2008,1342960
2008,1350381
2008,1362004
2008,1360886
2008,1361658
2008,1360901
2013,1060391
2008,1361983
2008,1178879
2008,1362491
2008,1130258
2008,1298521
2008,1364541
2008,1362705
2008,1365216
2013,1062478
2008,1295557
2008,1274494
2008,1010286
2008,1354942
2008,1333248
2008,1121702
2008,1349437
2008,1144945
2013,907562
2008,1113148
2008,1361538
2008,7431
2008,1367396
2008,1367064
2008,1370314
2008,1368900
2008,1171298
2013,31347
2008,1361579
2008,1111928
2008,1367644
2008,1371781
2008,1313024
2008,1373980
2008,1158223
2008,1364100
2008,1374535
2008,809248
2008,1371489
2008,1375557
2008,1375247
2008,1373671
2008,1372000
2008,1368265
2013,26172
2013,1061219
2008,1371011
2008,1356104
2008,1168195
2008,1380509
2013,1056358
2008,1378950
2008,1385544
2008,1379661
2008,1381531
2008,1366246
2008,1372041
2013,1091735
2008,1382911
2008,1381325
2008,1385280
2008,1388430
2008,1385830
2008,1389305
2008,1175609
2013,1056923
2008,1145197
2008,1244937
2008,1138639
2008,1422105
2008,1391127
2008,1320760
2013,1062530
2008,1378846
2008,1394220
2008,1361872
2008,1391390
2008,894158
2008,1376556
2013,1042173
2008,1358071
2008,1388195
2008,1390844
2008,1131096
2008,1393883
2008,1392091
2008,1394159
2008,1296205
2013,1062047
2008,1396838
2008,1398659
2008,1099590
2008,1124610
2008,816761
2008,1398664
2008,1210618
2013,1051470
2008,1397821
2008,1405277
2008,1253955
2008,1396546
2008,1376812
2008,1230355
2008,1405287
2008,1376139
2013,1065860
2008,1378706
2008,1384072
2008,1138412
2008,1292653
2008,1365790
2008,1201792
2008,1405073
2008,1125376
2008,1396033
2008,1409134
2008,1393744
2008,1410838
2008,1410172
2008,1402305
2008,1088787
2008,1227930
2013,26324
2013,1065049
2008,1254419
2008,1386198
2008,1117106
2008,1410056
2008,1415404
2008,1120370
2008,1295172
2008,1413898
2008,1410471
2013,1065088
2008,1411861
2008,1425565
2008,1410636
2008,1091756
2008,1420800
2013,1046995
2008,1418135
2008,1421517
2008,1407463
2008,1421182
2008,1421461
2008,1434588
2008,1260996
2008,1368308
2008,1434620
2008,1434729
2008,718877
2008,1434621
2008,1433660
2008,700923
2008,1394156
2008,1437106
2008,1437226
2013,1070423
2008,1452575
2008,1438231
2008,1441236
2008,843006
2008,1373988
2008,1366649
2008,1095981
2008,1216596
2008,1138118
2008,1280058
2008,1178670
2008,1274913
2008,1142596
2008,1106942
2008,1282398
2008,1235010
2008,1050180
2008,1160165
2008,1267130
2013,827187
2008,902622
2008,1261888
2008,1337298
2010,4187
2012,29834
2013,29834
2013,1068875
2008,41023
2012,64040
2012,82811
2009,95029
2008,311657
2009,314606
2013,351817
2008,731657
2008,745651
2013,714603
2013,927720
2010,808362
2010,816159
2012,839470
2012,846913
2013,855658
2008,874238
2010,875355
2008,879526
2012,880631
2013,1062231
2012,891532
2008,914139
2009,928054
2008,946454
2010,946454
2011,946454
2010,1004989
2013,1067837
2009,1013462
2008,1020017
2009,1022671
2009,1039684
2013,1041379
2009,1041657
2011,1041657
2012,1041657
2009,1046212
2011,1046880
2013,1065087
2010,1046995
2008,1060990
2008,1066104
2008,1069394
2008,1085621
2009,1085621
2010,1085621
2013,1521332
2013,1087934
2009,1088856
2008,1091596
2009,1091596
2011,1095981
2008,1098482
2008,1104042
2012,1107843
2012,1108967
2013,1108967
2009,1123871
2009,1135711
2009,1145197
2009,1145460
2009,1160165
2008,1172852
2012,1237831
2010,1239188
2010,1259550
2010,1261888
2012,1292055
2008,1298341
2013,1302028
2013,1318084
2013,1066104
2010,1322705
2010,1372041
2012,1374310
2011,1375247
2009,1378706
2013,1383871
2010,1405495
2009,1420800
2013,1060990
2010,1434588
2013,1004155
2013,30697
2013,1049502
2013,52827
2013,1075531
2013,1069878
2013,1465112
2013,1349454
2013,1066605
2013,1575599
2013,1070412
2013,868725
2013,1080099
2013,886163
2013,1301611
2013,1041657
2013,26780
2013,1080056
2013,1057758
2013,1046311
2013,929008
2013,1142701
2013,1518222
2013,1096142
2013,1075607
2013,1239188
2013,1322705
2013,1073429
2013,1275283
2013,1357615
2013,1065837
2013,313616
2013,1082554
2012,1800
2012,8868
2013,1082923
2013,1043604
2012,1489137
2013,1050606
2012,102379
2013,1065332
2012,792985
2012,790526
2013,1084048
2012,811532
2012,1056087
2012,1180262
2012,1551152
2012,1328581
2012,1068717
2012,849706
2013,1048477
2012,767920
2013,1077370
2012,1402057
2011,901491
2013,351998
2013,1415020
2013,1069202
2012,910267
2013,1085869
2012,831547
2013,1085621
2013,1085770
2013,1086600
2012,932372
2012,1071625
2013,799165
2013,1058299
2012,1357371
2013,1056386
2012,1275712
2012,1525221
2013,1003214
2013,1091883
2011,88205
2011,320340
2013,1030206
2011,766561
2013,1057083
2013,1091801
2013,773840
2013,1091907
2013,1054721
2011,1412067
2013,1086222
2011,1408075
2011,886163
2013,1094084
2013,1089872
2013,1077183
2011,1091596
2013,1069394
2011,1108967
2013,787250
2013,1040896
2011,944765
2013,1069258
2013,1091667
2011,1069258
2013,1324424
2011,1037016
2013,1058811
2013,1094007
2011,1140098
2011,892986
2013,1094814
2011,1319229
2013,1089511
2011,1355001
2013,27996
2013,1082526
2013,1086740
2011,894158
2013,1094285
2011,1439095
2013,1062292
2011,1418819
2011,1182325
2013,1096199
2013,1074909
2010,3982
2013,1076481
2013,75677
2013,846475
2013,1098972
2010,742278
2013,936340
2013,1099160
2010,98720
2013,1094348
2010,805022
2013,1100917
2010,800240
2010,22551
2010,867665
2013,1087432
2010,899751
2013,1038074
2013,1101169
2010,931148
2013,1099800
2010,1000229
2010,921313
2013,1033905
2010,1030484
2013,1080034
2010,1068875
2010,1057758
2010,1090514
2010,1059324
2013,1095565
2013,1104855
2010,884504
2013,1062822
2010,1141240
2010,1145460
2010,1096788
2013,1102993
2013,1001233
2010,1320461
2013,939767
2010,1131907
2010,1419428
2013,1103837
2013,1097864
2010,1373988
2010,1082754
2010,1487371
2010,1261888
2013,20520
2013,1173489
2009,24491
2009,216039
2013,1104506
2013,1035267
2013,1037760
2013,28823
2013,1107332
2009,1465112
2013,1109189
2009,805264
2013,1100682
2009,821995
2009,768262
2009,887969
2009,900708
2013,1101302
2013,1113232
2009,946486
2009,946454
2013,1108320
2009,1004989
2013,722313
2013,1109116
2009,921313
2009,1024628
2013,1110803
2013,1108205
2009,1058811
2013,1109354
2013,1044435
2013,1113481
2009,1112412
2013,1111665
2009,1168054
2009,1288741
2013,29002
2013,1101239
2013,1059556
2009,1004724
2013,1116942
2013,872912
2009,1379378
2013,926617
2009,1377720
2013,1082038
2009,1410056
2008,356080
2008,13610
2013,1092662
2013,1120295
2008,216039
2013,29332
2008,275053
2013,1022652
2013,1122342
2008,722723
2013,1124140
2008,1028153
2008,763846
2008,22551
2008,885988
2013,1097149
2008,928054
2013,864559
2013,1121788
2008,892160
2008,943324
2013,1060736
2008,1001902
2013,1123494
2013,1029142
2008,1016439
2008,1016152
2008,921313
2008,1040593
2013,1126975
2008,1096481
2013,1121484
2008,1069878
2013,1104485
2008,1090514
2013,1092289
2008,1094084
2013,1064728
2008,1074909
2008,1098277
2013,1129155
2008,1037760
2013,1135152
2008,884504
2008,1341470
2013,1123979
2008,1145460
2008,1130713
2008,1136174
2008,1096339
2013,1103982
2008,1290900
2008,1289848
2008,1320934
2008,1271940
2013,926326
2008,1277092
2008,1320854
2008,1134203
2008,1345126
2008,1347178
2013,1492658
2008,1282648
2013,1135017
2008,1125920
2008,1276591
2013,1136294
2008,1314772
2008,1317872
2008,1419428
2013,1101215
2008,1398090
2008,1336545
2008,1314475
2013,1092914
2013,1004673
2013,1141103
2013,1144519
2013,878526
2013,1120914
2013,1142750
2013,29669
2013,1136869
2013,1144980
2013,1048620
2013,1166003
2013,1156388
2013,1156039
2013,707388
2013,105319
2013,29905
2013,1071739
2013,1158449
2013,817979
2013,1112412
2013,1159281
2013,1088856
2013,1162461
2013,1120970
2013,29989
2013,1158324
2013,1161154
2013,1158463
2013,1112920
2013,1171012
2013,1065280
2013,1159154
2013,1162556
2013,1126216
2013,1169445
2013,1130713
2013,1093649
2013,1167419
2013,1372020
2013,922863
2013,30554
2013,1378453
2013,1039399
2013,1138951
2013,1171759
2013,1575571
2013,1166036
2013,1164863
2013,1156375
2013,1165002
2013,1142417
2013,1174922
2013,1120193
2013,1166380
2013,1157762
2013,1133311
2013,1176334
2013,30305
2013,1131227
2013,1060822
2013,1084991
2013,1140098
2013,1168054
2013,1136174
2013,1159036
2013,892986
2013,1383183
2013,4447
2013,1326160
2013,1179929
2013,1210708
2013,1053374
2013,1226308
2013,1122904
2013,1108827
2013,894081
2013,1255474
2013,1065696
2013,30625
2013,1035748
2013,1008848
2013,1206264
2013,1292900
2013,1404592
2013,1227654
2013,1062449
2013,30828
2013,1257640
2013,1267097
2013,1224133
2013,1095277
2013,1172136
2013,1169264
2013,1061983
2013,1278027
2013,1165231
2013,1076195
2013,1286681
2013,1141391
2013,1274057
2013,1182129
2013,1287151
2013,899460
2013,1288403
2013,31791
2013,1289460
2013,1048685
2013,1289850
2013,1290900
2013,1292055
2013,1292556
2013,1080014
2013,350846
2013,1173514
2013,1262823
2013,1576263
2013,884219
2013,1219210
2013,1259550
2013,1130166
2013,1280452
2013,1296445
2013,1299033
2013,1144354
2013,1113809
2013,1299139
2013,1300514
2013,932372
2013,1289848
2013,1304421
2013,1342958
2013,1306830
2013,1296435
2013,1308208
2013,1419242
2013,1575360
2013,1307954
2013,1303313
2013,1301063
2013,1297989
2013,1288359
2013,1320854
2013,1130591
2013,1093557
2013,1023734
2013,31978
2013,1315695
2013,1315257
2013,1302707
2013,1319229
2013,701345
2013,1571949
2013,1265888
2013,1286613
2013,1317630
2013,1320461
2013,1315255
2013,1104349
2013,1324189
2013,1323885
2013,1324272
2013,1095291
2013,1130866
2013,1326200
2013,1323468
2013,1325955
2013,1316656
2013,1320695
2013,1273441
2013,1316898
2013,1331301
2013,1307752
2013,1159167
2013,1333513
2013,1334478
2013,277595
2013,1364885
2013,712034
2013,1578318
2013,1281774
2013,1330849
2013,1131324
2013,1333170
2013,1334978
2013,885306
2013,727510
2013,1325281
2013,1334036
2013,1336047
2013,867773
2013,1336917
2013,1071625
2013,1344596
2013,1338065
2013,1375205
2013,1276187
2013,1339048
2013,1514226
2013,1338613
2013,943184
2013,1316645
2013,33185
2013,1328571
2013,1340122
2013,1058090
2013,1136893
2013,1340282
2013,1321646
2013,1344980
2013,1345126
2013,1344413
2013,33213
2013,1347178
2013,1004724
2013,1350653
2013,1272830
2013,1239819
2013,1131554
2013,1354513
2013,1533454
2013,1537054
2013,1372375
2013,1201663
2013,1326801
2013,1533924
2013,1539838
2013,1282637
2013,1532750
2013,1534701
2013,1535031
2013,1550695
2013,1237831
2013,1546417
2013,1401257
2013,1386858
2013,1547638
2013,1398987
2013,1354327
2013,1354217
2013,1356949
2013,1070336
2013,34067
2013,1282648
2013,1320414
2013,1490630
2013,1357326
2013,1333493
2013,1158895
2013,1347452
2013,1337013
2013,1364099
2013,1362004
2013,1360886
2013,1357371
2013,1361658
2013,1360901
2013,1361983
2013,1178879
2013,1287808
2013,1364541
2013,1362705
2013,1365216
2013,1359841
2013,1125920
2013,1274494
2013,1333248
2013,1121702
2013,1160791
2013,1366868
2013,37785
2013,1113148
2013,1370450
2013,1361538
2013,7431
2013,1367064
2013,1444598
2013,1111928
2013,1276591
2013,753308
2013,1367644
2013,1282631
2013,1371781
2013,1158223
2013,1364100
2013,1374535
2013,809248
2013,1371489
2013,1375557
2013,1368265
2013,1356104
2013,1140215
2013,1377630
2013,1419581
2013,1380509
2013,1378950
2013,1385544
2013,1379661
2013,1381531
2013,1366246
2013,277509
2013,1382911
2013,1349436
2013,1466815
2013,1385292
2013,1385280
2013,1388430
2013,1293282
2013,1304464
2013,1389545
2013,1244937
2013,1138639
2013,1422105
2013,1338042
2013,1391127
2013,4904
2013,35214
2013,1320760
2013,1335293
2013,1392972
2013,894158
2013,937556
2013,1358071
2013,1394954
2013,1388195
2013,1390844
2013,1131096
2013,1393883
2013,1392091
2013,1394159
2013,1411207
2013,1296205
2013,1398659
2013,1128928
2013,1099590
2013,1087294
2013,1360530
2013,816761
2013,1210618
2013,1405277
2013,1408198
2013,1124198
2013,1230355
2013,1376139
2013,1378706
2013,1384072
2013,1105184
2013,1292653
2013,1201792
2013,1405073
2013,352825
2013,1125376
2013,1396033
2013,1393744
2013,1403853
2013,1410838
2013,1410172
2013,1431372
2013,1227930
2013,1407038
2013,1130385
2013,1254419
2013,1117106
2013,1415301
2013,1402829
2013,1120370
2013,1413898
2013,1410471
2013,38725
2013,1410636
2013,1411158
2013,1574774
2013,1420800
2013,1403431
2013,1420302
2013,1375151
2013,1418135
2013,1421517
2013,1469510
2013,1421182
2013,1401688
2013,1414475
2013,1162194
2013,1200375
2013,1421461
2013,1107694
2013,1426945
2013,1439095
2013,1208208
2013,1434588
2013,1434842
2013,1368308
2013,1267602
2013,1434620
2013,1434729
2013,718877
2013,1434621
2013,1433660
2013,1440024
2013,354190
2013,1473597
2013,1493144
2013,700923
2013,1442145
2013,1394156
2013,1437106
2013,1437226
2013,1452575
2013,1351285
2013,1438231
2013,39899
2013,1449488
2013,1441236
2013,1524741
2013,1432150
2013,1453814
2013,1125914
2013,843006
2013,1468328
2013,1462418
2013,1468174
2013,1262039
2013,1373988
2013,1418819
2013,1082754
2013,1474042
2013,1474735
2013,1406666
2013,1468516
2013,1477294
2013,1092699
2013,1430592
2013,1471261
2013,1325879
2013,1167294
2013,1297336
2013,1446847
2013,1287213
2013,1386278
2013,1486159
2013,1374310
2013,1086909
2013,1365101
2013,1487371
2013,1288469
2013,1467858
2013,1412347
2013,1305294
2013,1488075
2013,1175454
2013,1227025
2013,1182325
2013,1365916
2013,1481792
2013,1485469
2013,88205
2013,1286225
2013,1490165
2013,1484478
2013,1318605
2013,1160958
2013,1487101
2013,1488139
2013,1487952
2013,1453593
2013,1495479
2013,1379246
2013,1486957
2013,1564822
2013,1533526
2013,1559865
2013,355811
2013,1299130
2013,1235007
2013,1499912
2013,1389170
2013,1498021
2013,1502034
2013,1396814
2013,40987
2013,1162112
2013,1439199
2013,1487986
2013,1369786
2013,1310114
2013,1356576
2013,1507615
2013,1509991
2013,1169988
2013,1509432
2013,1501585
2013,1271024
2013,1423542
2013,1564902
2013,1366684
2013,1311230
2013,1514705
2013,1516007
2013,41719
2013,1517175
2013,1510295
2013,1504747
2013,1158863
2013,1519632
2013,1512077
2013,1514991
2013,42582
2013,1340127
2013,1463101
2013,1364962
2013,1439404
2013,1180079
2013,1274792
2013,1275712
2013,1415336
2013,1045309
2013,1463258
2013,1443669
2013,1352010
2013,1509589
2013,1526796
2013,1129260
2013,1525221
2013,42888
2013,1520006
2013,1534992
2013,1313275
2013,1462633
2013,1491778
2013,1519751
2013,1528837
2013,1117733
2013,1524471
2013,1524472
2013,1520744
2013,1520697
2013,1533932
2013,1466301
2013,1534504
2013,1345016
2013,277135
2013,1237746
2013,1536035
2013,1314475
2013,1021604
2013,1216596
2013,43196
2013,1279363
2013,1280058
2013,1178670
2013,1142596
2013,1091171
2013,1235010
2013,1275014
2013,1267130
2013,1389072
2013,1030749
2013,1337298
2013,1489393
2013,1547063
2013,1579241
2012,3197
2012,764622
2012,2098
2012,2186
2012,2488
2012,766421
2012,3453
2012,773840
2012,4447
2012,789073
2012,73986
2012,744825
2013,45876
2012,5981
2012,1037868
2012,6292
2012,821026
2013,46080
2012,894405
2012,7536
2012,8063
2012,1004155
2013,46129
2012,9092
2012,808362
2012,9326
2012,9389
2012,9892
2012,9984
2013,731012
2012,10456
2012,729580
2012,11199
2012,12208
2012,722104
2013,874238
2012,314808
2012,12927
2012,12978
2012,315213
2012,1393066
2012,14272
2013,719413
2012,14930
2012,1104657
2012,18396
2012,277948
2012,26058
2012,350199
2012,1035201
2012,790051
2012,17797
2012,18169
2012,18926
2012,19411
2012,215419
2012,19745
2012,313927
2012,20212
2012,20232
2012,716133
2012,20740
2013,5981
2013,47111
2012,1400891
2012,764065
2012,21344
2012,215466
2012,21535
2012,21665
2012,315293
2012,1166691
2012,723612
2012,23111
2012,1549346
2012,23675
2012,732834
2012,24491
2012,24545
2012,24741
2012,25475
2012,1091862
2012,25793
2012,1219601
2012,26172
2012,26324
2012,714603
2012,30697
2012,26780
2012,313616
2012,351998
2013,1585689
2012,799165
2012,27430
2012,27904
2012,27996
2012,936340
2012,28823
2012,722313
2012,29002
2012,29332
2012,29669
2012,29905
2012,29989
2012,30554
2013,48287
2012,30305
2012,17797
2012,30625
2012,30822
2012,30828
2012,31791
2012,350846
2012,31978
2012,3146
2012,33185
2013,316206
2012,33213
2012,1282637
2012,34067
2012,37785
2012,37634
2013,1130310
2012,1419581
2012,277509
2012,35214
2012,719164
2012,1128928
2012,1124198
2012,352825
2013,1037868
2013,48898
2012,1130385
2012,39368
2012,354190
2012,39899
2012,1467858
2012,88205
2012,355811
2012,40987
2012,41719
2012,42582
2012,1045309
2012,42888
2012,277135
2012,43196
2012,1030749
2012,45876
2012,46080
2012,46129
2012,216085
2012,731012
2012,874238
2012,719413
2012,47111
2012,48287
2012,316206
2012,1130310
2012,48898
2012,52827
2012,49648
2012,49826
2013,1057877
2012,1096385
2012,1466258
2012,353020
2012,50863
2012,320340
2012,50957
2013,49826
2012,715787
2012,51253
2012,1405495
2012,51434
2012,278041
2012,728249
2012,51644
2012,742112
2012,52795
2012,105634
2012,1506307
2012,54381
2012,54441
2012,54476
2012,54480
2012,740694
2012,55067
2012,55135
2013,1096385
2012,55785
2012,56047
2012,60714
2013,318154
2013,1466258
2012,57528
2012,58492
2012,58592
2012,59478
2012,59527
2013,353020
2012,352363
2012,936468
2012,60519
2012,60849
2012,60977
2012,61004
2012,67716
2012,61986
2012,766561
2012,101778
2012,62709
2012,62996
2012,63276
2012,708819
2012,63908
2012,310158
2013,50863
2012,66570
2012,66740
2012,66756
2013,320340
2012,717423
2012,70866
2012,704532
2012,69671
2012,70318
