cik,year,Cos_Sim
14930.0,2010,0.4902164644758454
14930.0,2011,0.49548683831864426
14930.0,2012,0.5083745951550015
14930.0,2013,0.5125180309507766
15615.0,2008,0.37233543586250206
15615.0,2009,0.3527803139903504
15615.0,2010,0.3507597456501288
15615.0,2013,0.16225853083235453
18169.0,2011,0.5693242685353253
18169.0,2012,0.5570645679415133
18396.0,2009,0.4770884447250585
18396.0,2010,0.4354612651435187
18396.0,2011,0.48582779876307
18396.0,2012,0.43734347208801966
18396.0,2013,0.43385480003715227
18672.0,2010,0.5404333340550826
18672.0,2011,0.5696999494861703
18808.0,2008,0.5705756652826055
18808.0,2009,0.5531293451890472
18808.0,2010,0.5301768109582687
18926.0,2009,0.5133308628429941
18926.0,2010,0.46917354119355614
18926.0,2011,0.4879222844764367
18926.0,2012,0.5114976062841009
18926.0,2013,0.46588094333347496
19411.0,2008,0.5710267023579356
19411.0,2009,0.5811126073496635
19411.0,2010,0.5607805853092411
19411.0,2011,0.550057842957166
19411.0,2012,0.4910821917482431
19411.0,2013,0.5400244011585316
19745.0,2011,0.7103522359921433
19745.0,2012,0.651015240445513
19745.0,2013,0.5854981872705785
20212.0,2008,0.5263223917121685
20212.0,2009,0.5560071721772867
20212.0,2010,0.5389427454389581
20212.0,2011,0.556135044502403
20212.0,2012,0.5282899969181372
20212.0,2013,0.5171078184375728
20232.0,2010,0.4546914257349006
20232.0,2011,0.4033123814914312
20520.0,2009,0.45401499130103584
20520.0,2010,0.430267846987373
20520.0,2011,0.438415072165967
20520.0,2012,0.4123590231880586
20520.0,2013,0.40035591566025547
20740.0,2011,0.3862328796910545
20740.0,2012,0.4120216406338303
21344.0,2008,0.41013641333797596
21344.0,2009,0.357888122418865
21344.0,2010,0.4101457822253145
21344.0,2011,0.41783149632435734
21344.0,2012,0.4022486261365453
21344.0,2013,0.40261603068296775
21535.0,2009,0.5115069162950615
21535.0,2010,0.4353159348308293
21535.0,2011,0.4055660084314602
21535.0,2012,0.3762008032712864
21535.0,2013,0.43424345124485353
21665.0,2008,0.3326655965989808
21665.0,2009,0.3292243770250741
21665.0,2010,0.34098130282204747
21665.0,2011,0.31700730153915774
21665.0,2012,0.3162555847480701
21665.0,2013,0.3177668051040258
23111.0,2011,0.38548574528486007
23111.0,2012,0.3507381212785521
23111.0,2013,0.3663334270055105
23675.0,2008,0.4125336943356678
23675.0,2009,0.4211413292490807
23675.0,2010,0.39392540827280587
23675.0,2011,0.4200620891584654
23675.0,2012,0.399683794029263
23675.0,2013,0.42028236054630985
24491.0,2008,0.5681230025899199
24491.0,2009,0.6001169715253367
24491.0,2010,0.5625555791663991
24491.0,2012,0.5582318852592209
24545.0,2009,0.41352020925053606
24545.0,2010,0.5218663722945589
24545.0,2011,0.42411038521324795
24545.0,2012,0.38236450575815806
24545.0,2013,0.38847160751440546
24741.0,2008,0.4648554520276444
24741.0,2009,0.45393667741137966
24741.0,2010,0.4608230423521666
24741.0,2011,0.43437165159766605
24741.0,2012,0.4230849272096129
25475.0,2009,0.5971344811725855
25475.0,2010,0.5777408243706541
25475.0,2011,0.5562139495826963
25475.0,2012,0.5439645122923271
25475.0,2013,0.5483930851663752
25793.0,2011,0.36221638270639483
25793.0,2012,0.3813465391790525
26058.0,2008,0.14080437009917976
26058.0,2009,0.1353384599639799
26058.0,2010,0.14434243443961106
26058.0,2011,0.1406112743942085
26058.0,2012,0.18502532478996106
26058.0,2013,0.17685612815492843
26172.0,2009,0.4046759793155191
26172.0,2010,0.3941441214391651
26172.0,2011,0.407301595669666
26172.0,2012,0.4114433351773903
26172.0,2013,0.4136573304843266
26324.0,2008,0.581187554689844
26324.0,2011,0.6447117483205616
26324.0,2012,0.6054855618042544
26324.0,2013,0.5129916429349624
26780.0,2009,0.318687836636422
26780.0,2010,0.37894474046174875
26780.0,2011,0.3963407457861569
26780.0,2012,0.44750226165467644
26780.0,2013,0.4305384756268125
27904.0,2009,0.3942589873867388
27904.0,2011,0.4161953425159941
27904.0,2012,0.42527649111758226
27996.0,2008,0.5439263990998475
27996.0,2009,0.586313656590935
27996.0,2010,0.5819549339187686
27996.0,2011,0.5826336929853536
27996.0,2012,0.5865943082931475
27996.0,2013,0.6257836814828783
28823.0,2009,0.3767492236687717
28823.0,2010,0.3716274566295676
28823.0,2011,0.36713957152833254
28823.0,2012,0.36765775130889433
28823.0,2013,0.4461642704689155
29002.0,2012,0.4397814667962503
29002.0,2013,0.434478108221263
29332.0,2011,0.3712662248644324
29332.0,2012,0.3445555409771777
29332.0,2013,0.3755755807968778
29834.0,2010,0.5248412979131662
29834.0,2011,0.44914114503406327
29834.0,2012,0.4985606386287596
29834.0,2013,0.4681005149430526
29905.0,2008,0.46800634327839596
29905.0,2009,0.43122098584652435
29905.0,2010,0.3958738427318452
29905.0,2011,0.4286940531070136
29905.0,2012,0.3528647844105891
29905.0,2013,0.3383002694663815
29989.0,2008,0.420002279393147
29989.0,2009,0.4512654268764619
29989.0,2010,0.40293923277652544
29989.0,2011,0.416274919945068
29989.0,2012,0.4367901565306631
29989.0,2013,0.4258165101153486
30305.0,2009,0.33620454040871994
30305.0,2010,0.33470932704281003
30305.0,2011,0.326816590138656
30305.0,2012,0.4152600500061322
30305.0,2013,0.4374504645113979
30554.0,2010,0.45406385314720993
30554.0,2011,0.45955487660344985
30554.0,2012,0.4374227837961271
30554.0,2013,0.36188014467037355
30625.0,2008,0.5289606351417849
30625.0,2009,0.5146286804141527
30625.0,2010,0.5007423748482751
30625.0,2011,0.45098832525827603
30625.0,2012,0.42189188324581983
30625.0,2013,0.37180531698381447
30697.0,2012,0.40732782209656454
30697.0,2013,0.4097650673832075
30822.0,2012,0.5683915019811394
30828.0,2011,0.49978748369813797
30828.0,2012,0.4696341381828668
30828.0,2013,0.48172789618693934
31347.0,2009,0.39120774936079017
31347.0,2010,0.4182073534616428
31347.0,2011,0.4174037902883589
31347.0,2012,0.42656246317481783
31347.0,2013,0.41197583883038635
31791.0,2008,0.27349715639775846
31791.0,2012,0.3060942235025881
31791.0,2013,0.25998205262319024
31978.0,2009,0.4755191490678242
31978.0,2011,0.48686464252801864
31978.0,2012,0.41099273368263517
31978.0,2013,0.4628192513127368
32198.0,2009,0.43352513055584946
32198.0,2010,0.3541838425605308
33185.0,2009,0.5051163274395016
33185.0,2011,0.45218323109591446
33185.0,2012,0.47100869760243086
33185.0,2013,0.4568799694216762
33213.0,2009,0.4291113708472406
33213.0,2010,0.40766181669870205
33213.0,2011,0.40927295306567446
33213.0,2012,0.4507278274749541
33213.0,2013,0.40871776867578613
34067.0,2009,0.29712910745630305
34067.0,2010,0.3216820831229759
34067.0,2011,0.3200773423204703
34067.0,2012,0.2825286032447216
34067.0,2013,0.31396922267258087
35214.0,2008,0.5377659422489127
35214.0,2009,0.5514967380466219
35214.0,2010,0.5499663566713641
35214.0,2011,0.513297087098139
35214.0,2012,0.5249176012219383
35214.0,2013,0.5422838194270152
37748.0,2008,0.4392672639442592
37748.0,2009,0.49761182676647275
37785.0,2008,0.4514162932807473
37785.0,2009,0.4941138632292609
37785.0,2011,0.4765279848261562
37785.0,2013,0.4502113179812805
38725.0,2011,0.5330936975000689
38725.0,2013,0.5484740675669993
39368.0,2011,0.3383515683760112
39368.0,2012,0.4022530588479264
39899.0,2008,0.4298015378462863
39899.0,2009,0.4636366421618969
39899.0,2010,0.42540995531221926
39899.0,2011,0.42461093848371023
39899.0,2012,0.42206552423897603
39899.0,2013,0.45867598358068296
40987.0,2009,0.5431769416889165
40987.0,2010,0.5485126946400761
40987.0,2011,0.5433975257393361
40987.0,2012,0.5437363104020337
40987.0,2013,0.5349721209656951
41023.0,2010,0.448616715519525
41719.0,2009,0.4988248193217785
41719.0,2010,0.4736376421976406
41719.0,2012,0.4467633848365073
41719.0,2013,0.377338702718077
42542.0,2009,0.4392904203328154
42542.0,2010,0.4514929922719773
42582.0,2008,0.49644420950689605
42582.0,2009,0.4743375871329268
42582.0,2010,0.4475370096837199
42582.0,2011,0.448775487879162
42582.0,2012,0.48211486945979254
42582.0,2013,0.43407218554804994
42888.0,2008,0.3454893959411577
42888.0,2009,0.3965986993425203
42888.0,2010,0.41435424011356936
42888.0,2011,0.38420883981864057
42888.0,2012,0.49533159509300595
42888.0,2013,0.44500077098827984
43196.0,2008,0.20622222881159735
43196.0,2010,0.2168660815661985
43196.0,2011,0.25164596161406827
43196.0,2012,0.2776167614647015
43196.0,2013,0.31135982000232987
45876.0,2008,0.4562936486519653
45876.0,2009,0.45779922358949005
45876.0,2010,0.4331488879099139
45876.0,2011,0.42777877230832356
45876.0,2012,0.4312206040290673
45876.0,2013,0.41903535779450185
45919.0,2008,0.456978832647527
45919.0,2010,0.479550062380102
45919.0,2011,0.4710830697093287
45919.0,2012,0.46289976227842816
45919.0,2013,0.37149607844464777
46080.0,2008,0.3249930545192969
46080.0,2009,0.32189105025337594
46080.0,2010,0.35087371165671244
46080.0,2011,0.3741620385837977
46080.0,2012,0.37433812533526434
46080.0,2013,0.394202759298696
46129.0,2011,0.49564277419769476
47111.0,2008,0.4410720401312468
47111.0,2012,0.39410027404168313
47111.0,2013,0.37151288887342265
48287.0,2011,0.40899450800099896
48287.0,2012,0.39720931709613005
48287.0,2013,0.39123625905191894
48898.0,2009,0.4329650946825676
48898.0,2010,0.366062837588235
48898.0,2011,0.37867471020555277
48898.0,2012,0.27783322037810154
48898.0,2013,0.2577561615207433
49071.0,2009,0.42997459709911656
49071.0,2010,0.42175820026779687
49071.0,2011,0.42620214602860174
49071.0,2013,0.45300203524022437
49754.0,2010,0.49411498448733265
49754.0,2011,0.4646412808661179
49754.0,2012,0.4591732659696679
49754.0,2013,0.4088510736451255
49826.0,2009,0.5045420127757962
49826.0,2010,0.49147762016601054
49826.0,2011,0.25439460056088026
49826.0,2012,0.30901023558144847
49826.0,2013,0.33658834957989675
50104.0,2008,0.4252352774210585
50104.0,2009,0.3542138492048341
50104.0,2011,0.44390058646795394
50104.0,2012,0.4621793368681345
50104.0,2013,0.4732071833454804
50710.0,2008,0.4163354051963275
50863.0,2008,0.32619465710462825
50863.0,2009,0.31872209459831297
50863.0,2010,0.2928724803808629
50863.0,2011,0.29177204549233887
50863.0,2012,0.25374006951748407
50863.0,2013,0.23501917405538109
50957.0,2008,0.326688102271973
50957.0,2011,0.4156393661199017
50957.0,2012,0.4275729991965739
51253.0,2010,0.481725518847847
51253.0,2011,0.5502062245688146
51253.0,2012,0.5559318694741668
51253.0,2013,0.5447118854517061
52795.0,2010,0.4166836763745857
52795.0,2011,0.41258266471097
52795.0,2012,0.4179018456303207
52827.0,2009,0.5530329926499546
52827.0,2010,0.4986425342708235
52827.0,2011,0.5131520177102737
52827.0,2012,0.5032009472127281
52827.0,2013,0.5196468906116203
54381.0,2009,0.4548943930258338
54381.0,2010,0.5164894431013888
54381.0,2011,0.4494158120676842
54381.0,2012,0.4550236455443921
54381.0,2013,0.42993710639106253
54441.0,2009,0.388080750361305
54441.0,2010,0.5070140446970032
54441.0,2011,0.4591149597126295
54441.0,2012,0.39522494986360623
54441.0,2013,0.49088184490194264
54480.0,2009,0.40137339970286184
54480.0,2010,0.3647484790525226
54480.0,2011,0.3533252045745323
54480.0,2012,0.3555081723652328
54480.0,2013,0.31469052985208823
55067.0,2011,0.47213319698928585
55067.0,2012,0.45515356532860607
55067.0,2013,0.4687285352739134
55135.0,2008,0.6135451567418619
55135.0,2012,0.5175381686195083
55135.0,2013,0.5488093646594985
55785.0,2008,0.38593460566282856
55785.0,2009,0.3969406432907301
55785.0,2010,0.3590644726227241
55785.0,2011,0.33760265496802566
55785.0,2012,0.3301401257756269
55785.0,2013,0.300488501973392
56047.0,2008,0.3481068278265958
56047.0,2009,0.3868358948113306
56047.0,2010,0.4255535922827948
56047.0,2012,0.47323988066187456
56047.0,2013,0.4648973100126122
57528.0,2009,0.2784759441917917
57528.0,2011,0.3152743758075018
57528.0,2012,0.3156777663628945
57528.0,2013,0.29452057837591317
58492.0,2009,0.5122132114791028
58492.0,2010,0.4650461835223876
58492.0,2011,0.5013799973643673
58492.0,2012,0.5056656072864356
58492.0,2013,0.5010151645509103
59440.0,2010,0.4541076777222534
59440.0,2011,0.4324466439116892
59440.0,2012,0.46844066326809497
59440.0,2013,0.4513945929040176
59478.0,2009,0.42584373196016023
59478.0,2010,0.47497608932715973
59478.0,2011,0.4286903035274967
59478.0,2012,0.4248914752222327
59478.0,2013,0.42359569476448294
59527.0,2008,0.33159024928563396
59527.0,2009,0.34704536300252364
59527.0,2010,0.38063585878335515
59527.0,2011,0.36090011521561766
59527.0,2012,0.4146661748367334
59527.0,2013,0.34955989681998234
60519.0,2009,0.5182525339097879
60519.0,2010,0.5170794392906879
60519.0,2011,0.5106301162100016
60519.0,2012,0.5552409615592973
60519.0,2013,0.5331499722438279
60714.0,2009,0.6429121086436126
60714.0,2010,0.5813000609568426
60714.0,2011,0.584585888767723
60714.0,2012,0.5808266948299559
60714.0,2013,0.6211215596040636
60751.0,2008,0.5484111628138235
60751.0,2009,0.5293977021995541
60849.0,2009,0.445286132640028
60849.0,2010,0.44300225555975226
60849.0,2011,0.3704928595544206
60849.0,2012,0.3708842294865581
60876.0,2010,0.27246682749418594
60876.0,2011,0.2864063247707436
60977.0,2009,0.5643039252886439
60977.0,2010,0.5352195478439363
60977.0,2011,0.500868511706871
60977.0,2012,0.5921377322081469
60977.0,2013,0.5585827754994046
61004.0,2012,0.10630475980529663
61004.0,2013,0.2697334393935652
61986.0,2008,0.4393267441849671
61986.0,2010,0.3753685715434161
61986.0,2011,0.38303804297994004
61986.0,2012,0.33777562900318303
61986.0,2013,0.32336356905904046
62709.0,2008,0.45975787215200403
62709.0,2009,0.4399503341968664
62709.0,2010,0.43877916002995176
62709.0,2011,0.42880235358498314
62709.0,2012,0.3587010766465619
62709.0,2013,0.38771478180565466
62996.0,2008,0.4103579801038746
62996.0,2009,0.39426545556001413
62996.0,2010,0.38459932943728725
62996.0,2011,0.3277224170353744
62996.0,2012,0.388867825753774
62996.0,2013,0.3904333469481788
63908.0,2009,0.41309646375789005
63908.0,2010,0.4262885286956076
63908.0,2011,0.4227058199266619
63908.0,2012,0.4529623478735645
63908.0,2013,0.40609119268976457
64040.0,2011,0.5700045609426314
64040.0,2012,0.583748966258034
64040.0,2013,0.5385795871840081
65770.0,2010,0.37529489544313877
65770.0,2012,0.36173721195574204
65770.0,2013,0.33715125465873613
66479.0,2008,0.46184347220724364
66570.0,2009,0.4326569805647843
66570.0,2012,0.3992253099254714
66570.0,2013,0.38038567522171
66740.0,2008,0.5077035459541029
66740.0,2009,0.49893649382674443
66740.0,2010,0.4226580145713129
66740.0,2011,0.4407537335686671
66740.0,2012,0.4126190968437711
66740.0,2013,0.4300791197687514
66756.0,2008,0.521652072003471
66756.0,2009,0.5242116586928187
66756.0,2010,0.5679490302506114
66756.0,2011,0.6216457233814423
66756.0,2012,0.5660383123843943
66756.0,2013,0.607269662964782
67716.0,2009,0.4689816204201279
67716.0,2011,0.40233363524475085
67716.0,2012,0.44390267821711604
67716.0,2013,0.405663765952438
68505.0,2008,0.32695664029253363
68505.0,2009,0.32844456753517975
68505.0,2010,0.32341478719117567
68505.0,2011,0.30736165741160293
69488.0,2011,0.4784196529784986
69488.0,2013,0.47766657752978503
69671.0,2011,0.3941035602549339
69671.0,2012,0.3993456428011349
70318.0,2008,0.5049770317582989
70318.0,2011,0.42682569850974067
70318.0,2012,0.3966892699556699
70318.0,2013,0.3930421300961057
70415.0,2013,0.5286199649901475
70487.0,2011,0.3784867738850402
70487.0,2012,0.36383115948470074
70487.0,2013,0.36504310255435957
70866.0,2008,0.507971475670975
70866.0,2009,0.5170308897685115
70866.0,2010,0.5038067611138105
70866.0,2011,0.5340153350854584
70866.0,2012,0.5132379140206839
70866.0,2013,0.4999276520718588
71691.0,2011,0.5757490325698312
71691.0,2012,0.5259068624302483
71691.0,2013,0.5110383477615295
71829.0,2008,0.44616766046014267
71829.0,2009,0.49866907059966115
71829.0,2010,0.45788004815275185
71829.0,2011,0.4353040747511981
71829.0,2012,0.4752557633282326
71829.0,2013,0.47209131317892306
72207.0,2008,0.414846617269202
72207.0,2009,0.21293637488704692
72207.0,2010,0.21875763313696636
72207.0,2011,0.44885642432829026
72207.0,2012,0.40496306224752837
72207.0,2013,0.3283999365843047
72903.0,2009,0.45125772409865617
72903.0,2011,0.5067464020749236
72903.0,2012,0.47353296910272286
72903.0,2013,0.4641890892366821
73088.0,2008,0.5485676082135068
73088.0,2011,0.6012131595715513
73088.0,2012,0.5887776699074274
73088.0,2013,0.5741440632952941
73309.0,2008,0.25453687731250646
73309.0,2009,0.26433007218896154
73309.0,2010,0.210884879677074
73309.0,2011,0.21224509518472412
73309.0,2012,0.22954336618941454
73309.0,2013,0.2955839436225295
73756.0,2008,0.4755262861498135
73756.0,2009,0.4583791644398867
73756.0,2011,0.4835568739096486
73756.0,2012,0.4608891626359617
73756.0,2013,0.4921617394312462
74303.0,2008,0.5757745419430442
74303.0,2010,0.5936003715741861
74303.0,2011,0.611397870109805
74303.0,2012,0.6305092151106042
74303.0,2013,0.5885631002373555
74818.0,2011,0.5528488864953452
74818.0,2012,0.53660336804742
74818.0,2013,0.5354454996763169
75208.0,2008,0.5297995480050782
75208.0,2009,0.4849149954774064
75208.0,2010,0.537491651164311
75252.0,2008,0.3853787842272234
75252.0,2009,0.4129787234969502
75252.0,2010,0.45109686543287886
75252.0,2011,0.4320705202654462
75252.0,2012,0.3887041890989119
75252.0,2013,0.4052354569748329
75340.0,2012,0.46700618459341225
75340.0,2013,0.46503779498454767
75677.0,2008,0.3626983875267571
75677.0,2009,0.37144255287507727
75677.0,2010,0.38477225658761893
75677.0,2011,0.4084455844821499
75677.0,2012,0.3956131278227539
75677.0,2013,0.23306901780462885
76282.0,2009,0.33285736192913534
76282.0,2010,0.3242040454627455
76282.0,2011,0.3474003788688077
76282.0,2012,0.38557363158640545
76282.0,2013,0.4546978502477719
76321.0,2010,0.503761167852184
76321.0,2011,0.48123792793663717
76321.0,2012,0.49328887452907366
76321.0,2013,0.49249072140967864
77159.0,2009,0.3221592084409043
77159.0,2010,0.31788932876222803
77159.0,2011,0.4624949104970717
77159.0,2012,0.44207057549681933
77159.0,2013,0.43428214585502967
77476.0,2011,0.3447828955807081
77476.0,2012,0.4226174138636517
77476.0,2013,0.4177928543455116
77543.0,2008,0.5263404229255952
77543.0,2010,0.5187914790550915
77543.0,2011,0.5582516405004845
77543.0,2012,0.5357107912603318
77543.0,2013,0.4954808945409156
77877.0,2008,0.4284660255203287
77877.0,2011,0.45171737718192917
77877.0,2012,0.4610933597741329
77877.0,2013,0.43417534444651384
78128.0,2009,0.16184390246999622
78128.0,2010,0.13947317045579008
78128.0,2011,0.09385185490370163
78128.0,2012,0.12324395504990575
78128.0,2013,0.12298440354030465
78814.0,2008,0.4704527108083226
78814.0,2009,0.5112726809244528
78814.0,2010,0.5672377878858567
78814.0,2011,0.4935603992878377
78814.0,2012,0.4651394870212302
78814.0,2013,0.503961304874772
78890.0,2009,0.5134069158245733
78890.0,2010,0.5261330670755159
78890.0,2011,0.5523612565213586
78890.0,2012,0.4727091273439864
78890.0,2013,0.5060865888343791
79282.0,2008,0.44581858999291024
79282.0,2009,0.4118454594294635
79282.0,2010,0.40744324556228323
79282.0,2011,0.4268289865064333
79282.0,2012,0.4396722044394728
79282.0,2013,0.4593687158606049
79879.0,2009,0.46901939445240687
79879.0,2010,0.43101611242967386
79879.0,2011,0.3552746258124848
79879.0,2012,0.3568050541488539
79879.0,2013,0.4189531070949785
81362.0,2009,0.389774841012745
81362.0,2011,0.3330953403665087
81362.0,2012,0.4710752337082543
81362.0,2013,0.5196239126522535
82811.0,2011,0.2292934131320904
82811.0,2012,0.21094416865755994
82811.0,2013,0.26401217162502816
84748.0,2011,0.5606463539908126
84748.0,2012,0.5074986080002564
84748.0,2013,0.49223347322817007
84839.0,2011,0.35132365553114087
84839.0,2012,0.3071650067808707
84839.0,2013,0.3444114835112813
85961.0,2009,0.5874107194331089
85961.0,2012,0.4796182570201633
85961.0,2013,0.4631683692856887
86115.0,2011,0.4919238395801751
86115.0,2012,0.4540914601477407
86144.0,2012,0.2985733739160559
87347.0,2008,0.430487965348769
87347.0,2009,0.21572883697276157
87347.0,2011,0.1764828900704464
87347.0,2012,0.19340846937088357
87347.0,2013,0.19867012898310987
88205.0,2008,0.39358186863752814
88205.0,2010,0.38631865764322987
88205.0,2011,0.3652723791378213
88205.0,2012,0.34560479085991336
88205.0,2013,0.3647149750852752
88790.0,2011,0.47133026680620643
88790.0,2012,0.5191623895977325
88790.0,2013,0.4390863759964661
89089.0,2008,0.16616768798579643
89089.0,2009,0.16276840448107674
89089.0,2011,0.13165010337971642
89089.0,2012,0.1320557408008324
89089.0,2013,0.14432559843666537
90185.0,2011,0.2960470801743879
90185.0,2012,0.3706847513722875
90185.0,2013,0.32966769825779646
91142.0,2009,0.43368481283286797
91142.0,2011,0.47923680485079984
91142.0,2012,0.5267230749046206
91142.0,2013,0.5327477928316768
91440.0,2011,0.6182486098003833
91440.0,2012,0.5487987827355114
91440.0,2013,0.555683237381115
91767.0,2008,0.46326839202224124
91767.0,2009,0.45063808812166156
91767.0,2011,0.4789975532278672
91767.0,2012,0.4626579101725453
91767.0,2013,0.5030450069777928
91928.0,2008,0.5264691687415481
91928.0,2009,0.511287008049496
91928.0,2011,0.5744340565656663
91928.0,2012,0.517379808439359
92380.0,2008,0.3632829402404834
92380.0,2009,0.31710229783313176
92380.0,2011,0.40719210662043726
92380.0,2012,0.3735516271602449
92380.0,2013,0.32345103326095775
93389.0,2011,0.48084690214872594
93389.0,2012,0.4714086570603492
93389.0,2013,0.4575477969312916
93456.0,2012,0.475750507160863
93556.0,2011,0.43947129554081793
93556.0,2012,0.4336301786896618
93556.0,2013,0.3610632520641543
94049.0,2008,0.5856104609120245
94049.0,2011,0.6131583210090779
94049.0,2013,0.6177759991147913
95304.0,2008,0.42324029641814664
95304.0,2009,0.5338493713351005
95304.0,2011,0.5398108233233438
95552.0,2011,0.38380063805996034
95552.0,2012,0.37196918436079496
96289.0,2012,0.312838197870787
96412.0,2009,0.4313445453993521
96763.0,2012,0.41346099294705735
96763.0,2013,0.42555223715808055
96831.0,2009,0.5721513865676358
96831.0,2011,0.5079270540896833
96831.0,2012,0.6606550344907481
96831.0,2013,0.613303991856335
96943.0,2008,0.5065415792905583
96943.0,2011,0.4017970162126466
96943.0,2012,0.41673279177049216
96943.0,2013,0.3963721744800493
97134.0,2008,0.5533729174883117
97134.0,2009,0.5408089487130537
97134.0,2012,0.48440582827058976
97134.0,2013,0.48450360753352506
97210.0,2008,0.36855204841386924
97210.0,2009,0.4060346777806066
97210.0,2011,0.40433529435690946
97210.0,2012,0.3812232985390822
97210.0,2013,0.38288890177388146
97216.0,2009,0.41790556786482835
97216.0,2010,0.4305838529066035
97216.0,2011,0.45243956131116847
97216.0,2012,0.4108162370430699
97216.0,2013,0.4038002312742246
97745.0,2008,0.35572313327999444
97745.0,2011,0.3767895749797943
97745.0,2012,0.3718133204050912
97745.0,2013,0.36581786854218545
97854.0,2008,0.44926886446518416
98362.0,2011,0.4700263094061582
98362.0,2012,0.44414793933831176
98362.0,2013,0.48500280673518326
98720.0,2009,0.4158614448296428
98720.0,2010,0.3557639137288426
100517.0,2008,0.46879072260528515
100517.0,2009,0.39881918477241596
100517.0,2012,0.3582482621689678
100517.0,2012,0.3582482621689678
100517.0,2013,0.3286850280965382
100517.0,2013,0.3286850280965382
100885.0,2008,0.4225845704652286
100885.0,2010,0.42770700621913044
100885.0,2011,0.44326564868299256
100885.0,2012,0.45020993963396466
100885.0,2013,0.44253899693630905
